,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,date,近一日漲跌％,近一週漲跌％,近一月漲跌％
1577,8367,建新國際,M2600 航運業,M26C 貨運倉儲業,ML無分,2023/03/29,0.1,-1.43,6.84
1578,1443,立益物流,M9900 其他,M26C 貨運倉儲業,ML無分,2023/03/29,0.0,-1.19,-5.52
1579,2904,匯僑,M9900 其他,M26C 貨運倉儲業,ML無分,2023/03/29,-0.24,-7.19,-5.92
1580,2610,華航,M2600 航運業,M26D 空運業,29.0,2023/03/29,2.34,2.34,-1.99
1581,2618,長榮航,M2600 航運業,M26D 空運業,29.0,2023/03/29,1.69,2.07,-3.21
1582,6757,台灣虎航,M2600 航運業,M26D 空運業,ML無分,,,,
1583,2614,東森,M9900 其他,M26E 其他運儲業,ML無分,2023/03/29,-0.53,-1.82,-17.29
1584,4419,元勝,M1400 紡織纖維,M27A2 餐飲業,ML無分,2023/03/29,0.46,20.89,75.71
1585,1259,安心,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,-0.67,-0.94,-5.13
1586,1268,漢來美食,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,3.03,0.37,-10.53
1587,2701,萬企,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,0.8,-0.4,-3.45
1588,2702,華園,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,1.07,-2.07,-9.75
1589,2704,國賓,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,0.43,-1.26,-5.87
1590,2705,六福,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,0.28,0.28,-3.03
1591,2706,第一店,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,0.34,0.34,-3.63
1592,2707,晶華,M2700 觀光事業,M27A1 飯店業,55.0,2023/03/29,2.57,0.54,-11.15
1593,2712,遠雄來,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,4.09,2.3,-0.28
1594,2722,夏都,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,3.31,-2.46,14.06
1595,2723,美食-KY,M2700 觀光事業,M27A2 餐飲業,31.0,2023/03/29,3.18,-1.35,-9.6
1596,2724,富驛-KY,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/27,2.59,1.93,18.28
1597,2726,雅茗-KY,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,-2.25,7.43,1.44
1598,2727,王品,M2700 觀光事業,M27A2 餐飲業,31.0,2023/03/29,7.14,4.71,14.77
1599,2729,瓦城,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,2.81,0.39,-0.19
1600,2732,六角,M2700 觀光事業,M27A2 餐飲業,31.0,2023/03/29,0.28,-3.22,13.17
1601,2736,富野,M2700 觀光事業,M27A1 飯店業,55.0,2023/03/29,1.47,-3.6,-11.07
1602,2739,寒舍,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,3.56,-5.21,6.79
1603,2740,天蔥,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,-0.22,-4.33,-7.2
1604,2748,雲品,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,4.38,2.72,-4.94
1605,2752,豆府,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,1.32,0.56,3.67
1606,2753,八方雲集,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,0.47,0.47,-12.19
1607,2754,亞洲藏壽司,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,1.35,-2.6,-27.01
1608,2755,揚秦,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,0.34,5.28,28.33
1609,2756,聯發國際,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,3.11,6.05,24.17
1610,3252,海灣,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,-0.8,-2.63,-5.61
1611,3522,御頂,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,3.13,2.67,-5.71
1612,4804,大略-KY,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,-0.96,-2.36,-5.91
1613,5364,力麗店,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,-1.29,0.38,-14.4
1614,5701,劍湖山,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,2.6,-1.25,-7.29
1615,5703,亞都,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,1.66,-3.38,-5.51
1616,5704,老爺知,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,0.48,-0.16,-13.23
1617,8077,洛碁,M2700 觀光事業,M27A1 飯店業,ML無分,2023/03/29,-3.68,-1.17,-0.26
1618,8940,新天地,M2700 觀光事業,M27A2 餐飲業,ML無分,2023/03/29,2.15,-4.23,-7.03
1619,9943,好樂迪,M2700 觀光事業,M27B 觀光遊樂區,ML無分,2023/03/29,0.15,0.29,-2.58
1620,5905,南仁湖,M2900 貿易百貨,M27B 觀光遊樂區,ML無分,2023/03/29,0.42,-1.64,-8.05
1621,2719,燦星旅,M2700 觀光事業,M27C 旅行社,ML無分,2023/03/29,-1.34,-3.74,-1.34
1622,2731,雄獅,M2700 觀光事業,M27C 旅行社,55.0,2023/03/29,4.69,16.47,15.08
1623,2734,易飛網,M2700 觀光事業,M27C 旅行社,ML無分,2023/03/29,7.58,8.07,4.26
1624,2743,山富,M2700 觀光事業,M27C 旅行社,55.0,2023/03/29,0.16,2.83,-1.59
1625,2745,五福,M2700 觀光事業,M27C 旅行社,ML無分,2023/03/29,0.74,-0.12,-0.97
1626,5706,鳳凰,M2700 觀光事業,M27C 旅行社,55.0,2023/03/29,2.52,1.09,-7.14
1627,2801,彰銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,0.29,0.87,-0.86
1628,2809,京城銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,-0.14,1.32,2.51
1629,2812,台中銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,0.0,0.36,-0.36
1630,2834,臺企銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,0.0,-0.38,-10.47
1631,2836,高雄銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,-0.41,-1.61,-3.16
1632,2838,聯邦銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,-0.96,0.0,-3.43
1633,2845,遠東銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,-0.45,-1.34,-6.36
1634,2849,安泰銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,0.0,1.03,0.68
1635,2897,王道銀行,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,0.31,0.21,-1.64
1636,5863,瑞興銀,M2800 金融業,M28A 本國銀行,ML無分,,,,
1637,5876,上海商銀,M2800 金融業,M28A 本國銀行,ML無分,2023/03/29,0.86,0.76,-1.69
1638,2820,華票,M2800 金融業,M28F 票券公司,ML無分,2023/03/29,-0.33,-0.33,-2.93
1639,2867,三商壽,M2800 金融業,M28I 壽險業,ML無分,2023/03/29,-0.2,-2.51,-5.96
1640,5859,遠壽,M2800 金融業,M28I 壽險業,ML無分,,,,
1641,2816,旺旺保,M2800 金融業,M28J 產險業,ML無分,2023/03/29,0.33,0.33,-7.58
1642,2832,台產,M2800 金融業,M28J 產險業,ML無分,2023/03/29,0.0,0.0,0.0
1643,2850,新產,M2800 金融業,M28J 產險業,ML無分,2023/03/29,-0.3,-1.51,-2.49
1644,2851,中再保,M2800 金融業,M28J 產險業,ML無分,2023/03/29,-0.29,-1.42,-5.69
1645,2852,第一保,M2800 金融業,M28J 產險業,ML無分,2023/03/29,0.97,0.65,-7.96
1646,5871,中租-KY,M9900 其他,M28K 租賃業,67.0,2023/03/29,-1.93,-2.35,-0.22
1647,6592,和潤企業,M9900 其他,M28K 租賃業,67.0,2023/03/29,1.69,0.42,9.09
1648,9941,裕融,M9900 其他,M28K 租賃業,67.0,2023/03/29,1.13,1.42,3.17
1649,2880,華南金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.68,1.13,-2.41
1650,2881,富邦金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.71,1.25,-3.56
1651,2882,國泰金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.72,1.21,-2.11
1652,2883,開發金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,1.2,1.61,-3.45
1653,2884,玉山金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.4,1.84,0.4
1654,2885,元大金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.45,1.36,0.0
1655,2886,兆豐金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,-0.15,0.31,-2.67
1656,2887,台新金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.0,0.61,0.31
1657,2888,新光金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,1.45,1.94,-3.77
1658,2889,國票金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,1.15,-0.75,4.76
1659,2890,永豐金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.9,2.13,-2.62
1660,2891,中信金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.93,1.64,-4.41
1661,2892,第一金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.76,0.95,-0.56
1662,5880,合庫金,M2800 金融業,M28L 金融控股,ML無分,2023/03/29,0.19,1.16,-0.76
1663,5878,台名,M2800 金融業,M28N 保險經紀,ML無分,2023/03/29,0.41,-0.41,0.0
1664,1432,大魯閣,M2900 貿易百貨,M29A1 百貨購物中,ML無分,2023/03/29,-2.62,-4.29,-9.95
1665,2901,欣欣,M2900 貿易百貨,M29A1 百貨購物中,ML無分,2023/03/29,0.0,0.2,-3.12
1666,2903,遠百,M2900 貿易百貨,M29A1 百貨購物中,ML無分,2023/03/29,0.22,-0.22,0.22
1667,2905,三商,M2900 貿易百貨,M29A9 特殊連鎖,ML無分,2023/03/29,-0.32,-0.96,-6.1
1668,2910,統領,M2900 貿易百貨,M29A1 百貨購物中,ML無分,2023/03/29,0.16,0.83,0.99
1669,2911,麗嬰房,M2900 貿易百貨,M29A9 特殊連鎖,ML無分,2023/03/29,0.28,-3.38,-3.77
1670,2912,統一超,M2900 貿易百貨,M29A4 便利商店,ML無分,2023/03/29,-0.91,0.93,2.07
1671,2915,潤泰全,M2900 貿易百貨,M29A2 量販,68.0,2023/03/29,1.24,0.18,-14.01
1672,2916,滿心,M2900 貿易百貨,M29A9 特殊連鎖,ML無分,2023/03/29,1.25,-2.11,-3.28
1673,2924,宏太-KY,M2900 貿易百貨,M29A9 其他零售,ML無分,2023/03/29,-5.93,1.11,-1.22
1674,2929,淘帝-KY,M2900 貿易百貨,M29A1 百貨購物中,ML無分,2023/03/29,0.36,-1.08,-17.91
1675,2945,三商家購,M2900 貿易百貨,M29A3 超市,ML無分,2023/03/29,0.49,-1.2,-9.65
1676,2947,振宇五金,M2900 貿易百貨,M29A7 批發,ML無分,2023/03/29,-0.22,-0.33,-4.48
1677,5903,全家,M2900 貿易百貨,M29A4 便利商店,ML無分,2023/03/29,0.46,-0.68,7.88
1678,5904,寶雅,M2900 貿易百貨,M29A9 特殊連鎖,ML無分,2023/03/29,1.26,-4.57,-8.14
1679,5907,大洋-KY,M2900 貿易百貨,M29A1 百貨購物中,ML無分,2023/03/29,0.0,-0.97,-11.53
1680,6195,詩肯,M2900 貿易百貨,M29A9 特殊連鎖,ML無分,2023/03/29,-0.22,2.33,2.44
1681,9960,邁達康,M2900 貿易百貨,M29A9 特殊連鎖,ML無分,2023/03/29,0.65,6.76,12.2
1682,2926,誠品生活,M3200 文化創意業,M29A1 百貨購物中,ML無分,2023/03/29,0.0,0.48,5.14
1683,1416,廣豐,M9900 其他,M29A1 百貨購物中,ML無分,2023/03/29,0.92,0.46,-1.35
1684,5301,寶得利,M2700 觀光事業,M29B 貿易業,ML無分,2023/03/29,3.11,4.04,4.04
1685,2906,高林,M2900 貿易百貨,M29B 貿易業,ML無分,2023/03/29,0.58,-0.85,-5.69
1686,2908,特力,M2900 貿易百貨,M29B 貿易業,ML無分,2023/03/29,0.48,-0.24,2.2
1687,2913,農林,M2900 貿易百貨,M29B 貿易業,12.0,2023/03/29,-1.17,-2.09,-3.65
1688,2939,凱羿-KY,M2900 貿易百貨,M29B 貿易業,ML無分,2023/03/29,-0.29,5.25,2.87
1689,5902,德記,M2900 貿易百貨,M29B 貿易業,ML無分,2023/03/29,-0.14,0.56,-1.37
1690,8433,弘帆,M2900 貿易百貨,M29B 貿易業,ML無分,2023/03/29,-0.71,-5.44,-9.74
1691,2855,統一證,M2800 金融業,M30A 證券,ML無分,2023/03/29,-0.31,-2.13,-5.85
1692,6021,美好證,M2800 金融業,M30A 證券,ML無分,2023/03/29,-1.14,1.46,-0.85
1693,5864,致和證,M2800 金融業,M30A 證券,ML無分,2023/03/29,0.36,-1.77,14.4
1694,6005,群益證,M2800 金融業,M30A 證券,ML無分,2023/03/29,0.0,-1.23,0.84
1695,6015,宏遠證,M2800 金融業,M30A 證券,ML無分,2023/03/29,0.49,2.31,2.0
1696,6016,康和證,M2800 金融業,M30A 證券,ML無分,2023/03/29,0.47,0.0,0.0
1697,6020,大展證,M2800 金融業,M30A 證券,ML無分,2023/03/29,0.0,0.27,-0.27
1698,6026,福邦證,M2800 金融業,M30C 期貨,ML無分,2023/03/29,-0.96,-1.9,-2.36
1699,6023,元大期,M2800 金融業,M30C 期貨,ML無分,2023/03/29,0.4,0.6,0.6
1700,6024,群益期,M2800 金融業,M99B 五金及家具,ML無分,2023/03/29,0.48,0.48,6.86
1701,8066,來思達,M2900 貿易百貨,M99B 五金及家具,ML無分,2023/03/29,0.0,0.18,-1.41
1702,8941,關中,M2900 貿易百貨,M99B 五金及家具,ML無分,2023/03/29,0.87,-2.52,-6.74
1703,2062,橋椿,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,0.22,-0.44,-2.97
1704,3557,嘉威,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,3.69,8.01,3.53
1705,4950,牧東,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,5.47,-16.33,-21.9
1706,6616,特昇-KY,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,3.46,2.75,2.4
1707,6629,泰金-KY,M9900 其他,M99B 五金及家具,ML無分,2023/03/24,0.42,-1.25,-1.46
1708,6807,峰源-KY,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,1.09,7.57,11.02
1709,8426,紅木-KY,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,1.17,4.69,0.13
1710,8444,綠河-KY,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,1.2,0.4,4.74
1711,8464,億豐,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,1.08,1.55,0.31
1712,8482,商億-KY,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,0.66,3.94,4.08
1713,9911,櫻花,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,-0.16,-0.78,-1.55
1714,9924,福興,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,0.0,0.23,2.1
1715,9934,成霖,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,-0.39,4.03,-1.9
1716,9935,慶豐富,M9900 其他,M99B 五金及家具,ML無分,2023/03/29,0.0,1.62,-1.31
1717,3284,太普高,M9900 其他,M99C 印刷,ML無分,2023/03/29,-0.33,-1.95,5.96
1718,8401,白紗科,M9900 其他,M99C 印刷,ML無分,2023/03/29,-9.07,-7.74,-4.34
1719,8481,政伸,M9900 其他,M99C 印刷,ML無分,2023/03/29,-0.7,-2.89,-2.06
1720,8906,花王,M9900 其他,M99C 印刷,ML無分,2023/03/29,-1.1,1.12,-4.0
1721,8921,沈氏,M9900 其他,M99C 印刷,ML無分,2023/03/29,-1.63,-0.33,2.73
1722,9929,秋雨,M9900 其他,M99C 印刷,ML無分,2023/03/29,1.43,1.66,-0.97
1723,2616,山隆,M9700 油電燃氣業,M99D1 加油站,ML無分,2023/03/29,1.37,2.62,6.57
1724,8908,欣雄,M9700 油電燃氣業,M99D2 天然氣,ML無分,2023/03/29,0.85,-2.33,-0.97
1725,8917,欣泰,M9700 油電燃氣業,M99D2 天然氣,ML無分,2023/03/29,0.42,-15.93,-19.22
1726,8926,台汽電,M9700 油電燃氣業,M99D3 汽電共生,ML無分,2023/03/29,1.27,0.69,18.83
1727,8927,北基,M9700 油電燃氣業,M99D1 加油站,ML無分,2023/03/29,-0.6,-3.03,-2.35
1728,8931,大汽電,M9700 油電燃氣業,M99D3 汽電共生,ML無分,2023/03/29,9.23,19.61,44.18
1729,9908,大台北,M9700 油電燃氣業,M99D2 天然氣,ML無分,2023/03/29,0.16,0.16,0.96
1730,9918,欣天然,M9700 油電燃氣業,M99D2 天然氣,ML無分,2023/03/29,0.36,0.0,-1.89
1731,9926,新海,M9700 油電燃氣業,M99D2 天然氣,ML無分,2023/03/29,0.39,0.0,-0.96
1732,9931,欣高,M9700 油電燃氣業,M99D2 天然氣,ML無分,2023/03/29,0.0,0.51,1.4
1733,9937,全國,M9700 油電燃氣業,M99D1 加油站,ML無分,2023/03/29,-0.16,0.0,5.09
1734,6806,森崴能源,M9900 其他,M99D4 電廠,ML無分,2023/03/29,1.03,1.27,2.33
1735,6869,雲豹能源,M9900 其他,M99D4 電廠,ML無分,2023/03/29,1.76,-2.22,
1736,6596,寬宏藝術,M3200 文化創意業,M99E 廣告業,ML無分,2023/03/29,0.44,0.22,0.22
1737,8923,時報,M3200 文化創意業,M99F 平媒電子報,ML無分,2023/03/29,2.38,4.62,1.42
1738,6240,松崗,M9900 其他,M99F 平媒電子報,ML無分,2023/03/29,-1.51,1.78,22.19
1739,6184,大豐電,M9900 其他,M99G 有線電視,ML無分,2023/03/29,0.0,-0.79,1.73
1740,6464,台數科,M9900 其他,M99G 有線電視,ML無分,2023/03/29,-0.33,-0.11,-0.78
1741,4806,昇華,M3200 文化創意業,M99H 電視廣播,ML無分,2023/03/29,1.64,-4.32,-7.74
1742,6101,寬魚國際,M3200 文化創意業,M99H 電視廣播,ML無分,2023/03/29,8.4,22.24,29.57
1743,8450,霹靂,M3200 文化創意業,M99H 電視廣播,ML無分,2023/03/29,-0.39,-0.78,-7.66
1744,8487,愛爾達,M3200 文化創意業,M99H 電視廣播,ML無分,,,,
1745,6625,必應,M9900 其他,M99H 電視廣播,ML無分,2023/03/29,2.5,-0.2,0.1
1746,9928,中視,M9900 其他,M99H 電視廣播,ML無分,2023/03/29,-0.27,1.93,-5.13
1747,9917,中保科,M9900 其他,M99I 保全業,ML無分,2023/03/29,0.97,1.96,3.48
1748,9925,新保,M9900 其他,M99I 保全業,ML無分,2023/03/29,0.0,-0.12,-0.12
1749,9950,萬國通,M1300 塑膠工業,M99K 鞋及旅行箱,ML無分,2023/03/29,1.67,6.55,-3.17
1750,8429,金麗-KY,M2900 貿易百貨,M99K 鞋及旅行箱,ML無分,2023/03/29,-0.49,-1.92,-6.42
1751,8443,阿瘦,M2900 貿易百貨,M99K 鞋及旅行箱,ML無分,2023/03/29,0.44,0.88,-0.87
1752,6768,志強-KY,M9900 其他,M99K 鞋及旅行箱,ML無分,2023/03/29,0.0,-0.71,-4.63
1753,8442,威宏-KY,M9900 其他,M99K 鞋及旅行箱,ML無分,2023/03/29,0.59,-1.27,1.54
1754,9802,鈺齊-KY,M9900 其他,M99K 鞋及旅行箱,ML無分,2023/03/29,-0.38,-1.14,-4.04
1755,9904,寶成,M9900 其他,M99K 鞋及旅行箱,ML無分,2023/03/29,1.46,1.13,-6.58
1756,9910,豐泰,M9900 其他,M99K 鞋及旅行箱,3.0,2023/03/29,1.31,0.78,5.46
1757,1785,光洋科,M2331 其他電子業,M99L1 貴金屬回收,ML無分,2023/03/29,-0.14,0.0,-0.95
1758,3663,鑫科,M2331 其他電子業,M99L1 貴金屬回收,ML無分,2023/03/29,0.67,-1.63,1.01
1759,5205,中茂,M2331 其他電子業,M99L2 廢棄物處理,ML無分,2023/03/29,0.0,-0.54,-3.79
1760,6581,鋼聯,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,0.5,0.0,-6.51
1761,6624,萬年清,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,-0.94,-2.66,0.48
1762,6803,崑鼎,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,-0.92,-1.1,-0.74
1763,8341,日友,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,0.31,-1.8,-1.2
1764,8390,金益鼎,M9900 其他,M99L1 貴金屬回收,ML無分,2023/03/29,-0.52,-2.42,1.86
1765,8422,可寧衛,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,0.54,0.0,-0.27
1766,8435,鉅邁,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,-0.63,-0.16,1.29
1767,8438,昶昕,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,1.21,1.63,-1.96
1768,8440,綠電,M9900 其他,M99L1 貴金屬回收,ML無分,2023/03/29,-0.33,-1.82,4.08
1769,8473,山林水,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,-0.17,-3.73,-4.51
1770,8476,台境,M9900 其他,M99L2 廢棄物處理,ML無分,2023/03/29,-1.96,-3.98,-7.53
1771,9955,佳龍,M9900 其他,M99L1 貴金屬回收,ML無分,2023/03/29,-0.79,-2.71,20.62
1772,4712,南璋,M1200 食品工業,M99ZA3 漁業,ML無分,2023/03/29,-4.17,-6.12,-5.15
1773,8462,柏文,M2700 觀光事業,M99ZX 其他服務業,ML無分,2023/03/29,0.72,-7.26,2.18
1774,4807,日成-KY,M2900 貿易百貨,M99ZC 其他製造業,ML無分,2023/03/29,0.24,0.0,-6.82
1775,6294,智基,M3200 文化創意業,M99ZX 其他服務業,ML無分,2023/03/29,-0.43,1.3,7.34
1776,8446,華研,M3200 文化創意業,M99ZX 其他服務業,ML無分,2023/03/29,0.34,-0.45,1.73
1777,1516,川飛,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,0.0,-0.73,1.5
1778,2443,昶虹,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,0.0,0.68,2.08
1779,2496,卓越,M9900 其他,M99ZX 其他服務業,ML無分,2023/03/29,0.77,2.54,2.94
1780,4536,拓凱,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,1.42,4.38,-5.92
1781,5481,新華,M9900 其他,M99ZX 其他服務業,ML無分,2023/03/29,-0.4,-0.4,1.62
1782,6655,科定,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,-0.38,-0.76,2.36
1783,6670,復盛應用,M9900 其他,M99Z2 高爾夫用品,ML無分,2023/03/29,-1.3,-3.99,-6.54
1784,6671,三能-KY,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,-0.13,-0.38,-0.25
1785,6721,信實,M9900 其他,M99ZX 其他服務業,ML無分,2023/03/29,-0.78,0.0,1.59
1786,6804,明係,M9900 其他,M99Z1 自行健行車,ML無分,2023/03/29,-0.35,1.05,6.08
1787,8033,雷虎,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,-1.37,-2.04,9.28
1788,8420,明揚,M9900 其他,M99Z2 高爾夫用品,ML無分,2023/03/29,1.2,-3.44,-0.43
1789,8437,大地-KY,M9900 其他,M99ZX 其他服務業,ML無分,2023/03/29,-1.71,-4.96,5.99
1790,8467,波力-KY,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,0.17,-2.31,6.46
1791,8489,三貝德,M9900 其他,M99ZX 其他服務業,ML無分,2023/03/29,-0.2,-2.35,0.4
1792,8924,大田,M9900 其他,M99Z2 高爾夫用品,65.0,2023/03/29,-0.37,-0.74,1.14
1793,8928,鉅明,M9900 其他,M99Z2 高爾夫用品,ML無分,2023/03/29,-0.13,-2.38,-6.35
1794,8933,愛地雅,M9900 其他,M99Z1 自行健行車,ML無分,2023/03/29,-0.77,-4.46,-17.36
1795,8938,明安,M9900 其他,M99Z2 高爾夫用品,65.0,2023/03/29,-8.13,-10.23,-11.44
1796,9902,台火,M9900 其他,M99ZC 其他製造業,ML無分,2023/03/29,-0.4,-0.8,-7.46
1797,9914,美利達,M9900 其他,M99Z1 自行健行車,66.0,2023/03/29,-0.88,-1.46,-5.59
1798,9921,巨大,M9900 其他,M99Z1 自行健行車,66.0,2023/03/29,0.86,-3.58,-13.79
