,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,date,近一日漲跌％,近一週漲跌％,近一月漲跌％
0,1603,華電,M1600 電器電纜,M16 電線,ML無分,2023/03/29,0.88,-4.02,9.98
1,1605,華新,M1600 電器電纜,M16 電線,ML無分,2023/03/29,0.4,-3.29,-1.96
2,1608,華榮,M1600 電器電纜,M16 電線,ML無分,2023/03/29,-0.68,0.0,-2.97
3,1609,大亞,M1600 電器電纜,M16 電線,ML無分,2023/03/29,4.12,7.27,9.94
4,1612,宏泰,M1600 電器電纜,M16 電線,ML無分,2023/03/29,1.29,3.7,4.53
5,1615,大山,M1600 電器電纜,M16 電線,ML無分,2023/03/29,0.0,4.93,4.93
6,1616,億泰,M1600 電器電纜,M16 電線,ML無分,2023/03/29,0.46,-3.11,6.99
7,1617,榮星,M1600 電器電纜,M16 電線,ML無分,2023/03/29,0.67,0.33,1.35
8,1618,合機,M1600 電器電纜,M16 電線,ML無分,2023/03/29,9.87,13.49,16.95
9,1802,台玻,M1800 玻璃陶瓷,M18 玻璃陶瓷,ML無分,2023/03/29,2.7,3.71,-7.71
10,1806,冠軍,M1800 玻璃陶瓷,M18 玻璃陶瓷,12.0,2023/03/29,0.56,0.0,-1.1
11,1809,中釉,M1800 玻璃陶瓷,M18 玻璃陶瓷,12.0,2023/03/29,-0.72,-1.08,-2.14
12,1810,和成,M1800 玻璃陶瓷,M18 玻璃陶瓷,12.0,2023/03/29,-1.09,3.41,-4.71
13,1817,凱撒衛,M1800 玻璃陶瓷,M18 玻璃陶瓷,ML無分,2023/03/29,0.51,1.16,0.77
14,9949,琉園,M3200 文化創意業,M18 玻璃陶瓷,ML無分,2023/03/29,1.78,2.24,5.06
15,1101,台泥,M1100 水泥工業,M11A 水泥製造,0.0,2023/03/29,0.41,-2.28,-3.84
16,1102,亞泥,M1100 水泥工業,M11A 水泥製造,0.0,2023/03/29,0.46,0.93,-1.81
17,1103,嘉泥,M1100 水泥工業,M11A 水泥製造,ML無分,2023/03/29,0.27,0.8,-4.06
18,1104,環泥,M1100 水泥工業,M11A 水泥製造,ML無分,2023/03/29,0.58,3.36,8.28
19,1108,幸福,M1100 水泥工業,M11A 水泥製造,ML無分,2023/03/29,-0.71,-1.42,-0.71
20,1109,信大,M1100 水泥工業,M11A 水泥製造,ML無分,2023/03/29,0.0,0.29,0.29
21,1110,東泥,M1100 水泥工業,M11A 水泥製造,ML無分,2023/03/29,-0.28,-0.28,-0.85
22,8463,潤泰材,M9900 其他,M11A 水泥製造,ML無分,2023/03/29,-0.43,0.65,-4.94
23,2504,國產,M2500 建材營造,M11B 預拌混凝土,ML無分,2023/03/29,-0.54,-0.71,3.92
24,5520,力泰,M2500 建材營造,M11B 預拌混凝土,ML無分,2023/03/29,0.17,0.7,-0.69
25,5546,永固-KY,M2500 建材營造,M11B 預拌混凝土,ML無分,2023/03/29,-2.52,-1.22,-5.92
26,8424,惠普,M2500 建材營造,M11C 其他水泥,ML無分,2023/03/29,0.58,0.29,0.87
27,9930,中聯資源,M9900 其他,M11C 其他水泥,ML無分,2023/03/29,0.1,0.52,3.18
28,1217,愛之味,M1200 食品工業,M12A 罐頭加工,9.0,2023/03/29,0.43,0.87,1.32
29,8905,裕國,M9900 其他,M12A 罐頭加工,ML無分,2023/03/29,0.4,-2.94,2.69
30,1210,大成,M1200 食品工業,M12B 油脂飼料,1.0,2023/03/29,-0.2,0.2,-1.76
31,1215,卜蜂,M1200 食品工業,M12B 油脂飼料,1.0,2023/03/29,0.36,0.12,-1.31
32,1218,泰山,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,-0.34,0.17,-3.49
33,1219,福壽,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,0.48,0.0,-2.55
34,1220,台榮,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,-0.92,-7.74,-3.3
35,1225,福懋油,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,0.86,1.38,1.03
36,1229,聯華,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,0.36,-0.53,4.09
37,1232,大統益,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,0.0,0.0,-0.68
38,1235,興泰,M1200 食品工業,M12B 油脂飼料,ML無分,2023/03/29,0.57,0.57,2.64
39,1702,南僑,M1200 食品工業,M12B 油脂飼料,1.0,2023/03/29,-0.42,0.96,1.18
40,1240,茂生農經,M3300 農業科技,M12B 油脂飼料,ML無分,2023/03/29,0.34,-0.88,-7.53
41,6578,達邦蛋白,M3300 農業科技,M12B 油脂飼料,ML無分,2023/03/29,-1.43,-1.43,-2.82
42,3313,斐成,M9900 其他,M12B 油脂飼料,ML無分,2023/03/29,1.5,0.0,-7.73
43,1201,味全,M1200 食品工業,M12C 飲料乳品,ML無分,2023/03/29,-0.25,-0.5,-2.93
44,1213,大飲,M1200 食品工業,M12C 飲料乳品,ML無分,2023/03/29,2.0,1.42,4.23
45,1216,統一,M1200 食品工業,M12C 飲料乳品,ML無分,2023/03/29,0.84,3.3,7.15
46,1234,黑松,M1200 食品工業,M12C 飲料乳品,ML無分,2023/03/29,-0.28,0.42,1.99
47,1256,鮮活果汁-KY,M1200 食品工業,M12C 飲料乳品,ML無分,2023/03/29,0.3,-3.49,2.0
48,1203,味王,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,0.78,1.97,7.32
49,1227,佳格,M1200 食品工業,M12Z 其他食品,1.0,2023/03/29,0.86,1.24,-2.27
50,1231,聯華食,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,-0.22,0.45,5.07
51,1233,天仁,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,1.92,2.83,-0.58
52,1236,宏亞,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,0.42,1.05,-2.43
53,1258,其祥-KY,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,0.0,0.0,0.0
54,1264,德麥,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,0.38,-2.39,-2.21
55,1737,臺鹽,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,0.15,-0.45,-0.3
56,4205,中華食,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,0.0,-1.4,-2.31
57,4207,環泰,M1200 食品工業,M12Z 其他食品,ML無分,2023/03/29,-0.36,-1.41,-1.76
58,1301,台塑,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.0,1.54,2.33
59,1303,南亞,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,1.04,2.77,4.42
60,1304,台聚,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.19,1.73,7.07
61,1305,華夏,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.77,-0.19,-5.78
62,1307,三芳,M1300 塑膠工業,M13A6 合成皮,ML無分,2023/03/29,0.96,-0.47,1.2
63,1308,亞聚,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.69,-0.17,1.05
64,1309,台達化,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.0,-0.23,-5.97
65,1310,台苯,M1300 塑膠工業,M13A1 泛用塑膠,2.0,2023/03/29,0.36,1.45,0.0
66,1312,國喬,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.25,2.06,0.25
67,1313,聯成,M1300 塑膠工業,M13A7 可塑劑,ML無分,2023/03/29,0.0,-1.37,-4.97
68,1314,中石化,M1300 塑膠工業,M13A5 化纖,2.0,2023/03/29,-0.2,-0.8,-1.88
69,1315,達新,M1300 塑膠工業,M13A8 塑膠加工,ML無分,2023/03/29,0.0,-0.42,-1.11
70,1321,大洋,M1300 塑膠工業,M13A8 塑膠加工,ML無分,2023/03/29,0.14,-0.67,2.64
71,1323,永裕,M1300 塑膠工業,M13A8 塑膠加工,ML無分,2023/03/29,0.0,-0.9,-1.79
72,1324,地球,M1300 塑膠工業,M13A9 膠帶,ML無分,2023/03/29,0.9,-0.88,0.0
73,1326,台化,M1300 塑膠工業,M13A1 泛用塑膠,ML無分,2023/03/29,0.43,2.2,-0.99
74,1341,富林-KY,M1300 塑膠工業,M13A6 合成皮,ML無分,2023/03/29,0.29,1.45,1.89
75,4303,信立,M1300 塑膠工業,M13A6 合成皮,ML無分,2023/03/29,-0.28,4.15,2.93
76,4304,勝昱,M1300 塑膠工業,M13A8 塑膠加工,ML無分,2023/03/29,0.82,0.92,1.75
77,4305,世坤,M1300 塑膠工業,M13A8 塑膠加工,ML無分,2023/03/29,0.16,-0.31,3.76
78,4306,炎洲,M1300 塑膠工業,M13A9 膠帶,2.0,2023/03/29,0.0,0.0,10.17
79,1710,東聯,M1721 化學工業,M13A5 化纖,ML無分,2023/03/29,2.09,1.83,4.0
80,1718,中纖,M1721 化學工業,M13A5 化纖,2.0,2023/03/29,-0.12,-0.6,-3.72
81,2461,光群雷,M2331 其他電子業,M13A8 塑膠加工,17.0,2023/03/29,0.68,9.83,9.83
82,3303,岱稜,M2331 其他電子業,M13A8 塑膠加工,ML無分,2023/03/29,-0.37,-1.28,-0.18
83,6151,晉倫,M2331 其他電子業,M13A8 塑膠加工,ML無分,2023/03/29,0.35,0.0,5.09
84,3171,新洲,M2900 貿易百貨,M13A9 膠帶,ML無分,2023/03/29,-0.28,-0.83,4.06
85,8354,冠好,M9900 其他,M13A9 膠帶,ML無分,2023/03/29,0.0,-0.35,-2.72
86,8942,森鉅,M9900 其他,M13A8 塑膠加工,ML無分,2023/03/29,-0.15,0.15,-0.9
87,1337,再生-KY,M1300 塑膠工業,M13B 塑膠製品,ML無分,2023/03/29,0.29,-1.0,-3.06
88,1340,勝悅-KY,M1300 塑膠工業,M13B 塑膠製品,ML無分,2023/03/29,-0.93,-0.93,-4.93
89,5356,協益,M2325 電腦及週邊,M13B 塑膠製品,ML無分,2023/03/29,-0.69,1.18,-0.69
90,1342,八貫,M9900 其他,M13B 塑膠製品,ML無分,2023/03/29,-1.6,6.6,-2.23
91,8421,旭源,M9900 其他,M13B 塑膠製品,ML無分,2023/03/29,-0.86,-0.58,-1.71
92,8466,美吉吉-KY,M9900 其他,M13B 塑膠製品,ML無分,2023/03/29,0.24,0.98,0.98
93,8935,邦泰,M9900 其他,M13B 塑膠製品,ML無分,2023/03/29,0.0,-1.22,0.41
94,9939,宏全,M9900 其他,M13B 塑膠製品,ML無分,2023/03/29,0.52,-3.01,0.42
95,6505,台塑化,M9700 油電燃氣業,M13C 輕油製解,ML無分,2023/03/29,0.47,2.42,1.32
96,1402,遠東新,M1400 紡織纖維,M14A1 聚酯絲棉,ML無分,2023/03/29,0.8,1.79,-2.03
97,1409,新纖,M1400 紡織纖維,M14A1 聚酯絲棉,ML無分,2023/03/29,0.0,0.56,-0.83
98,1413,宏洲,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,-0.31,-0.73,0.21
99,1440,南紡,M1400 紡織纖維,M14A1 聚酯絲棉,ML無分,2023/03/29,0.0,-0.3,-5.62
100,1444,力麗,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,0.49,-0.48,-2.36
101,1447,力鵬,M1400 紡織纖維,M14A7 尼龍絲,ML無分,2023/03/29,0.0,-1.12,-3.88
102,1452,宏益,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,-0.28,-0.56,-0.84
103,1455,集盛,M1400 紡織纖維,M14A7 尼龍絲,ML無分,2023/03/29,0.47,0.47,-1.82
104,1457,宜進,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,0.54,0.0,-2.09
105,1459,聯發,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,0.57,0.0,2.67
106,1466,聚隆,M1400 紡織纖維,M14A7 尼龍絲,ML無分,2023/03/29,0.0,-1.69,-0.43
107,4401,東隆興,M1400 紡織纖維,M14A7 尼龍絲,ML無分,2023/03/29,0.37,1.7,-0.74
108,4402,福大,M1400 紡織纖維,M14A7 尼龍絲,ML無分,2023/03/29,0.46,2.34,0.92
109,4406,新昕纖,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,0.47,0.95,1.44
110,4440,宜新實業,M1400 紡織纖維,M14A2 加工絲,ML無分,2023/03/29,-0.86,-1.14,2.37
111,1414,東和,M1400 紡織纖維,M14B1 聚酯紗棉紗,ML無分,2023/03/29,0.28,-0.56,-1.39
112,1418,東華,M1400 紡織纖維,M14B2 亞克力纖維,ML無分,2023/03/29,0.0,0.71,1.79
113,1441,大東,M1400 紡織纖維,M14B1 聚酯紗棉紗,ML無分,2023/03/29,-0.25,-0.74,-0.49
114,1417,嘉裕,M1400 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,-0.37,0.0,-3.96
115,1419,新紡,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.36,0.24,0.73
116,1434,福懋,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.36,0.9,2.18
117,1445,大宇,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-0.31,-1.22,1.25
118,1446,宏和,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-0.47,0.16,-2.32
119,1449,佳和,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.0,0.66,0.99
120,1451,年興,M1400 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,0.22,0.44,-0.65
121,1454,台富,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.4,-0.79,-3.09
122,1460,宏遠,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,1.86,2.55,5.37
123,1464,得力,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.0,0.34,1.37
124,1465,偉全,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.35,-0.35,1.79
125,1467,南緯,M1400 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,0.0,-2.52,0.43
126,1468,昶和,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,1.32,-2.53,5.48
127,1473,台南,M1400 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,2.92,3.13,-8.35
128,1474,弘裕,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.41,0.0,0.41
129,1475,業旺,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-1.58,-4.92,-17.74
130,1476,儒鴻,M1400 紡織纖維,M14C1 成衣製造,3.0,2023/03/29,4.42,6.66,2.8
131,1477,聚陽,M1400 紡織纖維,M14C1 成衣製造,3.0,2023/03/29,-0.21,3.06,9.28
132,4413,飛寶企業,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-0.32,-3.12,-11.4
133,4420,光明,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-3.44,-3.91,-1.67
134,4426,利勤,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-2.05,-2.05,1.55
135,4432,銘旺實,M1400 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,1.09,-10.98,-17.65
136,4433,興采,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,-0.6,-2.65,-7.28
137,4438,廣越,M1400 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,-0.43,-0.87,-6.53
138,4439,冠星-KY,M1400 紡織纖維,M14C2 織布,ML無分,2023/03/29,0.46,-0.91,-3.11
139,5906,台南-KY,M1398 紡織纖維,M14C1 成衣製造,ML無分,2023/03/28,-0.7,-2.62,-7.24
140,8916,光隆,M1399 紡織纖維,M14C1 成衣製造,ML無分,2023/03/29,-0.18,-0.36,-1.26
141,1423,利華,M1400 紡織纖維,M14D2 毛紡,ML無分,2023/03/29,0.0,0.24,1.72
142,1439,雋揚,M1400 紡織纖維,M14D2 毛紡,ML無分,2023/03/29,-0.66,-1.74,-2.17
143,1410,南染,M1400 紡織纖維,M14E 染整,ML無分,2023/03/29,0.13,-0.26,-3.48
144,1463,強盛,M1400 紡織纖維,M14E 染整,ML無分,2023/03/29,-0.69,-0.35,-4.35
145,1470,大統新創,M1400 紡織纖維,M14E 染整,ML無分,2023/03/29,0.0,1.55,3.7
146,1325,恒大,M1300 塑膠工業,M14F 不織布,ML無分,2023/03/29,-1.04,0.21,0.0
147,6504,南六,M9900 其他,M14F 不織布,ML無分,2023/03/29,0.13,-1.02,5.71
148,8929,富堡,M9900 其他,M14F 不織布,ML無分,2023/03/29,-0.46,1.65,-1.15
149,9919,康那香,M9900 其他,M14F 不織布,ML無分,2023/03/29,1.15,3.24,0.0
150,9944,新麗,M9900 其他,M14F 不織布,ML無分,2023/03/29,-0.49,0.0,-0.25
151,4417,金洲,M1400 紡織纖維,M14Z 其他紡織,ML無分,2023/03/29,0.49,2.13,5.16
152,4430,耀億,M9900 其他,M14Z 其他紡織,ML無分,2023/03/29,-0.65,0.0,-1.08
153,8404,百和興業-KY,M9900 其他,M14Z 其他紡織,ML無分,2023/03/29,-0.73,-0.37,-1.99
154,8932,宏大,M9900 其他,M14Z 其他紡織,ML無分,2023/03/29,1.71,0.0,-3.04
155,9938,百和,M9900 其他,M14Z 其他紡織,ML無分,2023/03/29,0.17,-0.17,-3.11
156,1527,鑽全,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-0.12,-1.16,-4.92
157,1528,恩德,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,1.42,2.87,0.47
158,1530,亞崴,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-0.46,0.94,-0.46
159,1531,高林股,M1500 電機機械,M15A3 紡織工具機,ML無分,2023/03/29,0.35,2.11,-0.34
160,1532,勤美,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,-0.14,-0.99,5.71
161,1538,正峰,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.0,2.11,-3.12
162,1539,巨庭,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-0.96,-0.32,5.99
163,1540,喬福,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-5.35,-6.15,-2.61
164,1541,錩泰,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.44,-1.17,-10.32
165,1558,伸興,M1500 電機機械,M15A3 紡織工具機,ML無分,2023/03/29,-0.44,-0.88,-8.2
166,1570,力肯,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-2.24,-3.86,-4.64
167,1583,程泰,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-0.73,2.27,9.21
168,1589,永冠-KY,M1500 電機機械,M15A2 模具零件,41.0,2023/03/29,0.13,0.38,15.2
169,1590,亞德客-KY,M1500 電機機械,M15A2 模具零件,7.0,2023/03/29,3.48,4.85,6.73
170,1591,駿吉-KY,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-7.8,-4.94,-0.76
171,1597,直得,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,-0.39,-1.03,-1.67
172,2049,上銀,M1500 電機機械,M15A2 模具零件,7.0,2023/03/29,-0.2,-3.18,-1.81
173,2067,嘉鋼,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,0.0,3.26,4.72
174,4510,高鋒,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.0,2.21,1.32
175,4513,福裕,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-1.07,-3.9,0.0
176,4526,東台,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.3,-1.47,0.3
177,4533,協易機,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.0,-1.3,-5.42
178,4534,慶騰,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.4,-0.1,8.5
179,4538,大詠城,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,1.89,2.13,4.61
180,4540,全球傳動,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,0.61,-0.12,-0.48
181,4555,氣立,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,0.94,-0.31,-2.71
182,4560,強信-KY,M1500 電機機械,M15A3 紡織工具機,ML無分,2023/03/29,0.26,0.77,1.16
183,4561,健椿,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,1.13,0.22,-0.66
184,4562,穎漢,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,0.31,1.89,2.21
185,4563,百德,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-3.06,-4.76,-7.99
186,4576,大銀微系統,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,-0.65,-1.04,-3.54
187,6603,富強鑫,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,1.14,0.28,-3.27
188,6606,建德工業,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,-0.35,,
189,6609,瀧澤科,M1500 電機機械,M15A1 工具機,ML無分,2023/03/29,1.03,0.0,-7.57
190,8083,瑞穎,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,-1.63,-2.27,-5.92
191,8374,羅昇,M1500 電機機械,M15A2 模具零件,ML無分,2023/03/29,0.16,1.96,4.34
192,4577,達航,M2331 其他電子業,M15A1 工具機,ML無分,2023/03/29,-0.32,-1.91,0.0
193,6584,南俊國際,M2328 電子零組件,M15A2 模具零件,ML無分,,,,
194,6855,數泓科,M2331 其他電子業,M15A1 工具機,ML無分,2023/03/29,-0.36,-0.48,-4.76
195,8455,大拓-KY,M2331 其他電子業,M15A1 工具機,ML無分,2023/03/29,-1.82,-2.48,-3.79
196,1503,士電,M1500 電機機械,M15B1 電機,ML無分,2023/03/29,0.25,-1.22,1.38
197,1504,東元,M1500 電機機械,M15B1 電機,ML無分,2023/03/29,4.89,13.19,40.66
198,1513,中興電,M1500 電機機械,M15B1 電機,4.0,2023/03/29,-0.11,-2.37,-1.87
199,1514,亞力,M1500 電機機械,M15B1 電機,4.0,2023/03/29,-0.26,-3.41,1.87
200,1519,華城,M1500 電機機械,M15B1 電機,4.0,2023/03/29,0.72,-1.14,9.45
201,1529,樂事綠能,M1500 電機機械,M15B1 電機,ML無分,2023/03/29,-1.97,-9.3,11.66
202,1535,中宇,M1500 電機機械,M15B2 機電工程,ML無分,2023/03/29,-1.32,-0.61,3.19
203,2371,大同,M1500 電機機械,M15B1 電機,20.0,2023/03/29,-2.48,3.08,0.75
204,4506,崇友,M1500 電機機械,M15B1 電機,ML無分,2023/03/29,-0.27,-1.99,-0.67
205,4550,長佳,M1500 電機機械,M15B2 機電工程,ML無分,2023/03/29,-0.33,-3.34,9.75
206,4583,台灣精銳,M1500 電機機械,M15B1 電機,ML無分,2023/03/29,4.16,-0.7,4.93
207,8418,捷必勝-KY,M9900 其他,M15B1 電機,ML無分,2023/03/29,-0.41,-1.11,-1.51
208,4527,方土霖,M1500 電機機械,M15C2 空調冷凍,ML無分,2023/03/29,0.16,3.0,6.55
209,4532,瑞智,M1500 電機機械,M15C1 家電,ML無分,2023/03/29,0.0,2.48,6.9
210,4552,力達-KY,M1500 電機機械,M15C1 家電,ML無分,2023/03/29,0.49,2.0,2.17
211,1604,聲寶,M1600 電器電纜,M15C1 家電,ML無分,2023/03/29,0.18,0.18,1.48
212,1611,中電,M1600 電器電纜,M15C4 照明,ML無分,2023/03/29,0.32,-3.72,8.74
213,1614,三洋電,M1600 電器電纜,M15C1 家電,ML無分,2023/03/29,-0.27,-0.68,-0.95
214,1626,艾美特-KY,M1600 電器電纜,M15C1 家電,ML無分,2023/03/29,0.0,-0.27,3.92
215,4609,唐鋒,M1600 電器電纜,M15C1 家電,ML無分,2023/03/29,-0.73,-0.98,-2.05
216,4930,燦星網,M1600 電器電纜,M15C1 家電,ML無分,2023/03/29,-0.34,0.17,-5.06
217,5283,禾聯碩,M1600 電器電纜,M15C1 家電,ML無分,2023/03/29,0.46,0.46,-4.41
218,2491,吉祥全,M2326 光電業,M15C4 照明,ML無分,2023/03/29,0.43,-2.52,-5.69
219,3024,憶聲,M2326 光電業,M15C1 家電,ML無分,2023/03/29,-1.0,0.0,6.86
220,3516,亞帝歐,M2326 光電業,M15C4 照明,ML無分,2023/03/29,1.48,-0.87,5.86
221,3609,三一東林,M2328 電子零組件,M15C4 照明,ML無分,2023/03/29,-0.57,-0.9,-3.2
222,6728,上洋,M2900 貿易百貨,M15C1 家電,ML無分,2023/03/29,-0.64,0.0,4.38
223,1506,正道,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.97,0.24,-4.78
224,2066,世德,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,-0.7,0.47,-2.29
225,2230,泰茂,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,1.49,-5.32,-0.53
226,2235,謚源,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,1.42,-1.49,-2.32
227,2254,巨鎧,M1500 電機機械,M15D 汽車組件,ML無分,,,,
228,3226,至寶電,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.19,-1.31,-4.36
229,3685,元創精密,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.0,1.47,-2.13
230,4502,健信,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.14,0.0,0.0
231,4523,永彰,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.26,2.24,-11.7
232,4528,江興鍛,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,-0.3,1.07,-3.79
233,4535,至興,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.39,-0.26,0.52
234,4543,萬在,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,-1.43,-4.82,13.79
235,4566,時碩工業,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,-0.39,-3.55,-8.19
236,4571,鈞興-KY,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,-2.03,5.17,6.62
237,5288,豐祥-KY,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,-0.82,2.84,2.84
238,8107,大億金茂,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.29,-1.4,-4.36
239,8255,朋程,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,2.65,15.48,12.14
240,9951,皇田,M1500 電機機械,M15D 汽車組件,ML無分,2023/03/29,0.14,-2.24,-1.69
241,1319,東陽,M2200 汽車工業,M15D 汽車組件,5.0,2023/03/29,1.86,2.31,10.58
242,1338,廣華-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-0.33,-2.46,0.44
243,1339,昭輝,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.44,-0.11,6.64
244,1512,瑞利,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.0,-9.43,141.04
245,1521,大億,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-0.13,6.24,3.03
246,1522,堤維西,M2200 汽車工業,M15D 汽車組件,5.0,2023/03/29,1.02,0.0,4.04
247,1524,耿鼎,M2200 汽車工業,M15D 汽車組件,5.0,2023/03/29,0.78,-5.32,6.17
248,1525,江申,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.15,0.94,6.24
249,1533,車王電,M2200 汽車工業,M15D 汽車組件,25.0,2023/03/29,0.2,-1.55,0.2
250,1536,和大,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,1.54,0.14,0.84
251,1568,倉佑,M2200 汽車工業,M15D 汽車組件,5.0,2023/03/29,0.21,-4.23,1.06
252,1587,吉茂,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.0,-2.95,1.54
253,2115,六暉-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-0.61,1.89,4.52
254,2228,劍麟,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.6,-2.23,1.09
255,2231,為升,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.83,9.58,16.56
