,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,近一日漲跌％,近一週漲跌％,近一月漲跌％
833,1569,濱川,M2325 電腦及週邊,M23D4 機殼,ML無分組,-2.32,-1.17,4.34
834,1582,信錦,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,0.17,-0.17,-2.28
835,2302,麗正,M2324 半導體,M23D1 整流二極體,ML無分組,-2.56,-3.68,19.71
836,2308,台達電,M2328 電子零組件,M23D3 電源供應器,19.0,-0.5,1.88,4.19
837,2327,國巨,M2328 電子零組件,M23D5 被動元件,ML無分組,-0.38,5.15,-1.3
838,2328,廣宇,M2328 電子零組件,M23D2 連接器,18.0,-1.16,0.39,-0.39
839,2354,鴻準,M2331 其他電子業,M23D4 機殼,18.0,-0.93,0.38,-3.6
840,2375,凱美,M2328 電子零組件,M23D5 被動元件,ML無分組,-4.31,-2.4,9.73
841,2392,正崴,M2328 電子零組件,M23D2 連接器,ML無分組,-0.72,5.08,3.76
842,2413,環科,M2328 電子零組件,M23D3 電源供應器,ML無分組,-4.69,-10.9,18.17
843,2420,新巨,M2328 電子零組件,M23D3 電源供應器,ML無分組,0.23,-0.46,2.71
844,2421,建準,M2328 電子零組件,M23D9B 散熱零組件,ML無分組,-2.08,5.5,19.35
845,2428,興勤,M2328 電子零組件,M23D5 被動元件,ML無分組,2.43,2.79,3.87
846,2431,聯昌,M2328 電子零組件,M23D3 電源供應器,ML無分組,-2.27,5.39,5.39
847,2434,統懋,M2324 半導體,M23D1 整流二極體,ML無分組,-0.5,-1.65,7.4
848,2440,太空梭,M2328 電子零組件,M23D2 連接器,ML無分組,-2.15,1.33,-5.39
849,2457,飛宏,M2328 電子零組件,M23D3 電源供應器,26.0,-1.0,-3.11,30.25
850,2460,建通,M2328 電子零組件,M23D2 連接器,ML無分組,-1.85,-0.8,0.0
851,2462,良得電,M2328 電子零組件,M23D2 連接器,ML無分組,-2.72,-8.71,-6.03
852,2472,立隆電,M2328 電子零組件,M23D5 被動元件,ML無分組,-2.11,-5.25,2.2
853,2474,可成,M2331 其他電子業,M23D4 機殼,ML無分組,-0.53,0.53,2.44
854,2476,鉅祥,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-2.1,4.88,13.97
855,2478,大毅,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.72,-3.98,-5.47
856,2481,強茂,M2324 半導體,M23D1 整流二極體,ML無分組,0.86,-1.12,5.54
857,2483,百容,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-0.57,-0.19,0.58
858,2484,希華,M2328 電子零組件,M23D6 石英元件,ML無分組,-2.25,-2.25,-4.77
859,2486,一詮,M2326 光電業,M23D9C 光電導線架,ML無分組,-0.18,-1.43,17.91
860,2492,華新科,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.86,0.64,-5.67
861,3002,歐格,M2325 電腦及週邊,M23D3 電源供應器,ML無分組,-0.41,0.42,0.42
862,3003,健和興,M2328 電子零組件,M23D2 連接器,ML無分組,-1.82,-0.57,-2.09
863,3005,神基,M2325 電腦及週邊,M23D4 機殼,ML無分組,-0.71,0.54,13.01
864,3011,今皓,M2328 電子零組件,M23D2 連接器,ML無分組,-4.92,0.0,14.29
865,3013,晟銘電,M2325 電腦及週邊,M23D4 機殼,ML無分組,-0.22,-5.07,8.19
866,3015,全漢,M2328 電子零組件,M23D3 電源供應器,57.0,-0.76,-1.51,7.3
867,3017,奇鋐,M2325 電腦及週邊,M23D9B 散熱零組件,ML無分組,-4.38,12.25,17.84
868,3021,鴻名,M2328 電子零組件,M23D2 連接器,ML無分組,-2.31,-5.17,-3.21
869,3023,信邦,M2328 電子零組件,M23D2 連接器,ML無分組,-0.32,3.11,5.54
870,3026,禾伸堂,M2328 電子零組件,M23D5 被動元件,ML無分組,0.0,0.7,3.95
871,3032,偉訓,M2328 電子零組件,M23D4 機殼,ML無分組,1.83,3.31,16.24
872,3042,晶技,M2328 電子零組件,M23D6 石英元件,ML無分組,-0.79,-0.9,1.74
873,3043,科風,M2331 其他電子業,M23D3 電源供應器,ML無分組,-1.73,0.0,17.41
874,3058,立德,M2328 電子零組件,M23D3 電源供應器,26.0,-0.67,-7.74,0.68
875,3071,協禧,M2325 電腦及週邊,M23D9B 散熱零組件,ML無分組,-0.55,4.19,5.8
876,3078,僑威,M2328 電子零組件,M23D3 電源供應器,ML無分組,1.01,2.81,23.88
877,3089,億杰,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.09,-2.51,-9.93
878,3092,鴻碩,M2328 電子零組件,M23D2 連接器,ML無分組,-3.45,-6.17,-7.54
879,3095,及成,M2327 通信網路業,M23D4 機殼,ML無分組,0.85,-2.3,-9.73
880,3152,璟德,M2327 通信網路業,M23D5 被動元件,ML無分組,-0.63,12.92,0.21
881,3191,和進,M2328 電子零組件,M23D9D 其他零組件,ML無分組,-1.83,-2.31,-0.86
882,3202,樺晟,M2328 電子零組件,M23D2 連接器,ML無分組,-0.32,1.66,2.68
883,3207,耀勝,M2328 電子零組件,M23D3 電源供應器,ML無分組,-3.73,-8.61,1.12
884,3211,順達,M2325 電腦及週邊,M23D7 二次電池,ML無分組,-0.49,0.37,-0.24
885,3217,優群,M2328 電子零組件,M23D2 連接器,ML無分組,-3.11,5.83,15.96
886,3221,台嘉碩,M2327 通信網路業,M23D6 石英元件,ML無分組,0.34,1.37,2.24
887,3230,錦明,M2326 光電業,M23D4 機殼,ML無分組,0.41,0.41,-0.41
888,3236,千如,M2328 電子零組件,M23D5 被動元件,ML無分組,-2.33,-4.7,16.67
889,3290,東浦,M2328 電子零組件,M23D9D 其他零組件,ML無分組,-1.89,-1.72,2.15
890,3294,英濟,M2328 電子零組件,M23D4 機殼,51.0,-0.77,9.38,9.07
891,3296,勝德,M2328 電子零組件,M23D3 電源供應器,ML無分組,-3.03,-2.49,0.0
892,3308,聯德,M2328 電子零組件,M23D3 電源供應器,ML無分組,-1.48,-1.77,9.9
893,3310,佳穎,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,0.15,1.06,13.75
894,3311,閎暉,M2327 通信網路業,M23D9A 沖壓零組件,ML無分組,0.29,-0.58,-0.73
895,3322,建舜電,M2328 電子零組件,M23D2 連接器,ML無分組,-5.13,2.3,6.73
896,3323,加百裕,M2325 電腦及週邊,M23D7 二次電池,ML無分組,-1.89,0.15,-4.26
897,3324,雙鴻,M2331 其他電子業,M23D9B 散熱零組件,ML無分組,-2.11,17.09,29.81
898,3325,旭品,M2325 電腦及週邊,M23D4 機殼,ML無分組,-0.7,2.17,1.81
899,3332,幸康,M2328 電子零組件,M23D3 電源供應器,ML無分組,-0.57,-0.46,-8.17
900,3338,泰碩,M2328 電子零組件,M23D9B 散熱零組件,ML無分組,-3.42,20.19,27.29
901,3357,臺慶科,M2328 電子零組件,M23D5 被動元件,ML無分組,-0.87,0.44,0.0
902,3376,新日興,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-0.81,0.23,-3.48
903,3432,台端,M2328 電子零組件,M23D2 連接器,ML無分組,-2.93,3.69,-3.44
904,3483,力致,M2325 電腦及週邊,M23D9B 散熱零組件,ML無分組,-1.28,10.54,10.54
905,3484,崧騰,M2328 電子零組件,M23D2 連接器,ML無分組,-3.34,-3.57,-10.95
906,3492,長盛,M2328 電子零組件,M23D2 連接器,ML無分組,-6.75,-4.91,0.52
907,3501,維熹,M2328 電子零組件,M23D2 連接器,ML無分組,-0.19,1.33,4.91
908,3508,位速,M2331 其他電子業,M23D4 機殼,27.0,-1.91,-1.64,-8.51
909,3511,矽瑪,M2328 電子零組件,M23D2 連接器,ML無分組,-2.77,-1.34,4.24
910,3520,華盈,M2328 電子零組件,M23D2 連接器,ML無分組,0.7,1.88,-0.46
911,3526,凡甲,M2328 電子零組件,M23D2 連接器,ML無分組,-3.16,-2.13,3.76
912,3533,嘉澤,M2328 電子零組件,M23D2 連接器,ML無分組,0.22,0.0,6.62
913,3536,誠創,M2324 半導體,M23D1 整流二極體,ML無分組,0.76,-1.0,-4.81
914,3540,曜越,M2325 電腦及週邊,M23D4 機殼,ML無分組,-4.89,1.95,0.59
915,3543,州巧,M2326 光電業,M23D9A 沖壓零組件,ML無分組,-0.25,1.5,0.74
916,3548,兆利,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-1.62,2.62,-1.48
917,3550,聯穎,M2328 電子零組件,M23D2 連接器,ML無分組,0.0,0.33,1.69
918,3593,力銘,M2328 電子零組件,M23D4 機殼,ML無分組,0.4,-2.71,3.72
919,3597,映興,M2328 電子零組件,M23D2 連接器,ML無分組,-1.95,-0.79,4.56
920,3605,宏致,M2328 電子零組件,M23D2 連接器,ML無分組,-1.11,-6.85,-9.01
921,3607,谷崧,M2328 電子零組件,M23D4 機殼,ML無分組,2.21,12.1,13.01
922,3617,碩天,M2331 其他電子業,M23D3 電源供應器,ML無分組,1.27,3.91,-3.63
923,3624,光頡,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.14,3.13,19.76
924,3625,西勝,M2325 電腦及週邊,M23D7 二次電池,47.0,-1.41,3.33,3.72
925,3628,盈正,M2331 其他電子業,M23D3 電源供應器,ML無分組,-4.08,6.76,9.06
926,3646,艾恩特,M2328 電子零組件,M23D2 連接器,ML無分組,0.0,4.35,6.15
927,3653,健策,M2328 電子零組件,M23D9B 散熱零組件,ML無分組,-2.87,16.18,11.53
928,3665,貿聯-KY,M2331 其他電子業,M23D2 連接器,ML無分組,-1.82,-1.28,-2.89
929,3675,德微,M2324 半導體,M23D1 整流二極體,ML無分組,-2.79,-0.5,15.59
930,3679,新至陞,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-0.43,-2.33,-4.35
931,3689,湧德,M2328 電子零組件,M23D2 連接器,ML無分組,-1.73,0.41,5.89
932,3693,營邦,M2325 電腦及週邊,M23D4 機殼,ML無分組,-3.63,3.46,-5.53
933,3710,連展投控,M2328 電子零組件,M23D2 連接器,ML無分組,1.23,4.22,1.65
934,4545,銘鈺,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-1.1,-0.16,-1.1
935,4760,勤凱,M2331 其他電子業,M23D5 被動元件,ML無分組,-1.77,-0.65,16.13
936,4912,聯德控股-KY,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-0.91,3.81,-1.8
937,4931,新盛力,M2325 電腦及週邊,M23D7 二次電池,ML無分組,-2.48,-2.27,-5.13
938,4942,嘉彰,M2326 光電業,M23D9A 沖壓零組件,ML無分組,0.0,0.0,0.4
939,4943,康控-KY,M2328 電子零組件,M23D2 連接器,ML無分組,-4.2,-3.46,-6.69
940,4999,鑫禾,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,0.27,0.81,-3.61
941,5215,科嘉-KY,M2325 電腦及週邊,M23D9D 其他零組件,ML無分組,0.0,2.15,-0.6
942,5223,安力-KY,M2325 電腦及週邊,M23D9A 沖壓零組件,ML無分組,0.0,-1.22,-3.34
943,5227,立凱-KY,M2328 電子零組件,M23D7 二次電池,ML無分組,-1.21,-2.53,-9.66
944,5228,鈺鎧,M2328 電子零組件,M23D5 被動元件,ML無分組,0.0,-1.08,1.56
945,5243,乙盛-KY,M2326 光電業,M23D9A 沖壓零組件,18.0,0.47,1.44,1.6
946,5309,系統電,M2328 電子零組件,M23D3 電源供應器,ML無分組,-1.95,0.83,1.91
947,5328,華容,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.73,-0.44,0.89
948,5383,金利,M2331 其他電子業,M23D9B 散熱零組件,ML無分組,-2.21,12.5,14.74
949,5392,能率,M2326 光電業,M23D4 機殼,ML無分組,0.0,0.7,-2.71
950,5425,台半,M2324 半導體,M23D1 整流二極體,ML無分組,-5.45,-0.95,11.11
951,5426,振發,M2325 電腦及週邊,M23D4 機殼,ML無分組,-1.56,-5.26,-7.35
952,5457,宣德,M2328 電子零組件,M23D2 連接器,ML無分組,-1.77,0.36,0.36
953,5460,同協,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,0.0,-0.88,-1.32
954,5465,富驊,M2325 電腦及週邊,M23D4 機殼,ML無分組,1.52,-0.93,21.41
955,5488,松普,M2328 電子零組件,M23D2 連接器,ML無分組,-1.4,-6.19,6.21
956,6109,亞元,M2327 通信網路業,M23D3 電源供應器,ML無分組,-3.66,1.1,5.13
957,6115,鎰勝,M2328 電子零組件,M23D2 連接器,ML無分組,0.0,0.33,2.16
958,6117,迎廣,M2325 電腦及週邊,M23D4 機殼,ML無分組,0.67,0.67,4.18
959,6121,新普,M2325 電腦及週邊,M23D7 二次電池,ML無分組,-1.16,2.23,0.84
960,6124,業強,M2328 電子零組件,M23D9B 散熱零組件,ML無分組,-3.55,0.93,6.67
961,6126,信音,M2328 電子零組件,M23D2 連接器,ML無分組,0.0,-0.22,3.26
962,6127,九豪,M2328 電子零組件,M23D5 被動元件,ML無分組,-0.81,0.0,4.26
963,6133,金橋,M2328 電子零組件,M23D2 連接器,ML無分組,-3.18,-2.15,-0.44
964,6134,萬旭,M2328 電子零組件,M23D2 連接器,ML無分組,-6.76,9.11,7.31
965,6155,鈞寶,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.65,-2.71,0.75
966,6158,禾昌,M2328 電子零組件,M23D2 連接器,ML無分組,0.19,3.6,-1.33
967,6173,信昌電,M2328 電子零組件,M23D5 被動元件,ML無分組,-2.42,-2.66,-10.5
968,6174,安碁,M2328 電子零組件,M23D6 石英元件,ML無分組,-1.66,-0.84,1.19
969,6175,立敦,M2328 電子零組件,M23D5 被動元件,ML無分組,-2.21,-0.4,3.73
970,6185,幃翔,M2328 電子零組件,M23D2 連接器,ML無分組,1.65,6.57,12.82
971,6190,萬泰科,M2327 通信網路業,M23D2 連接器,ML無分組,-1.99,-1.08,3.4
972,6197,佳必琪,M2328 電子零組件,M23D2 連接器,ML無分組,-6.56,-3.54,0.9
973,6203,海韻電,M2328 電子零組件,M23D3 電源供應器,39.0,0.0,4.35,5.63
974,6204,艾華,M2328 電子零組件,M23D5 被動元件,ML無分組,9.91,10.31,7.73
975,6205,詮欣,M2328 電子零組件,M23D2 連接器,ML無分組,-3.21,-2.86,-10.55
976,6207,雷科,M2328 電子零組件,M23D9D 其他零組件,ML無分組,-0.36,1.27,3.92
977,6220,岳豐,M2328 電子零組件,M23D2 連接器,ML無分組,0.69,3.2,5.25
978,6224,聚鼎,M2328 電子零組件,M23D5 被動元件,ML無分組,-0.15,2.76,2.13
979,6230,尼得科超眾,M2325 電腦及週邊,M23D9B 散熱零組件,ML無分組,-5.0,9.62,20.76
980,6235,華孚,M2325 電腦及週邊,M23D4 機殼,ML無分組,1.99,0.0,33.15
981,6271,同欣電,M2324 半導體,M23G2 IC封測,ML無分組,-0.25,1.0,-7.76
982,6275,元山,M2328 電子零組件,M23D9B 散熱零組件,ML無分組,-2.96,0.61,14.49
983,6276,安鈦克,M2325 電腦及週邊,M23D3 電源供應器,ML無分組,-4.55,9.66,23.53
984,6282,康舒,M2328 電子零組件,M23D3 電源供應器,ML無分組,-1.92,-5.67,0.66
985,6284,佳邦,M2328 電子零組件,M23D5 被動元件,ML無分組,-1.93,-1.76,-2.1
986,6290,良維,M2328 電子零組件,M23D2 連接器,ML無分組,0.0,-3.94,-7.96
987,6292,迅德,M2328 電子零組件,M23D3 電源供應器,ML無分組,-0.9,1.5,5.88
988,6409,旭隼,M2331 其他電子業,M23D3 電源供應器,ML無分組,-1.69,7.03,9.03
989,6412,群電,M2328 電子零組件,M23D3 電源供應器,ML無分組,0.0,0.48,5.2
990,6418,詠昇,M2328 電子零組件,M23D2 連接器,ML無分組,-1.74,1.81,1.5
991,6432,今展科,M2328 電子零組件,M23D5 被動元件,ML無分組,2.08,7.28,4.1
992,6441,廣錠,M2325 電腦及週邊,M23D7 二次電池,ML無分組,-3.43,-1.01,-2.8
993,6449,鈺邦,M2328 電子零組件,M23D5 被動元件,ML無分組,0.18,1.44,24.45
994,6512,啟發電,M2331 其他電子業,M23D9D 其他零組件,ML無分組,0.95,0.95,-1.62
995,6558,興能高,M2331 其他電子業,M23D7 二次電池,ML無分組,-4.03,-2.78,2.95
996,6573,虹揚-KY,M2324 半導體,M23D1 整流二極體,ML無分組,1.59,0.31,17.28
997,6591,動力-KY,M2325 電腦及週邊,M23D9B 散熱零組件,ML無分組,-2.75,2.06,5.77
998,6642,富致,M2328 電子零組件,M23D5 被動元件,ML無分組,1.34,1.53,0.76
999,6715,嘉基,M2328 電子零組件,M23D2 連接器,ML無分組,1.85,4.75,12.59
1000,6781,AES-KY,M2328 電子零組件,M23D7 二次電池,ML無分組,-6.31,-8.77,-11.54
1001,6792,詠業,M2327 通信網路業,M23D5 被動元件,ML無分組,-1.84,-1.48,-0.74
1002,6821,聯寶,M2328 電子零組件,M23D5 被動元件,ML無分組,,,
1003,6834,天二科技,M2328 電子零組件,M23D5 被動元件,ML無分組,-0.88,1.62,2.36
1004,8038,長園科,M2328 電子零組件,M23D7 二次電池,ML無分組,-2.56,1.95,-2.33
1005,8042,金山電,M2328 電子零組件,M23D5 被動元件,ML無分組,-0.14,0.0,1.37
1006,8071,能率網通,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-0.67,-1.33,-4.82
1007,8093,保銳,M2328 電子零組件,M23D3 電源供應器,ML無分組,0.4,4.13,-3.82
1008,8097,常珵,M2327 通信網路業,M23D2 連接器,ML無分組,-2.34,-2.24,-15.76
1009,8103,瀚荃,M2328 電子零組件,M23D2 連接器,ML無分組,-2.06,-3.26,0.85
1010,8109,博大,M2328 電子零組件,M23D3 電源供應器,ML無分組,-0.98,-1.63,0.56
1011,8121,越峰,M2328 電子零組件,M23D5 被動元件,ML無分組,5.73,5.54,9.37
1012,8147,正淩,M2328 電子零組件,M23D2 連接器,ML無分組,-2.64,2.62,5.06
1013,8171,天宇,M2327 通信網路業,M23D7 二次電池,ML無分組,0.47,1.74,3.37
1014,8182,加高,M2328 電子零組件,M23D6 石英元件,ML無分組,-1.53,-0.46,-8.92
1015,8210,勤誠,M2325 電腦及週邊,M23D4 機殼,ML無分組,-2.78,4.29,-9.57
1016,8289,泰藝,M2328 電子零組件,M23D6 石英元件,ML無分組,-1.88,1.85,3.33
1017,8410,森田,M2325 電腦及週邊,M23D4 機殼,ML無分組,-0.51,-3.59,0.34
1018,5284,jpp-KY,M9900 其他,M23D9A 沖壓零組件,ML無分組,-5.58,4.42,9.38
1019,2332,友訊,M2327 通信網路業,M23E2 網路卡,ML無分組,-1.33,11.71,8.14
1020,2345,智邦,M2327 通信網路業,M23E2 網路卡,ML無分組,0.16,0.33,7.95
1021,2419,仲琦,M2327 通信網路業,M23E1 數據機,ML無分組,-2.67,-0.91,0.18
1022,2444,兆勁,M2327 通信網路業,M23E1 數據機,ML無分組,-2.09,-2.96,-2.96
1023,3025,星通,M2327 通信網路業,M23E2 網路卡,ML無分組,-0.18,21.29,32.08
1024,3047,訊舟,M2327 通信網路業,M23E1 數據機,ML無分組,-2.29,4.27,10.32
1025,3062,建漢,M2327 通信網路業,M23E2 網路卡,ML無分組,-1.49,0.22,-3.95
1026,3380,明泰,M2327 通信網路業,M23E2 網路卡,ML無分組,-0.57,1.91,6.92
1027,3447,展達,M2327 通信網路業,M23E1 數據機,ML無分組,9.95,22.24,14.13
1028,3558,神準,M2327 通信網路業,M23E1 數據機,ML無分組,-1.3,4.58,15.32
1029,3596,智易,M2327 通信網路業,M23E1 數據機,52.0,-1.9,-0.48,-2.82
1030,3664,安瑞-KY,M2327 通信網路業,M23E1 數據機,ML無分組,-5.28,13.61,18.87
1031,3704,合勤控,M2327 通信網路業,M23E1 數據機,ML無分組,-2.14,0.0,-6.64
1032,4906,正文,M2327 通信網路業,M23E2 網路卡,ML無分組,0.17,3.42,9.21
1033,5353,台林,M2327 通信網路業,M23E1 數據機,ML無分組,-1.12,15.16,30.71
1034,5388,中磊,M2327 通信網路業,M23E2 網路卡,52.0,-0.98,0.11,7.83
1035,6142,友勁,M2327 通信網路業,M23E2 網路卡,ML無分組,-4.55,4.56,2.86
1036,6216,居易,M2327 通信網路業,M23E1 數據機,ML無分組,-0.36,0.73,4.52
1037,6241,易通展,M2327 通信網路業,M23E1 數據機,ML無分組,-1.05,-2.74,-8.39
1038,6263,普萊德,M2327 通信網路業,M23E2 網路卡,ML無分組,-1.8,2.83,20.31
1039,6416,瑞祺電通,M2327 通信網路業,M23E1 數據機,ML無分組,0.0,13.86,22.99
1040,6470,宇智,M2327 通信網路業,M23E1 數據機,ML無分組,-3.08,-3.08,-0.47
1041,6674,鋐寶科技,M2327 通信網路業,M23E1 數據機,ML無分組,0.91,4.9,1.83
1042,8048,德勝,M2327 通信網路業,M23E2 網路卡,ML無分組,0.26,0.53,4.66
1043,8059,凱碩,M2327 通信網路業,M23E1 數據機,ML無分組,-2.44,-1.64,13.74
1044,8089,康全電訊,M2327 通信網路業,M23E1 數據機,ML無分組,0.44,0.89,0.0
1045,8176,智捷,M2327 通信網路業,M23E1 數據機,ML無分組,-3.53,4.68,17.14
1046,1560,中砂,M1500 電機機械,M23G3C 晶圓材料,ML無分組,-2.12,0.43,1.32
1047,2303,聯電,M2324 半導體,M23G1A 晶圓代工,ML無分組,-1.51,-1.14,4.5
1048,2329,華泰,M2324 半導體,M23G2 IC封測,ML無分組,-1.91,3.8,4.33
1049,2330,台積電,M2324 半導體,M23G1A 晶圓代工,19.0,-1.13,1.55,2.74
1050,2337,旺宏,M2324 半導體,M23G1B 記憶體製造,21.0,-2.31,-1.02,-1.6
1051,2338,光罩,M2324 半導體,M23G6 其他半導體,ML無分組,-2.5,-1.99,13.2
1052,2342,茂矽,M2324 半導體,M23G1A 晶圓代工,ML無分組,4.8,14.95,13.29
1053,2344,華邦電,M2324 半導體,M23G1B 記憶體製造,21.0,-1.79,0.2,6.94
1054,2351,順德,M2324 半導體,M23G4 IC導線架,ML無分組,-4.51,2.83,2.42
1055,2363,矽統,M2324 半導體,M23G5 IC設計,ML無分組,-1.59,-1.59,0.81
1056,2369,菱生,M2324 半導體,M23G2 IC封測,ML無分組,-1.31,0.67,-0.66
1057,2379,瑞昱,M2324 半導體,M23G5 IC設計,23.0,-3.31,-2.31,0.0
1058,2388,威盛,M2324 半導體,M23G5 IC設計,27.0,-6.24,-5.61,-7.38
1059,2401,凌陽,M2324 半導體,M23G5 IC設計,ML無分組,-1.41,-2.97,-6.13
1060,2408,南亞科,M2324 半導體,M23G1B 記憶體製造,21.0,-1.11,6.66,7.02
1061,2436,偉詮電,M2324 半導體,M23G5 IC設計,ML無分組,-2.33,-1.95,-0.59
1062,2441,超豐,M2324 半導體,M23G2 IC封測,ML無分組,-1.31,-3.65,-0.75
1063,2449,京元電子,M2324 半導體,M23G2 IC封測,ML無分組,-0.82,-2.12,15.89
1064,2451,創見,M2324 半導體,M23G3B 記憶體模組,ML無分組,-0.27,0.97,3.27
1065,2454,聯發科,M2324 半導體,M23G5 IC設計,19.0,-1.79,-0.65,5.95
1066,2455,全新,M2327 通信網路業,M23G3A 化合物SEMI,64.0,2.42,3.22,10.18
1067,2458,義隆,M2324 半導體,M23G5 IC設計,ML無分組,-1.45,-0.49,-5.99
1068,3006,晶豪科,M2324 半導體,M23G5 IC設計,ML無分組,-2.01,-2.5,-1.01
1069,3014,聯陽,M2324 半導體,M23G5 IC設計,ML無分組,-1.48,-0.91,-2.47
1070,3016,嘉晶,M2324 半導體,M23G3C 晶圓材料,ML無分組,-0.97,0.42,-5.69
1071,3034,聯詠,M2324 半導體,M23G5 IC設計,23.0,-1.16,-0.82,4.42
1072,3035,智原,M2324 半導體,M23G5 IC設計,56.0,-6.46,1.82,5.39
1073,3041,揚智,M2324 半導體,M23G5 IC設計,ML無分組,-2.09,-0.71,-3.87
1074,3081,聯亞,M2327 通信網路業,M23G3A 化合物SEMI,ML無分組,0.37,15.32,3.04
1075,3094,聯傑,M2324 半導體,M23G5 IC設計,ML無分組,-3.1,-6.94,-1.79
1076,3105,穩懋,M2324 半導體,M23G3A 化合物SEMI,64.0,2.76,8.14,9.41
1077,3122,笙泉,M2324 半導體,M23G5 IC設計,ML無分組,-2.14,-3.69,-2.84
1078,3141,晶宏,M2324 半導體,M23G5 IC設計,36.0,-2.76,-5.8,-2.31
1079,3169,亞信,M2324 半導體,M23G5 IC設計,36.0,-2.71,4.58,9.13
1080,3227,原相,M2324 半導體,M23G5 IC設計,ML無分組,-1.85,-1.4,-4.5
1081,3228,金麗科,M2324 半導體,M23G5 IC設計,ML無分組,-2.79,2.96,-2.05
1082,3257,虹冠電,M2324 半導體,M23G5 IC設計,ML無分組,-0.79,3.81,5.88
1083,3259,鑫創,M2324 半導體,M23G5 IC設計,ML無分組,-0.51,1.81,-4.14
1084,3260,威剛,M2324 半導體,M23G3B 記憶體模組,ML無分組,-2.77,4.39,11.16
1085,3264,欣銓,M2324 半導體,M23G2 IC封測,ML無分組,-1.06,-3.28,0.0
1086,3265,台星科,M2324 半導體,M23G2 IC封測,ML無分組,-2.54,-2.21,13.41
1087,3268,海德威,M2324 半導體,M23G5 IC設計,ML無分組,-1.91,-2.53,0.22
1088,3288,點晶,M2328 電子零組件,M23G5 IC設計,ML無分組,1.11,0.0,2.71
1089,3317,尼克森,M2324 半導體,M23G5 IC設計,ML無分組,-1.73,-0.18,-0.87
1090,3372,典範,M2324 半導體,M23G2 IC封測,ML無分組,-2.39,1.66,2.08
1091,3374,精材,M2324 半導體,M23G2 IC封測,ML無分組,1.85,1.85,6.8
1092,3438,類比科,M2324 半導體,M23G5 IC設計,ML無分組,1.36,7.72,14.73
1093,3443,創意,M2324 半導體,M23G5 IC設計,ML無分組,-6.36,-1.78,-4.74
1094,3527,聚積,M2324 半導體,M23G5 IC設計,ML無分組,-0.83,3.45,3.45
1095,3529,力旺,M2324 半導體,M23G5 IC設計,ML無分組,-2.23,1.03,5.35
1096,3530,晶相光,M2324 半導體,M23G5 IC設計,ML無分組,-0.83,-1.87,-2.44
1097,3532,台勝科,M2324 半導體,M23G3C 晶圓材料,53.0,-2.67,-0.91,8.61
1098,3545,敦泰,M2324 半導體,M23G5 IC設計,39.0,0.38,-2.6,9.6
1099,3556,禾瑞亞,M2324 半導體,M23G5 IC設計,56.0,-0.31,0.16,1.43
1100,3567,逸昌,M2324 半導體,M23G2 IC封測,ML無分組,-0.7,1.96,2.88
1101,3588,通嘉,M2324 半導體,M23G5 IC設計,ML無分組,-2.74,-2.74,-4.59
1102,3592,瑞鼎,M2324 半導體,M23G5 IC設計,ML無分組,0.0,0.24,1.7
1103,3661,世芯-KY,M2324 半導體,M23G5 IC設計,62.0,-3.57,-5.81,28.71
1104,3707,漢磊,M2324 半導體,M23G1A 晶圓代工,ML無分組,1.89,2.23,-1.5
1105,3711,日月光投控,M2324 半導體,M23G2 IC封測,19.0,0.46,2.34,3.3
1106,4919,新唐,M2324 半導體,M23G5 IC設計,ML無分組,-3.63,-0.68,-1.02
1107,4923,力士,M2324 半導體,M23G5 IC設計,ML無分組,-0.79,-0.16,1.29
1108,4945,陞達科技,M2324 半導體,M23G5 IC設計,ML無分組,-1.79,-0.3,-3.14
1109,4951,精拓科,M2324 半導體,M23G5 IC設計,ML無分組,1.06,4.2,-2.56
1110,4952,凌通,M2324 半導體,M23G5 IC設計,ML無分組,-1.4,-2.77,2.0
1111,4961,天鈺,M2324 半導體,M23G5 IC設計,39.0,-2.05,-4.84,0.3
1112,4966,譜瑞-KY,M2324 半導體,M23G5 IC設計,23.0,-3.74,-0.96,7.07
1113,4967,十銓,M2324 半導體,M23G3B 記憶體模組,ML無分組,-3.48,-6.18,23.17
1114,4968,立積,M2324 半導體,M23G5 IC設計,64.0,-3.94,-4.69,-7.92
1115,4971,IET-KY,M2324 半導體,M23G3A 化合物SEMI,ML無分組,0.44,25.23,20.57
