,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,近一日漲跌％,近一週漲跌％,近一月漲跌％
272,1517,利奇,M1500 電機機械,M15E 自行車組件,6.0,-1.25,-2.23,-4.13
273,1526,日馳,M1500 電機機械,M15E 自行車組件,6.0,-1.43,-3.85,-2.71
274,3162,精確,M1500 電機機械,M15E 自行車組件,ML無分組,-1.02,-4.73,8.35
275,5306,桂盟,M9900 其他,M15E 自行車組件,ML無分組,0.35,0.7,-4.97
276,2070,精湛,M1500 電機機械,M15H 儀器設備,ML無分組,-0.41,3.09,-0.41
277,4549,桓達,M1500 電機機械,M15H 儀器設備,ML無分組,-0.87,-1.3,2.47
278,4744,皇將,M1722 生技醫療,M15H 儀器設備,ML無分組,0.32,4.46,1.77
279,1515,力山,M1500 電機機械,M15Z 其他電製品,ML無分組,-0.85,-1.36,-5.84
280,1580,新麥,M1500 電機機械,M15Z 其他電製品,ML無分組,-0.98,0.0,4.99
281,3379,彬台,M1500 電機機械,M15Z 其他電製品,ML無分組,0.0,2.87,4.58
282,3426,台興,M1500 電機機械,M15Z 其他電製品,ML無分組,0.51,0.51,4.47
283,4503,金雨,M1500 電機機械,M15Z 其他電製品,ML無分組,-1.9,1.09,-0.22
284,4568,科際精密,M1500 電機機械,M15Z 其他電製品,ML無分組,0.47,2.23,2.72
285,4580,捷流閥業,M1500 電機機械,M15Z 其他電製品,ML無分組,-0.76,-1.29,9.71
286,4584,君帆,M1500 電機機械,M15Z 其他電製品,ML無分組,-0.39,-0.39,-6.57
287,6843,進典,M1500 電機機械,M15Z 其他電製品,ML無分組,2.1,-5.13,18.63
288,1593,祺驊,M1722 生技醫療,M15Z 其他電製品,ML無分組,-0.53,-3.6,-14.79
289,1598,岱宇,M1722 生技醫療,M15Z 其他電製品,ML無分組,-2.67,-1.51,-4.21
290,1736,喬山,M1722 生技醫療,M15Z 其他電製品,ML無分組,-1.18,0.3,-4.28
291,4556,旭然,M9900 其他,M15Z 其他電製品,ML無分組,-0.64,-0.96,2.65
292,6641,基士德-KY,M9900 其他,M15Z 其他電製品,ML無分組,-0.69,0.53,4.17
293,1711,永光,M1721 化學工業,M17B 染料及顏料,10.0,1.08,1.35,-0.27
294,1713,國化,M1721 化學工業,M17B 染料及顏料,ML無分組,-0.36,-1.76,6.29
295,1726,永記,M1721 化學工業,M17B 染料及顏料,ML無分組,0.14,1.11,1.11
296,4702,中美實,M1721 化學工業,M17B 染料及顏料,ML無分組,-2.12,7.78,8.2
297,4706,大恭,M1721 化學工業,M17B 染料及顏料,ML無分組,-0.58,-1.44,-0.58
298,4741,泓瀚,M1721 化學工業,M17B 染料及顏料,ML無分組,-0.73,0.74,3.99
299,1796,金穎生技,M1200 食品工業,M17C2 機能性食品,ML無分組,-1.57,-5.09,-2.66
300,6846,綠茵,M1200 食品工業,M17C2 機能性食品,ML無分組,,,
301,4119,旭富,M1722 生技醫療,M17C1 西藥,ML無分組,0.43,3.1,7.87
302,1701,中化,M1722 生技醫療,M17C1 西藥,8.0,-1.14,-0.95,-5.45
303,1707,葡萄王,M1722 生技醫療,M17C2 機能性食品,ML無分組,-0.28,-1.4,-3.31
304,1712,興農,M1721 化學工業,M17C3 農藥肥料,61.0,1.23,-1.47,-6.82
305,1720,生達,M1722 生技醫療,M17C1 西藥,ML無分組,-1.27,-0.18,-5.72
306,1722,台肥,M1721 化學工業,M17C3 農藥肥料,ML無分組,-0.18,0.18,-1.74
307,1731,美吾華,M1722 生技醫療,M17C1 西藥,ML無分組,-0.25,0.26,0.0
308,1734,杏輝,M1722 生技醫療,M17C1 西藥,ML無分組,0.0,0.82,-1.76
309,1752,南光,M1722 生技醫療,M17C1 西藥,ML無分組,-2.27,-1.75,-3.45
310,1760,寶齡富錦,M1722 生技醫療,M17C1 西藥,45.0,-2.64,0.91,3.11
311,1762,中化生,M1722 生技醫療,M17C1 西藥,ML無分組,-2.56,5.41,12.09
312,1777,生泰,M1722 生技醫療,M17C1 西藥,ML無分組,-1.44,0.12,-6.16
313,1789,神隆,M1722 生技醫療,M17C1 西藥,8.0,0.0,1.75,0.0
314,1795,美時,M1722 生技醫療,M17C1 西藥,ML無分組,-2.38,1.03,-12.46
315,1799,易威,M1722 生技醫療,M17C1 西藥,ML無分組,3.23,16.67,36.59
316,3164,景岳,M1722 生技醫療,M17C2 機能性食品,ML無分組,-0.41,1.67,0.0
317,3176,基亞,M1722 生技醫療,M17C1 西藥,ML無分組,0.0,1.71,0.61
318,3205,佰研,M1722 生技醫療,M17C2 機能性食品,ML無分組,-3.38,-5.66,-8.47
319,4120,友華,M1722 生技醫療,M17C1 西藥,ML無分組,-0.55,2.54,0.28
320,3705,永信,M1722 生技醫療,M17C1 西藥,ML無分組,-0.35,0.47,0.12
321,4102,永日,M1722 生技醫療,M17C1 西藥,ML無分組,-2.38,1.23,0.35
322,4105,東洋,M1722 生技醫療,M17C1 西藥,ML無分組,-0.63,2.06,1.28
323,4108,懷特,M1722 生技醫療,M17C1 西藥,ML無分組,-0.53,0.54,-3.6
324,4109,加捷生醫,M1722 生技醫療,M17C2 機能性食品,ML無分組,-0.34,-1.01,-0.67
325,4111,濟生,M1722 生技醫療,M17C1 西藥,ML無分組,-0.54,1.46,3.54
326,4114,健喬,M1722 生技醫療,M17C1 西藥,42.0,-1.33,1.25,-7.02
327,4123,晟德,M1722 生技醫療,M17C1 西藥,ML無分組,-0.98,1.22,-3.7
328,4127,天良,M1722 生技醫療,M17C2 機能性食品,ML無分組,3.57,11.93,9.62
329,4128,中天,M1722 生技醫療,M17C1 西藥,44.0,-1.66,2.83,0.77
330,4130,健亞,M1722 生技醫療,M17C1 西藥,ML無分組,-2.38,-2.02,-7.3
331,4142,國光生,M1722 生技醫療,M17C1 西藥,ML無分組,0.13,1.15,-2.34
332,4147,中裕,M1722 生技醫療,M17C1 西藥,46.0,-4.14,19.0,16.46
333,4148,全宇生技-KY,M1722 生技醫療,M17C3 農藥肥料,ML無分組,-1.68,-3.73,-4.02
334,4157,太景*-KY,M1722 生技醫療,M17C1 西藥,ML無分組,-1.94,-4.4,-1.94
335,4162,智擎,M1722 生技醫療,M17C1 西藥,ML無分組,-4.89,1.9,-6.55
336,4167,松瑞藥,M1722 生技醫療,M17C1 西藥,8.0,-2.36,-0.8,-9.27
337,4168,醣聯,M1722 生技醫療,M17C1 西藥,ML無分組,-1.76,-0.97,-8.48
338,4173,久裕,M1722 生技醫療,M17C1 西藥,ML無分組,-1.81,0.0,0.53
339,4174,浩鼎,M1722 生技醫療,M17C1 西藥,46.0,-1.7,6.3,-0.98
340,4192,杏國,M1722 生技醫療,M17C1 西藥,ML無分組,-0.5,-1.97,-18.11
341,4726,永昕,M1722 生技醫療,M17C1 西藥,ML無分組,-1.53,0.26,-1.91
342,4743,合一,M1722 生技醫療,M17C1 西藥,44.0,-2.79,2.75,-0.19
343,4746,台耀,M1722 生技醫療,M17C1 西藥,ML無分組,0.0,3.59,0.42
344,4747,強生,M1722 生技醫療,M17C1 西藥,ML無分組,-4.1,-4.1,-7.04
345,4911,德英,M1722 生技醫療,M17C1 西藥,ML無分組,-2.89,-0.49,-6.64
346,6130,星寶國際,M1722 生技醫療,M17C1 西藥,ML無分組,-2.76,-1.12,-1.81
347,6242,立康,M1722 生技醫療,M17C2 機能性食品,ML無分組,-0.16,1.97,8.39
348,6446,藥華藥,M1722 生技醫療,M17C1 西藥,ML無分組,-0.57,-0.57,-12.8
349,6461,益得,M1722 生技醫療,M17C1 西藥,42.0,-1.66,2.95,-4.04
350,6472,保瑞,M1722 生技醫療,M17C1 西藥,ML無分組,-0.99,29.76,39.56
351,6492,生華科,M1722 生技醫療,M17C1 西藥,ML無分組,-2.83,-4.01,-4.84
352,6496,科懋,M1722 生技醫療,M17C1 西藥,ML無分組,-1.65,-1.33,-12.24
353,6535,順藥,M1722 生技醫療,M17C1 西藥,ML無分組,-0.72,1.96,-2.91
354,6541,泰福-KY,M1722 生技醫療,M17C1 西藥,ML無分組,-4.92,5.97,79.38
355,6547,高端疫苗,M1722 生技醫療,M17C1 西藥,ML無分組,-2.57,-1.9,-7.94
356,6550,北極星藥業-KY,M1722 生技醫療,M17C1 西藥,ML無分組,0.1,6.18,-1.21
357,6576,逸達,M1722 生技醫療,M17C1 西藥,ML無分組,-1.22,-4.33,16.27
358,6589,台康生技,M1722 生技醫療,M17C1 西藥,ML無分組,-2.98,2.24,-4.2
359,6657,華安,M1722 生技醫療,M17C1 西藥,ML無分組,,,
360,8279,生展,M1722 生技醫療,M17C2 機能性食品,ML無分組,-2.41,-1.52,-2.41
361,8432,東生華,M1722 生技醫療,M17C1 西藥,ML無分組,-1.07,-0.96,0.43
362,8436,大江,M1722 生技醫療,M17C2 機能性食品,ML無分組,-3.67,-1.75,-7.29
363,3555,重鵬,M2324 半導體,M17C2 機能性食品,ML無分組,-1.75,1.45,4.28
364,6508,惠光,M3300 農業科技,M17C3 農藥肥料,61.0,-1.38,-1.25,0.25
365,5398,慕康生醫,M9900 其他,M17C1 西藥,ML無分組,-0.6,1.84,-0.6
366,6236,康呈,M9900 其他,M17C2 機能性食品,ML無分組,0.0,-4.35,-2.22
367,1709,和益,M1721 化學工業,M17E1 清潔劑原料,ML無分組,0.4,0.2,3.7
368,1714,和桐,M1721 化學工業,M17E1 清潔劑原料,9.0,-0.22,0.0,-0.34
369,1730,花仙子,M1721 化學工業,M17E2 清潔用品,ML無分組,0.18,-0.18,1.44
370,1732,毛寶,M1721 化學工業,M17E2 清潔用品,ML無分組,-1.95,-2.82,-5.48
371,4707,磐亞,M1721 化學工業,M17E1 清潔劑原料,ML無分組,-0.39,0.78,4.05
372,6506,雙邦,M1400 紡織纖維,M17F 樹脂,ML無分組,-0.25,0.0,-4.84
373,1717,長興,M1721 化學工業,M17F 樹脂,ML無分組,0.31,1.72,0.46
374,1721,三晃,M1721 化學工業,M17F 樹脂,10.0,-1.05,-1.05,-5.98
375,1735,日勝化,M1721 化學工業,M17F 樹脂,ML無分組,1.65,1.99,3.01
376,1776,展宇,M1721 化學工業,M17F 樹脂,ML無分組,-0.6,-0.3,-1.47
377,3708,上緯投控,M1721 化學工業,M17F 樹脂,41.0,-1.93,-0.98,-7.31
378,4711,永純,M1721 化學工業,M17F 樹脂,ML無分組,0.0,0.0,0.0
379,4714,永捷,M1721 化學工業,M17F 樹脂,ML無分組,-0.44,4.19,-0.44
380,4716,大立,M1721 化學工業,M17F 樹脂,ML無分組,0.0,-0.8,-0.4
381,4720,德淵,M1721 化學工業,M17F 樹脂,ML無分組,-1.4,-1.4,-5.05
382,4722,國精化,M1721 化學工業,M17F 樹脂,ML無分組,0.56,2.45,1.42
383,4766,南寶,M1721 化學工業,M17F 樹脂,ML無分組,2.8,5.76,6.52
384,4767,誠泰科技,M1721 化學工業,M17F 樹脂,ML無分組,1.88,1.31,1.88
385,4770,上品,M1721 化學工業,M17F 樹脂,ML無分組,-0.84,0.17,-16.48
386,6585,鼎基,M9900 其他,M17F 樹脂,ML無分組,-1.88,-4.42,-7.39
387,1565,精華,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.15,-2.45,-0.77
388,1733,五鼎,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.54,-0.77,-1.91
389,1781,合世,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.31,0.0,-3.21
390,1783,和康生,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.85,-0.37,-10.21
391,1786,科妍,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.81,-4.4,0.0
392,1788,杏昌,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.0,0.7,-1.03
393,1813,寶利徠,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.44,1.33,1.33
394,3118,進階,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.16,0.5,6.32
395,3218,大學光,M1722 生技醫療,M17G 醫療耗材,ML無分組,1.81,3.24,13.12
396,4104,佳醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.48,-0.87,2.82
397,4106,雃博,M1722 生技醫療,M17G 醫療耗材,43.0,-1.52,1.74,-6.56
398,4107,邦特,M1722 生技醫療,M17G 醫療耗材,ML無分組,-3.86,-2.61,-3.03
399,4116,明基醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.9,2.65,-2.52
400,4126,太醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.47,-0.82,8.71
401,4129,聯合,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.12,0.19,9.13
402,4131,晶宇,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.6,0.0,15.74
403,4133,亞諾法,M1722 生技醫療,M17G 醫療耗材,45.0,-1.34,0.55,-2.0
404,4138,曜亞,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.21,-1.34,0.96
405,4155,訊映,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.99,-2.64,11.65
406,4160,創源,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.35,4.04,1.07
407,4161,聿新科,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.85,3.17,8.72
408,4163,鐿鈦,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.39,-3.16,-9.59
409,4164,承業醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.46,-9.29,5.83
410,4183,福永生技,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.26,0.8,-0.26
411,4188,安克,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.63,1.58,-3.88
412,4198,欣大健康,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.2,-2.12,-0.97
413,4728,雙美,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.77,0.72,11.95
414,4735,豪展,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.39,0.39,-3.48
415,4736,泰博,M1722 生技醫療,M17G 醫療耗材,45.0,-1.59,-2.62,-2.37
416,4737,華廣,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.13,-0.77,-2.04
417,4745,合富-KY,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.32,2.75,3.35
418,5312,寶島科,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.31,0.94,4.21
419,6491,晶碩,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.58,-5.82,-9.71
420,6499,益安,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.83,0.17,-0.67
421,6527,明達醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.24,-0.27,11.08
422,6598,ABC-KY,M1722 生技醫療,M17G 醫療耗材,45.0,-1.71,1.23,2.31
423,6612,奈米醫材,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.32,-3.07,-11.23
424,6615,慧智,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.26,-0.39,-0.65
425,6649,台生材,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.69,2.62,1.89
426,6661,威健生技,M1722 生技醫療,M17G 醫療耗材,ML無分組,-0.61,5.9,2.32
427,6733,博晟生醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-3.51,11.11,18.07
428,6747,亨泰光,M1722 生技醫療,M17G 醫療耗材,ML無分組,-5.65,-6.56,15.79
429,6762,達亞,M1722 生技醫療,M17G 醫療耗材,ML無分組,-1.18,0.0,-4.56
430,6767,台微醫,M1722 生技醫療,M17G 醫療耗材,ML無分組,-3.27,4.53,8.68
431,6782,視陽,M1722 生技醫療,M17G 醫療耗材,ML無分組,-4.75,1.31,-27.87
432,6796,晉弘,M1722 生技醫療,M17G 醫療耗材,ML無分組,0.0,3.02,1.99
433,6797,圓點奈米,M1722 生技醫療,M17G 醫療耗材,ML無分組,,,
434,6841,長佳智能,M1722 生技醫療,M17G 醫療耗材,ML無分組,-3.63,4.37,6.22
435,6861,睿生光電,M1722 生技醫療,M17G 醫療耗材,ML無分組,-2.34,,
436,8409,商之器,M1722 生技醫療,M23X9 應用軟體,ML無分組,2.13,6.67,8.27
437,3373,熱映,M2331 其他電子業,M17G 醫療耗材,ML無分組,-1.42,1.04,-6.17
438,4171,瑞基,M3300 農業科技,M17G 醫療耗材,45.0,-0.81,5.72,0.66
439,1784,訊聯,M1722 生技醫療,M17H 生物科技,ML無分組,0.33,1.98,7.05
440,4139,馬光-KY,M1722 生技醫療,M17H 生物科技,ML無分組,0.81,-3.1,-3.85
441,6662,樂斯科,M1722 生技醫療,M17H 生物科技,ML無分組,0.96,1.12,4.82
442,6712,長聖,M1722 生技醫療,M17H 生物科技,ML無分組,-1.65,4.79,-2.8
443,4121,優盛,M1722 生技醫療,M17X 藥局,43.0,-1.25,-0.63,-1.86
444,4175,杏一,M1722 生技醫療,M17X 藥局,ML無分組,-2.66,5.53,11.42
445,6469,大樹,M1722 生技醫療,M17X 藥局,ML無分組,-3.75,0.7,7.31
446,8403,盛弘,M1722 生技醫療,M17X 藥局,ML無分組,-0.75,-1.49,-5.42
447,1708,東鹼,M1721 化學工業,M17Z 其他化學,61.0,2.51,1.78,1.06
448,1723,中碳,M1721 化學工業,M17Z 其他化學,ML無分組,0.88,1.33,0.88
449,1725,元禎,M1721 化學工業,M17Z 其他化學,ML無分組,-0.47,1.67,-0.23
450,1727,中華化,M1721 化學工業,M17Z 其他化學,10.0,-1.92,-1.92,-4.32
451,1742,台蠟,M1721 化學工業,M17Z 其他化學,ML無分組,-0.99,-3.86,2.4
452,1773,勝一,M1721 化學工業,M17Z 其他化學,11.0,-0.82,2.53,0.0
453,3430,奇鈦科,M1721 化學工業,M17Z 其他化學,ML無分組,0.0,0.93,2.94
454,4137,麗豐-KY,M1722 生技醫療,M17Z 其他化學,ML無分組,1.16,4.57,1.64
455,4190,佐登-KY,M1722 生技醫療,M17Z 其他化學,ML無分組,-1.3,9.24,10.57
456,4721,美琪瑪,M1721 化學工業,M17Z 其他化學,47.0,-1.38,2.88,-2.28
457,4739,康普,M1721 化學工業,M17Z 其他化學,47.0,-1.7,-2.19,-3.15
458,4754,國碳科,M1721 化學工業,M17Z 其他化學,ML無分組,-1.4,-0.13,7.96
459,4755,三福化,M1721 化學工業,M17Z 其他化學,11.0,-1.54,1.99,-2.29
460,4763,材料-KY,M1721 化學工業,M17Z 其他化學,ML無分組,-0.62,4.06,-5.46
461,4764,雙鍵,M1721 化學工業,M17Z 其他化學,ML無分組,-0.74,2.49,-5.47
462,4768,晶呈科技,M1721 化學工業,M17Z 其他化學,ML無分組,-3.04,-3.31,-5.39
463,6431,光麗-KY,M1722 生技醫療,M17Z 其他化學,ML無分組,-1.83,7.25,6.19
464,6509,聚和,M1721 化學工業,M17Z 其他化學,47.0,-1.73,0.0,-2.05
465,6523,達爾膚,M1722 生技醫療,M17Z 其他化學,ML無分組,-3.21,0.0,-5.8
466,6574,霈方,M1722 生技醫療,M17Z 其他化學,ML無分組,-0.6,-1.39,0.3
467,6666,羅麗芬-KY,M1722 生技醫療,M17Z 其他化學,ML無分組,-1.59,-0.86,-13.87
468,6703,軒郁,M1722 生技醫療,M17Z 其他化學,ML無分組,-5.38,-6.82,2.5
469,4749,新應材,M2326 光電業,M17Z 其他化學,ML無分組,,,
470,5450,南良,M9900 其他,M17Z 其他化學,ML無分組,9.96,5.18,31.61
471,1903,士紙,M1900 造紙工業,M19A 造紙,13.0,-1.48,0.58,-11.48
472,1904,正隆,M1900 造紙工業,M19A 造紙,13.0,0.35,1.8,-1.91
473,1906,寶隆,M1900 造紙工業,M19A 造紙,ML無分組,-0.89,-0.6,-7.76
474,1907,永豐餘,M1900 造紙工業,M19A 造紙,13.0,-0.74,2.3,-1.66
475,1909,榮成,M1900 造紙工業,M19A 造紙,13.0,-0.29,0.89,-10.29
476,6790,永豐實,M1900 造紙工業,M19A 造紙,ML無分組,-0.27,-0.27,-0.27
477,1905,華紙,M1900 造紙工業,M19B 紙漿,13.0,-0.92,-0.31,-7.16
478,4558,寶緯,M1500 電機機械,M20A5 鋁鋅,ML無分組,-3.06,13.4,28.42
479,8996,高力,M1500 電機機械,M20A9 金屬加工,ML無分組,-0.9,-8.11,-7.53
480,2061,風青,M1600 電器電纜,M20A4 銅,ML無分組,0.21,-0.21,-8.16
481,2002,中鋼,M2000 鋼鐵工業,M20A3 鋼板,ML無分組,-0.16,-1.12,-1.75
482,2006,東和鋼鐵,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,0.0,-1.63,1.17
483,2007,燁興,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.88,-0.88,-9.24
484,2008,高興昌,M2000 鋼鐵工業,M20A7 鋼管,ML無分組,-0.51,0.0,5.65
485,2009,第一銅,M2000 鋼鐵工業,M20A4 銅,ML無分組,-2.2,-1.48,-7.1
486,2010,春源,M2000 鋼鐵工業,M20A3 鋼板,ML無分組,0.0,0.0,-5.6
487,2012,春雨,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.61,-0.61,-0.81
488,2013,中鋼構,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,0.5,3.4,1.67
489,2014,中鴻,M2000 鋼鐵工業,M20A3 鋼板,ML無分組,-1.32,-2.61,-9.52
490,2015,豐興,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,0.14,-0.14,2.11
491,2017,官田鋼,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.81,-3.92,-3.66
492,2020,美亞,M2000 鋼鐵工業,M20A7 鋼管,ML無分組,-0.21,-0.21,-1.47
493,2022,聚亨,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.12,0.48,-6.01
494,2023,燁輝,M2000 鋼鐵工業,M20A3 鋼板,ML無分組,-0.64,-0.64,-9.83
495,2024,志聯,M2000 鋼鐵工業,M20A1 線材,ML無分組,-1.03,-2.79,-0.26
496,2025,千興,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,0.88,0.88,-0.69
497,2027,大成鋼,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,-0.33,0.11,4.25
498,2028,威致,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,-1.07,-1.07,-3.66
499,2029,盛餘,M2000 鋼鐵工業,M20A3 鋼板,ML無分組,0.0,2.57,0.78
500,2030,彰源,M2000 鋼鐵工業,M20A7 鋼管,ML無分組,-0.43,-0.64,-0.21
501,2031,新光鋼,M2000 鋼鐵工業,M20A3 鋼板,ML無分組,-1.05,-1.05,5.15
502,2032,新鋼,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,-2.01,-1.76,-6.02
503,2033,佳大,M2000 鋼鐵工業,M20A1 線材,ML無分組,-1.87,2.61,-2.78
504,2034,允強,M2000 鋼鐵工業,M20A7 鋼管,ML無分組,-0.68,-0.68,-6.43
505,2035,唐榮,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,-0.32,-3.29,-3.74
506,2038,海光,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,-1.59,-2.03,-4.82
507,2063,世鎧,M2000 鋼鐵工業,M20A1 線材,ML無分組,-1.22,-1.54,-6.09
508,2064,晉椿,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.26,1.88,-2.57
509,2065,世豐,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.8,1.31,6.54
510,2069,運錩,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,0.0,0.0,-6.07
511,2211,長榮鋼,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,-0.71,-0.36,5.89
512,5007,三星,M2000 鋼鐵工業,M20A1 線材,ML無分組,-5.75,-3.79,-1.17
513,5009,榮剛,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,-1.15,-2.09,14.32
514,5011,久陽,M2000 鋼鐵工業,M20A1 線材,ML無分組,-3.81,4.91,9.23
515,5013,強新,M2000 鋼鐵工業,M20A1 線材,ML無分組,2.82,3.11,2.67
516,5014,建錩,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,-1.43,-2.54,-2.27
517,5015,華祺,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.87,-0.87,-1.72
518,5016,松和,M2000 鋼鐵工業,M20A1 線材,ML無分組,0.0,1.01,-0.66
519,5538,東明-KY,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.24,1.33,-1.18
520,6248,沛波,M2000 鋼鐵工業,M20A2 鋼筋,ML無分組,-0.19,0.0,12.08
521,8349,恒耀,M2000 鋼鐵工業,M20A1 線材,ML無分組,-2.42,-2.13,-3.16
522,8415,大國鋼,M2000 鋼鐵工業,M20A1 線材,ML無分組,-0.81,-1.61,-3.68
523,911622,泰聚亨-DR,M2000 鋼鐵工業,M20A1 線材,ML無分組,0.39,0.0,0.0
524,9958,世紀鋼,M2000 鋼鐵工業,M20A2 鋼筋,41.0,-0.82,-2.03,-7.21
525,9962,有益,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分組,-0.93,-2.95,2.89
526,1584,精剛,M9900 其他,M20A6 不鏽鋼,ML無分組,-6.91,-0.64,6.53
527,2221,大甲,M9900 其他,M20A7 鋼管,ML無分組,0.23,0.0,6.91
528,2358,廷鑫,M9900 其他,M20A5 鋁鋅,ML無分組,-1.35,-1.01,-3.93
529,8342,益張,M9900 其他,M20A9 金屬加工,ML無分組,0.18,0.71,-1.22
530,9927,泰銘,M9900 其他,M20A5 鋁鋅,ML無分組,0.47,0.47,7.56
531,4564,元翎,M1500 電機機械,M20B 金屬製品,ML無分組,-1.23,-3.02,-7.85
532,4154,樂威科-KY,M1722 生技醫療,M20B 金屬製品,ML無分組,-0.69,2.12,3.74
533,2073,雄順,M2000 鋼鐵工業,M20B 金屬製品,ML無分組,,,
534,8930,青鋼,M2000 鋼鐵工業,M20B 金屬製品,ML無分組,-0.55,0.28,2.26
535,2059,川湖,M2328 電子零組件,M20B 金屬製品,ML無分組,0.13,1.87,-8.62
536,5543,桓鼎-KY,M2500 建材營造,M20B 金屬製品,ML無分組,1.16,2.74,-2.05
537,8411,福貞-KY,M9900 其他,M20B 金屬製品,ML無分組,0.34,0.0,-4.5
538,8488,吉源-KY,M9900 其他,M20B 金屬製品,ML無分組,0.65,1.3,-1.58
539,8936,國統,M9900 其他,M20B 金屬製品,ML無分組,-2.29,-5.13,-9.76
540,9905,大華,M9900 其他,M20B 金屬製品,ML無分組,-0.2,0.2,2.44
541,9907,統一實,M9900 其他,M20B 金屬製品,ML無分組,-0.52,0.53,8.55
542,2101,南港,M2100 橡膠工業,M21A 輪胎,ML無分組,-0.38,2.51,6.15
543,2102,泰豐,M2100 橡膠工業,M21A 輪胎,ML無分組,0.23,4.82,0.23
544,2105,正新,M2100 橡膠工業,M21A 輪胎,14.0,-0.69,4.96,4.96
545,2106,建大,M2100 橡膠工業,M21A 輪胎,14.0,-0.79,1.79,0.64
546,2109,華豐,M2100 橡膠工業,M21A 輪胎,ML無分組,-0.34,1.03,-1.35
547,2107,厚生,M2100 橡膠工業,M21B2 其他橡膠,ML無分組,-0.9,0.23,-0.9
548,2114,鑫永銓,M2100 橡膠工業,M21B1 工業橡膠,ML無分組,-0.1,-0.6,-0.4
549,2103,台橡,M2100 橡膠工業,M21C 橡膠原料,ML無分組,0.36,2.0,-3.27
550,2104,國際中橡,M2100 橡膠工業,M21C 橡膠原料,ML無分組,-0.74,0.75,-3.37
551,2108,南帝,M2100 橡膠工業,M21C 橡膠原料,15.0,-1.53,0.0,-3.23
552,6582,申豐,M2100 橡膠工業,M21C 橡膠原料,15.0,-1.49,-2.3,-6.89
553,8423,保綠-KY,M9900 其他,M21C 橡膠原料,ML無分組,0.51,3.94,10.61
554,1599,宏佳騰,M1500 電機機械,M22A 汽車製造,ML無分組,-1.16,-1.54,-2.91
555,2201,裕隆,M2200 汽車工業,M22A 汽車製造,16.0,-1.32,-3.62,-8.36
