st_code,st_name,交易所產業分類,TEJ產業分類
6512,啟發電,M2331 其他電子業,M23D9D 其他零組件
6558,興能高,M2331 其他電子業,M23D7 二次電池
6573,虹揚-KY,M2324 半導體,M23D1 整流二極體
6591,動力-KY,M2325 電腦及週邊,M23D9B 散熱零組件
6642,富致,M2328 電子零組件,M23D5 被動元件
6715,嘉基,M2328 電子零組件,M23D2 連接器
6781,AES-KY,M2328 電子零組件,M23D7 二次電池
6792,詠業,M2327 通信網路業,M23D5 被動元件
6821,聯寶,M2328 電子零組件,M23D5 被動元件
6834,天二科技,M2328 電子零組件,M23D5 被動元件
8038,長園科,M2328 電子零組件,M23D7 二次電池
8042,金山電,M2328 電子零組件,M23D5 被動元件
8071,能率網通,M2328 電子零組件,M23D9A 沖壓零組件
8093,保銳,M2328 電子零組件,M23D3 電源供應器
8097,常珵,M2327 通信網路業,M23D2 連接器
8103,瀚荃,M2328 電子零組件,M23D2 連接器
8109,博大,M2328 電子零組件,M23D3 電源供應器
8121,越峰,M2328 電子零組件,M23D5 被動元件
8147,正淩,M2328 電子零組件,M23D2 連接器
8171,天宇,M2327 通信網路業,M23D7 二次電池
8182,加高,M2328 電子零組件,M23D6 石英元件
8210,勤誠,M2325 電腦及週邊,M23D4 機殼
8289,泰藝,M2328 電子零組件,M23D6 石英元件
8410,森田,M2325 電腦及週邊,M23D4 機殼
5284,jpp-KY,M9900 其他,M23D9A 沖壓零組件
2332,友訊,M2327 通信網路業,M23E2 網路卡
2345,智邦,M2327 通信網路業,M23E2 網路卡
2419,仲琦,M2327 通信網路業,M23E1 數據機
2444,兆勁,M2327 通信網路業,M23E1 數據機
3025,星通,M2327 通信網路業,M23E2 網路卡
3047,訊舟,M2327 通信網路業,M23E1 數據機
3062,建漢,M2327 通信網路業,M23E2 網路卡
3380,明泰,M2327 通信網路業,M23E2 網路卡
3447,展達,M2327 通信網路業,M23E1 數據機
3558,神準,M2327 通信網路業,M23E1 數據機
3596,智易,M2327 通信網路業,M23E1 數據機
3664,安瑞-KY,M2327 通信網路業,M23E1 數據機
3704,合勤控,M2327 通信網路業,M23E1 數據機
4906,正文,M2327 通信網路業,M23E2 網路卡
5353,台林,M2327 通信網路業,M23E1 數據機
5388,中磊,M2327 通信網路業,M23E2 網路卡
6142,友勁,M2327 通信網路業,M23E2 網路卡
6216,居易,M2327 通信網路業,M23E1 數據機
6241,易通展,M2327 通信網路業,M23E1 數據機
6263,普萊德,M2327 通信網路業,M23E2 網路卡
6416,瑞祺電通,M2327 通信網路業,M23E1 數據機
6470,宇智,M2327 通信網路業,M23E1 數據機
6674,鋐寶科技,M2327 通信網路業,M23E1 數據機
8048,德勝,M2327 通信網路業,M23E2 網路卡
8059,凱碩,M2327 通信網路業,M23E1 數據機
8089,康全電訊,M2327 通信網路業,M23E1 數據機
8176,智捷,M2327 通信網路業,M23E1 數據機
1560,中砂,M1500 電機機械,M23G3C 晶圓材料
2303,聯電,M2324 半導體,M23G1A 晶圓代工
2329,華泰,M2324 半導體,M23G2 IC封測
2330,台積電,M2324 半導體,M23G1A 晶圓代工
2337,旺宏,M2324 半導體,M23G1B 記憶體製造
2338,光罩,M2324 半導體,M23G6 其他半導體
2342,茂矽,M2324 半導體,M23G1A 晶圓代工
2344,華邦電,M2324 半導體,M23G1B 記憶體製造
2351,順德,M2324 半導體,M23G4 IC導線架
2363,矽統,M2324 半導體,M23G5 IC設計
2369,菱生,M2324 半導體,M23G2 IC封測
2379,瑞昱,M2324 半導體,M23G5 IC設計
2388,威盛,M2324 半導體,M23G5 IC設計
2401,凌陽,M2324 半導體,M23G5 IC設計
2408,南亞科,M2324 半導體,M23G1B 記憶體製造
2436,偉詮電,M2324 半導體,M23G5 IC設計
2441,超豐,M2324 半導體,M23G2 IC封測
2449,京元電子,M2324 半導體,M23G2 IC封測
2451,創見,M2324 半導體,M23G3B 記憶體模組
2454,聯發科,M2324 半導體,M23G5 IC設計
2455,全新,M2327 通信網路業,M23G3A 化合物SEMI
2458,義隆,M2324 半導體,M23G5 IC設計
3006,晶豪科,M2324 半導體,M23G5 IC設計
3014,聯陽,M2324 半導體,M23G5 IC設計
3016,嘉晶,M2324 半導體,M23G3C 晶圓材料
3034,聯詠,M2324 半導體,M23G5 IC設計
3035,智原,M2324 半導體,M23G5 IC設計
3041,揚智,M2324 半導體,M23G5 IC設計
3081,聯亞,M2327 通信網路業,M23G3A 化合物SEMI
3094,聯傑,M2324 半導體,M23G5 IC設計
3105,穩懋,M2324 半導體,M23G3A 化合物SEMI
3122,笙泉,M2324 半導體,M23G5 IC設計
3141,晶宏,M2324 半導體,M23G5 IC設計
3169,亞信,M2324 半導體,M23G5 IC設計
3227,原相,M2324 半導體,M23G5 IC設計
3228,金麗科,M2324 半導體,M23G5 IC設計
3257,虹冠電,M2324 半導體,M23G5 IC設計
3259,鑫創,M2324 半導體,M23G5 IC設計
3260,威剛,M2324 半導體,M23G3B 記憶體模組
3264,欣銓,M2324 半導體,M23G2 IC封測
3265,台星科,M2324 半導體,M23G2 IC封測
3268,海德威,M2324 半導體,M23G5 IC設計
3288,點晶,M2328 電子零組件,M23G5 IC設計
3317,尼克森,M2324 半導體,M23G5 IC設計
3372,典範,M2324 半導體,M23G2 IC封測
3374,精材,M2324 半導體,M23G2 IC封測
3438,類比科,M2324 半導體,M23G5 IC設計
3443,創意,M2324 半導體,M23G5 IC設計
3527,聚積,M2324 半導體,M23G5 IC設計
3529,力旺,M2324 半導體,M23G5 IC設計
3530,晶相光,M2324 半導體,M23G5 IC設計
3532,台勝科,M2324 半導體,M23G3C 晶圓材料
3545,敦泰,M2324 半導體,M23G5 IC設計
3556,禾瑞亞,M2324 半導體,M23G5 IC設計
3567,逸昌,M2324 半導體,M23G2 IC封測
3588,通嘉,M2324 半導體,M23G5 IC設計
3592,瑞鼎,M2324 半導體,M23G5 IC設計
3661,世芯-KY,M2324 半導體,M23G5 IC設計
3707,漢磊,M2324 半導體,M23G1A 晶圓代工
3711,日月光投控,M2324 半導體,M23G2 IC封測
4919,新唐,M2324 半導體,M23G5 IC設計
4923,力士,M2324 半導體,M23G5 IC設計
4945,陞達科技,M2324 半導體,M23G5 IC設計
4951,精拓科,M2324 半導體,M23G5 IC設計
4952,凌通,M2324 半導體,M23G5 IC設計
4961,天鈺,M2324 半導體,M23G5 IC設計
4966,譜瑞-KY,M2324 半導體,M23G5 IC設計
4967,十銓,M2324 半導體,M23G3B 記憶體模組
4968,立積,M2324 半導體,M23G5 IC設計
4971,IET-KY,M2324 半導體,M23G3A 化合物SEMI
4973,廣穎,M2324 半導體,M23G3B 記憶體模組
4991,環宇-KY,M2324 半導體,M23G3A 化合物SEMI
5236,凌陽創新,M2324 半導體,M23G5 IC設計
5269,祥碩,M2324 半導體,M23G5 IC設計
5272,笙科,M2324 半導體,M23G5 IC設計
5274,信驊,M2324 半導體,M23G5 IC設計
5285,界霖,M2324 半導體,M23G4 IC導線架
5289,宜鼎,M2325 電腦及週邊,M23G3B 記憶體模組
5299,杰力,M2324 半導體,M23G5 IC設計
5302,太欣,M2324 半導體,M23G5 IC設計
5314,世紀,M2324 半導體,M23G5 IC設計
5344,立衛,M2324 半導體,M23G2 IC封測
5347,世界,M2324 半導體,M23G1A 晶圓代工
5351,鈺創,M2324 半導體,M23G5 IC設計
5468,凱鈺,M2324 半導體,M23G5 IC設計
5471,松翰,M2324 半導體,M23G5 IC設計
5483,中美晶,M2324 半導體,M23G3C 晶圓材料
5487,通泰,M2324 半導體,M23G5 IC設計
6104,創惟,M2324 半導體,M23G5 IC設計
6129,普誠,M2324 半導體,M23G5 IC設計
6138,茂達,M2324 半導體,M23G5 IC設計
6147,頎邦,M2324 半導體,M23G2 IC封測
6182,合晶,M2324 半導體,M23G3C 晶圓材料
6198,瑞築,M2324 半導體,M23G5 IC設計
6202,盛群,M2324 半導體,M23G5 IC設計
6229,研通,M2324 半導體,M23G5 IC設計
6233,旺玖,M2324 半導體,M23G5 IC設計
6237,驊訊,M2324 半導體,M23G5 IC設計
6239,力成,M2324 半導體,M23G2 IC封測
6243,迅杰,M2324 半導體,M23G5 IC設計
6257,矽格,M2324 半導體,M23G2 IC封測
6261,久元,M2324 半導體,M23G2 IC封測
6287,元隆,M2324 半導體,M23G1A 晶圓代工
6291,沛亨,M2324 半導體,M23G5 IC設計
6411,晶焱,M2324 半導體,M23G5 IC設計
6415,矽力*-KY,M2324 半導體,M23G5 IC設計
6435,大中,M2324 半導體,M23G5 IC設計
6451,訊芯-KY,M2324 半導體,M23G2 IC封測
6457,紘康,M2324 半導體,M23G5 IC設計
6462,神盾,M2324 半導體,M23G5 IC設計
6485,點序,M2324 半導體,M23G5 IC設計
6488,環球晶,M2324 半導體,M23G3C 晶圓材料
6494,九齊,M2324 半導體,M23G5 IC設計
6525,捷敏-KY,M2324 半導體,M23G2 IC封測
6526,達發,M2324 半導體,M23G5 IC設計
6531,愛普*,M2324 半導體,M23G5 IC設計
6533,晶心科,M2324 半導體,M23G5 IC設計
6548,長科*,M2324 半導體,M23G4 IC導線架
6568,宏觀,M2324 半導體,M23G5 IC設計
6594,展匯科,M2324 半導體,M23G5 IC設計
6643,M31,M2324 半導體,M23G5 IC設計
6651,全宇昕,M2324 半導體,M23G5 IC設計
6679,鈺太,M2324 半導體,M23G5 IC設計
6684,安格,M2324 半導體,M23G5 IC設計
6693,廣閎科,M2324 半導體,M23G5 IC設計
6695,芯鼎,M2324 半導體,M23G5 IC設計
6708,天擎,M2324 半導體,M23G5 IC設計
6716,應廣,M2324 半導體,M23G5 IC設計
6719,力智,M2324 半導體,M23G5 IC設計
6732,昇佳電子,M2324 半導體,M23G5 IC設計
6756,威鋒電子,M2324 半導體,M23G5 IC設計
6770,力積電,M2324 半導體,M23G1A 晶圓代工
6789,采鈺,M2324 半導體,M23G6 IC光罩
6799,來頡,M2324 半導體,M23G5 IC設計
8016,矽創,M2324 半導體,M23G5 IC設計
8024,佑華,M2324 半導體,M23G5 IC設計
8028,昇陽半導體,M2324 半導體,M23G3C 晶圓材料
8040,九暘,M2324 半導體,M23G5 IC設計
8054,安國,M2324 半導體,M23G5 IC設計
8081,致新,M2324 半導體,M23G5 IC設計
8084,巨虹,M2329 電子通路業,M23G5 IC設計
8086,宏捷科,M2324 半導體,M23G3A 化合物SEMI
8088,品安,M2324 半導體,M23G3B 記憶體模組
8110,華東,M2324 半導體,M23G2 IC封測
8131,福懋科,M2324 半導體,M23G2 IC封測
8150,南茂,M2324 半導體,M23G2 IC封測
8227,巨有科技,M2324 半導體,M23G5 IC設計
8261,富鼎,M2324 半導體,M23G5 IC設計
8271,宇瞻,M2324 半導體,M23G3B 記憶體模組
8277,商丞,M2324 半導體,M23G3B 記憶體模組
8299,群聯,M2324 半導體,M23G5 IC設計
3167,大量,M1500 電機機械,M23H2 電機設備
3178,公準,M1500 電機機械,M23H2 電機設備
6425,易發,M1500 電機機械,M23H2 電機設備
6829,千附精密,M1500 電機機械,M23H2 電機設備
8027,鈦昇,M1500 電機機械,M23H2 電機設備
1595,川寶,M2328 電子零組件,M23H2 電機設備
2360,致茂,M2331 其他電子業,M23H2 電機設備
2404,漢唐,M2331 其他電子業,M23H1 廠辦機電
2423,固緯,M2331 其他電子業,M23H2 電機設備
2464,盟立,M2331 其他電子業,M23H1 廠辦機電
2467,志聖,M2328 電子零組件,M23H2 電機設備
2493,揚博,M2328 電子零組件,M23H2 電機設備
3030,德律,M2331 其他電子業,M23H2 電機設備
3055,蔚華科,M2329 電子通路業,M23H3 設備通路
3093,港建*,M2331 其他電子業,M23H3 設備通路
3131,弘塑,M2331 其他電子業,M23H2 電機設備
3219,倚強科,M2331 其他電子業,M23H2 電機設備
3402,漢科,M2331 其他電子業,M23H1 廠辦機電
3413,京鼎,M2324 半導體,M23H2 電機設備
3455,由田,M2326 光電業,M23H2 電機設備
3490,單井,M2326 光電業,M23H2 電機設備
3498,陽程,M2331 其他電子業,M23H2 電機設備
3518,柏騰,M2331 其他電子業,M23H2 電機設備
3535,晶彩科,M2326 光電業,M23H2 電機設備
3551,世禾,M2331 其他電子業,M23H2 電機設備
3563,牧德,M2326 光電業,M23H2 電機設備
3580,友威科,M2331 其他電子業,M23H2 電機設備
3581,博磊,M2324 半導體,M23H2 電機設備
3583,辛耘,M2324 半導體,M23H2 電機設備
3680,家登,M2324 半導體,M23H2 電機設備
4542,科嶠,M2328 電子零組件,M23H2 電機設備
5443,均豪,M2326 光電業,M23H2 電機設備
5493,三聯,M2331 其他電子業,M23H2 電機設備
5536,聖暉*,M2331 其他電子業,M23H1 廠辦機電
6125,廣運,M2326 光電業,M23H2 電機設備
6139,亞翔,M2331 其他電子業,M23H1 廠辦機電
6187,萬潤,M2331 其他電子業,M23H2 電機設備
6196,帆宣,M2331 其他電子業,M23H1 廠辦機電
6208,日揚,M2328 電子零組件,M23H2 電機設備
6215,和椿,M2331 其他電子業,M23H2 電機設備
6234,高僑,M2326 光電業,M23H2 電機設備
6438,迅得,M2331 其他電子業,M23H2 電機設備
6532,瑞耘,M2324 半導體,M23H2 電機設備
6613,朋億*,M2331 其他電子業,M23H1 廠辦機電
6640,均華,M2324 半導體,M23H2 電機設備
6654,天正國際,M2331 其他電子業,M23H2 電機設備
6664,群翊,M2328 電子零組件,M23H2 電機設備
6667,信紘科,M2331 其他電子業,M23H1 廠辦機電
6691,洋基工程,M2331 其他電子業,M23H1 廠辦機電
6706,惠特,M2326 光電業,M23H2 電機設備
6727,亞泰金屬,M2328 電子零組件,M23H2 電機設備
6735,美達科技,M2331 其他電子業,M23H2 電機設備
6788,華景電,M2324 半導體,M23H2 電機設備
6823,濾能,M2324 半導體,M23H2 電機設備
6877,鏵友益,M2331 其他電子業,M23H2 電機設備
7556,意德士,M2324 半導體,M23H2 電機設備
8064,東捷,M2326 光電業,M23H2 電機設備
8091,翔名,M2328 電子零組件,M23H2 電機設備
8092,建暐,M2331 其他電子業,M23H2 電機設備
8383,千附,M2331 其他電子業,M23H1 廠辦機電
4530,宏易,M1500 電機機械,M23KX 其他網通
2314,台揚,M2327 通信網路業,M23K2 衛星微波
2321,東訊,M2327 通信網路業,M23KX 其他網通
2412,中華電,M2327 通信網路業,M23K3 電信及IDC
2424,隴華,M2325 電腦及週邊,M23KX 其他網通
2485,兆赫,M2327 通信網路業,M23K2 衛星微波
2498,宏達電,M2327 通信網路業,M23KX 其他網通
3027,盛達,M2327 通信網路業,M23KX 其他網通
3045,台灣大,M2327 通信網路業,M23K3 電信及IDC
3130,一零四,M2330 資訊服務業,M23K4 電商及XaaS
3138,耀登,M2327 通信網路業,M23K2 衛星微波
3163,波若威,M2327 通信網路業,M23K6 光元件模組
3234,光環,M2327 通信網路業,M23K6 光元件模組
3306,鼎天,M2327 通信網路業,M23K5 導航定位
3363,上詮,M2327 通信網路業,M23K6 光元件模組
3419,譁裕,M2327 通信網路業,M23K2 衛星微波
3450,聯鈞,M2324 半導體,M23K6 光元件模組
3466,致振,M2327 通信網路業,M23K2 衛星微波
3491,昇達科,M2327 通信網路業,M23K2 衛星微波
3499,環天科,M2327 通信網路業,M23K5 導航定位
3632,研勤,M2327 通信網路業,M23K5 導航定位
3672,康聯訊,M2327 通信網路業,M23K6 光元件模組
3682,亞太電,M2327 通信網路業,M23K3 電信及IDC
3684,榮昌,M2327 通信網路業,M23K2 衛星微波
3694,海華,M2327 通信網路業,M23K2 衛星微波
4903,聯光通,M2327 通信網路業,M23K6 光元件模組
4904,遠傳,M2327 通信網路業,M23K3 電信及IDC
4905,台聯電,M2327 通信網路業,M23KX 其他網通
4908,前鼎,M2327 通信網路業,M23K6 光元件模組
4977,眾達-KY,M2327 通信網路業,M23K6 光元件模組
4979,華星光,M2327 通信網路業,M23K6 光元件模組
5222,全訊,M2324 半導體,M23K2 衛星微波
5348,系通,M2327 通信網路業,M23K5 導航定位
6152,百一,M2327 通信網路業,M23K2 衛星微波
6163,華電網,M2327 通信網路業,M23K1 網通工程
6183,關貿,M2330 資訊服務業,M23K4 電商及XaaS
6285,啟碁,M2327 通信網路業,M23K2 衛星微波
6404,通訊-KY,M2330 資訊服務業,M23K4 電商及XaaS
6417,韋僑,M2327 通信網路業,M23K2 衛星微波
6426,統新,M2327 通信網路業,M23K6 光元件模組
6442,光聖,M2327 通信網路業,M23K6 光元件模組
6465,威潤,M2327 通信網路業,M23K5 導航定位
6486,互動,M2327 通信網路業,M23K1 網通工程
6514,芮特-KY,M2327 通信網路業,M23K2 衛星微波
6516,勤崴國際,M2330 資訊服務業,M23K5 導航定位
6530,創威,M2327 通信網路業,M23K6 光元件模組
6546,正基,M2327 通信網路業,M23K2 衛星微波
6561,是方,M2327 通信網路業,M23K3 電信及IDC
6588,東典光電,M2327 通信網路業,M23K6 光元件模組
6689,伊雲谷,M2331 其他電子業,M23K4 電商及XaaS
6811,宏碁資訊,M2330 資訊服務業,M23K4 電商及XaaS
8011,台通,M2327 通信網路業,M23K6 光元件模組
8034,榮群,M2327 通信網路業,M23K1 網通工程
8101,華冠,M2327 通信網路業,M23KX 其他網通
8284,三竹,M2330 資訊服務業,M23K4 電商及XaaS
8454,富邦媒,M2900 貿易百貨,M23K4 電商及XaaS
3085,新零售,M3400 電子商務,M23K4 電商及XaaS
5278,尚凡,M3400 電子商務,M23K4 電商及XaaS
5287,數字,M3400 電子商務,M23K4 電商及XaaS
5321,美而快,M3400 電子商務,M23K4 電商及XaaS
6741,91APP*-KY,M3400 電子商務,M23K4 電商及XaaS
8044,網家,M3400 電子商務,M23K4 電商及XaaS
8472,夠麻吉,M3400 電子商務,M23K4 電商及XaaS
8477,創業家,M3400 電子商務,M23K4 電商及XaaS
6165,浪凡,M9900 其他,M23K4 電商及XaaS
2347,聯強,M2329 電子通路業,M23T1 3C通路
2359,所羅門,M2331 其他電子業,M23T2 零組件代理
2373,震旦行,M2331 其他電子業,M23T1 3C通路
2414,精技,M2329 電子通路業,M23T1 3C通路
2430,燦坤,M2329 電子通路業,M23T1 3C通路
2433,互盛電,M2331 其他電子業,M23T1 3C通路
2450,神腦,M2327 通信網路業,M23T1 3C通路
2459,敦吉,M2331 其他電子業,M23T2 零組件代理
3010,華立,M2329 電子通路業,M23T2 零組件代理
3028,增你強,M2329 電子通路業,M23T2 零組件代理
3033,威健,M2329 電子通路業,M23T2 零組件代理
3036,文曄,M2329 電子通路業,M23T2 零組件代理
3048,益登,M2329 電子通路業,M23T2 零組件代理
3090,日電貿,M2328 電子零組件,M23T2 零組件代理
3114,好德,M2328 電子零組件,M23T2 零組件代理
3209,全科,M2329 電子通路業,M23T2 零組件代理
3224,三顧,M2329 電子通路業,M23T2 零組件代理
3232,昱捷,M2329 電子通路業,M23T2 零組件代理
3312,弘憶股,M2329 電子通路業,M23T2 零組件代理
3360,尚立,M2329 電子通路業,M23T2 零組件代理
3388,崇越電,M2328 電子零組件,M23T2 零組件代理
3444,利機,M2329 電子通路業,M23T2 零組件代理
3494,誠研,M2325 電腦及週邊,M23T1 3C通路
3528,安馳,M2329 電子通路業,M23T2 零組件代理
3537,堡達,M2328 電子零組件,M23T2 零組件代理
3702,大聯大,M2329 電子通路業,M23T2 零組件代理
3709,鑫聯大投控,M2325 電腦及週邊,M23T1 3C通路
5410,國眾,M2330 資訊服務業,M23T1 3C通路
5434,崇越,M2329 電子通路業,M23T2 零組件代理
5452,佶優,M2331 其他電子業,M23TZ 通路
6103,合邦,M2324 半導體,M23TZ 通路
6113,亞矽,M2329 電子通路業,M23T2 零組件代理
6118,建達,M2329 電子通路業,M23T1 3C通路
6123,上奇,M2325 電腦及週邊,M23T1 3C通路
6136,富爾特,M2327 通信網路業,M23TZ 通路
6154,順發,M2329 電子通路業,M23T1 3C通路
6170,統振,M2327 通信網路業,M23TZ 通路
6189,豐藝,M2329 電子通路業,M23T2 零組件代理
6192,巨路,M2331 其他電子業,M23T2 零組件代理
6227,茂綸,M2329 電子通路業,M23T2 零組件代理
6259,百徽,M2328 電子零組件,M23T2 零組件代理
6265,方土昶,M2329 電子通路業,M23T2 零組件代理
6270,倍微,M2329 電子通路業,M23T2 零組件代理
6281,全國電,M2329 電子通路業,M23T1 3C通路
6761,穩得,M2328 電子零組件,M23TZ 通路
6776,展碁國際,M2329 電子通路業,M23T1 3C通路
8032,光菱,M2329 電子通路業,M23T2 零組件代理
8043,蜜望實,M2328 電子零組件,M23T2 零組件代理
8067,志旭,M2329 電子通路業,M23T1 3C通路
8068,全達,M2329 電子通路業,M23T2 零組件代理
8070,長華*,M2329 電子通路業,M23T2 零組件代理
8096,擎亞,M2329 電子通路業,M23T2 零組件代理
8112,至上,M2329 電子通路業,M23T2 零組件代理
2937,集雅社,M2900 貿易百貨,M23T1 3C通路
2374,佳能,M2326 光電業,M23UZ 消費性電子
2415,錩新,M2328 電子零組件,M23U2 音響設備
2439,美律,M2327 通信網路業,M23U2 音響設備
2477,美隆電,M2331 其他電子業,M23U2 音響設備
2488,漢平,M2331 其他電子業,M23U2 音響設備
3008,大立光,M2326 光電業,M23U1 光學鏡頭
3019,亞光,M2326 光電業,M23U1 光學鏡頭
3059,華晶科,M2326 光電業,M23UZ 消費性電子
3067,全域,M2331 其他電子業,M23U2 音響設備
3206,志豐,M2328 電子零組件,M23U2 音響設備
3285,微端,M2331 其他電子業,M23U2 音響設備
3362,先進光,M2326 光電業,M23U1 光學鏡頭
3406,玉晶光,M2326 光電業,M23U1 光學鏡頭
3441,聯一光,M2326 光電業,M23U1 光學鏡頭
3465,進泰電子,M2328 電子零組件,M23U2 音響設備
3630,新鉅科,M2326 光電業,M23U1 光學鏡頭
4976,佳凌,M2326 光電業,M23U1 光學鏡頭
5225,東科-KY,M2331 其他電子業,M23U2 音響設備
6201,亞弘電,M2331 其他電子業,M23U2 音響設備
6209,今國光,M2326 光電業,M23U1 光學鏡頭
6225,天瀚,M2326 光電業,M23UZ 消費性電子
6517,保勝光學,M2326 光電業,M23U1 光學鏡頭
6668,中揚光,M2326 光電業,M23U1 光學鏡頭
6743,安普新,M2331 其他電子業,M23U2 音響設備
6859,伯特光,M2326 光電業,M23U1 光學鏡頭
7402,邑錡,M2326 光電業,M23UZ 消費性電子
2427,三商電,M2330 資訊服務業,M23X1 系統整合
2453,凌群,M2330 資訊服務業,M23X1 系統整合
2468,華經,M2330 資訊服務業,M23X1 系統整合
2471,資通,M2330 資訊服務業,M23X1 系統整合
2480,敦陽科,M2330 資訊服務業,M23X1 系統整合
3029,零壹,M2330 資訊服務業,M23X9 應用軟體
3147,大綜,M2330 資訊服務業,M23X1 系統整合
3570,大塚,M2330 資訊服務業,M23X9 應用軟體
4953,緯軟,M2330 資訊服務業,M23X1 系統整合
4994,傳奇,M2330 資訊服務業,M23X2 遊戲軟體
5201,凱衛,M2330 資訊服務業,M23X1 系統整合
5202,力新,M2330 資訊服務業,M23X9 應用軟體
5203,訊連,M2330 資訊服務業,M23X9 應用軟體
5210,寶碩,M2330 資訊服務業,M23X1 系統整合
5211,蒙恬,M2330 資訊服務業,M23X9 應用軟體
5212,凌網,M2330 資訊服務業,M23X1 系統整合
5310,天剛,M2330 資訊服務業,M23X1 系統整合
5403,中菲,M2330 資訊服務業,M23X1 系統整合
6112,邁達特,M2330 資訊服務業,M23X1 系統整合
6140,訊達,M2330 資訊服務業,M23X1 系統整合
6148,驊宏資,M2330 資訊服務業,M23X1 系統整合
6214,精誠,M2330 資訊服務業,M23X1 系統整合
6218,豪勉,M2327 通信網路業,M23X1 系統整合
6221,晉泰,M2330 資訊服務業,M23X1 系統整合
6231,系微,M2330 資訊服務業,M23X9 應用軟體
6590,普鴻,M2330 資訊服務業,M23X1 系統整合
6690,安碁資訊,M2330 資訊服務業,M23X1 系統整合
6697,東捷資訊,M2330 資訊服務業,M23X1 系統整合
6751,智聯服務,M2330 資訊服務業,M23X1 系統整合
6752,叡揚,M2330 資訊服務業,M23X9 應用軟體
6791,虎門科技,M2330 資訊服務業,M23X9 應用軟體
6865,偉康,M2330 資訊服務業,M23X1 系統整合
6874,倍力,M2330 資訊服務業,M23X9 應用軟體
8099,大世科,M2330 資訊服務業,M23X1 系統整合
8416,實威,M2330 資訊服務業,M23X9 應用軟體
3083,網龍,M3200 文化創意業,M23X2 遊戲軟體
3086,華義,M3200 文化創意業,M23X2 遊戲軟體
3293,鈊象,M3200 文化創意業,M23X2 遊戲軟體
3546,宇峻,M3200 文化創意業,M23X2 遊戲軟體
3629,地心引力,M3200 文化創意業,M23X2 遊戲軟體
4946,辣椒,M3200 文化創意業,M23X2 遊戲軟體
5478,智冠,M3200 文化創意業,M23X2 遊戲軟體
6111,大宇資,M3200 文化創意業,M23X2 遊戲軟體
6144,得利影,M3200 文化創意業,M23X9 應用軟體
6169,昱泉,M3200 文化創意業,M23X2 遊戲軟體
6180,橘子,M3200 文化創意業,M23X2 遊戲軟體
6482,弘煜科,M3200 文化創意業,M23X2 遊戲軟體
6542,隆中,M3200 文化創意業,M23X2 遊戲軟體
3687,歐買尬,M3400 電子商務,M23X2 遊戲軟體
6763,綠界科技,M3400 電子商務,M23X9 應用軟體
5209,新鼎,M9900 其他,M23X1 系統整合
3289,宜特,M2331 其他電子業,M23Z 其他電子
3587,閎康,M2331 其他電子業,M23Z 其他電子
6146,耕興,M2331 其他電子業,M23Z 其他電子
6593,台灣銘板,M2330 資訊服務業,M23Z 其他電子
6830,汎銓,M2331 其他電子業,M23Z 其他電子
6840,東研信超,M2331 其他電子業,M23Z 其他電子
8201,無敵,M2331 其他電子業,M23Z 其他電子
8499,鼎炫-KY,M2331 其他電子業,M23Z 其他電子
5263,智崴,M3200 文化創意業,M23Z 其他電子
5345,天揚,M9900 其他,M23Z 其他電子
2442,新美齊,M2325 電腦及週邊,M25A 建設
1316,上曜,M2500 建材營造,M25A 建設
1436,華友聯,M2500 建材營造,M25A 建設
1438,三地開發,M2500 建材營造,M25A 建設
1442,名軒,M2500 建材營造,M25A 建設
1453,大將,M2500 建材營造,M25A 建設
1456,怡華,M2500 建材營造,M25A 建設
1805,寶徠,M2500 建材營造,M25A 建設
1808,潤隆,M2500 建材營造,M25A 建設
2501,國建,M2500 建材營造,M25A 建設
2505,國揚,M2500 建材營造,M25A 建設
2506,太設,M2500 建材營造,M25A 建設
2509,全坤建,M2500 建材營造,M25A 建設
2511,太子,M2500 建材營造,M25A 建設
2520,冠德,M2500 建材營造,M25A 建設
2524,京城,M2500 建材營造,M25A 建設
2527,宏璟,M2500 建材營造,M25A 建設
2528,皇普,M2500 建材營造,M25A 建設
2530,華建,M2500 建材營造,M25A 建設
2534,宏盛,M2500 建材營造,M25A 建設
2536,宏普,M2500 建材營造,M25A 建設
2537,聯上發,M2500 建材營造,M25A 建設
2538,基泰,M2500 建材營造,M25A 建設
2539,櫻花建,M2500 建材營造,M25A 建設
2540,愛山林,M2500 建材營造,M25A 建設
2542,興富發,M2500 建材營造,M25A 建設
2545,皇翔,M2500 建材營造,M25A 建設
2547,日勝生,M2500 建材營造,M25A 建設
2548,華固,M2500 建材營造,M25A 建設
2596,綠意,M2500 建材營造,M25A 建設
2923,鼎固-KY,M2500 建材營造,M25A 建設
3052,夆典,M2500 建材營造,M25A 建設
3056,總太,M2500 建材營造,M25A 建設
3188,鑫龍騰,M2500 建材營造,M25A 建設
3266,昇陽,M2500 建材營造,M25A 建設
3489,森寶,M2500 建材營造,M25A 建設
3512,皇龍,M2500 建材營造,M25A 建設
4113,聯上,M2500 建材營造,M25A 建設
4416,三圓,M2500 建材營造,M25A 建設
4907,富宇,M2500 建材營造,M25A 建設
5206,坤悅,M2500 建材營造,M25A 建設
5213,亞昕,M2500 建材營造,M25A 建設
5324,士開,M2500 建材營造,M25A 建設
5455,昇益,M2500 建材營造,M25A 建設
5508,永信建,M2500 建材營造,M25A 建設
