代號,名稱,月份,預估營收（百萬）,mom,yoy,new_industry_name
3515,華擎,2023/02,1325.35,-0.0745,0.0532,M2325 電腦及週邊
3516,亞帝歐,2023/02,84.35,0.6085,0.1552,M2326 光電業
3518,柏騰,2023/02,33.4,0.4153,-0.1969,M2331 其他電子業
3521,鴻翊,2023/02,16.97,0.2378,-0.2441,M2325 電腦及週邊
3522,御頂,2023/02,54.99,-0.4729,0.6371,M2700 觀光事業
3523,迎輝,2023/02,9.65,-0.3449,-0.3697,M2326 光電業
3526,凡甲,2023/02,139.18,0.0815,-0.1962,M2328 電子零組件
3527,聚積,2023/02,159.28,0.1063,-0.2075,M2324 半導體
3528,安馳,2023/02,527.08,-0.1962,0.2586,M2329 電子通路業
3529,力旺,2023/02,213.44,-0.4586,-0.0972,M2324 半導體
3530,晶相光,2023/02,122.62,-0.1245,-0.3237,M2324 半導體
3531,先益,2023/02,137.16,-0.1506,0.0506,M2326 光電業
3532,台勝科,2023/02,1278.64,0.1367,0.0693,M2324 半導體
3533,嘉澤,2023/02,1841.22,0.1266,0.3276,M2328 電子零組件
3535,晶彩科,2023/02,30.44,-0.7591,0.4305,M2326 光電業
3536,誠創,2023/02,21.66,-0.5395,-0.193,M2324 半導體
3537,堡達,2023/02,190.93,-0.2256,-0.0316,M2328 電子零組件
3540,曜越,2023/02,323.28,-0.102,0.721,M2325 電腦及週邊
3541,西柏,2023/02,128.14,0.2702,-0.0478,M2331 其他電子業
3543,州巧,2023/02,195.48,-0.1223,-0.1207,M2326 光電業
3545,敦泰,2023/02,1053.04,-0.0689,-0.1599,M2324 半導體
3546,宇峻,2023/02,120.23,-0.0238,-0.0625,M3200 文化創意業
3548,兆利,2023/02,387.81,0.0508,-0.4129,M2328 電子零組件
3550,聯穎,2023/02,363.28,1.3528,0.2202,M2328 電子零組件
3551,世禾,2023/02,193.24,0.0409,0.0242,M2331 其他電子業
3552,同致,2023/02,681.13,0.4773,0.1404,M2331 其他電子業
3555,重鵬,2023/02,1.7,-0.1667,0.1565,M2324 半導體
3556,禾瑞亞,2023/02,97.08,-0.0183,-0.1915,M2324 半導體
3557,嘉威,2023/02,413.14,-0.3015,-0.2189,M9900 其他
3558,神準,2023/02,1469.03,-0.2081,0.9654,M2327 通信網路業
3563,牧德,2023/02,182.99,0.1217,-0.1062,M2326 光電業
3564,其陽,2023/02,144.0,-0.2794,0.5615,M2327 通信網路業
3567,逸昌,2023/02,24.05,-0.0021,-0.2929,M2324 半導體
3570,大塚,2023/02,140.88,0.1941,0.8045,M2330 資訊服務業
3576,聯合再生,2023/02,1600.4,0.0509,0.0364,M2326 光電業
3577,泓格,2023/02,91.64,0.414,0.0013,M2325 電腦及週邊
3580,友威科,2023/02,60.02,2.8327,0.604,M2331 其他電子業
3581,博磊,2023/02,118.58,0.0135,0.0599,M2324 半導體
3583,辛耘,2023/02,566.37,0.0618,0.29,M2324 半導體
3587,閎康,2023/02,369.79,0.0225,0.4097,M2331 其他電子業
3588,通嘉,2023/02,70.19,0.0792,-0.5794,M2324 半導體
3591,艾笛森,2023/02,141.66,-0.0705,0.0503,M2326 光電業
3593,力銘,2023/02,61.55,0.0079,0.3248,M2328 電子零組件
3594,磐儀,2023/02,121.31,0.0557,0.3015,M2325 電腦及週邊
3596,智易,2023/02,3523.31,-0.0538,0.0729,M2327 通信網路業
3597,映興,2023/02,57.72,0.2686,-0.1914,M2328 電子零組件
3605,宏致,2023/02,623.05,-0.0621,-0.1382,M2328 電子零組件
3607,谷崧,2023/02,192.67,0.2695,-0.0219,M2328 電子零組件
3611,鼎翰,2023/02,589.26,-0.1697,0.1446,M2325 電腦及週邊
3615,安可,2023/02,82.37,0.0958,0.186,M2326 光電業
3617,碩天,2023/02,646.81,-0.2634,-0.1369,M2331 其他電子業
3622,洋華,2023/02,118.51,0.9971,0.1695,M2326 光電業
3623,富晶通,2023/02,28.39,-0.2123,-0.0176,M2326 光電業
3624,光頡,2023/02,213.94,0.0735,-0.1601,M2328 電子零組件
3625,西勝,2023/02,73.76,0.2529,-0.4638,M2325 電腦及週邊
3628,盈正,2023/02,216.86,-0.378,0.1331,M2331 其他電子業
3629,地心引力,2023/02,3.38,-0.2854,-0.6949,M3200 文化創意業
3630,新鉅科,2023/02,109.4,0.2313,-0.1814,M2326 光電業
3631,晟楠,2023/02,4.51,-0.3299,-0.3971,M2328 電子零組件
3632,研勤,2023/02,24.37,-0.0825,0.1215,M2327 通信網路業
3642,駿熠電,2023/02,11.49,0.1145,-0.3852,M2331 其他電子業
3645,達邁,2023/02,85.67,0.0748,-0.5879,M2328 電子零組件
3646,艾恩特,2023/02,58.77,-0.0535,0.0555,M2328 電子零組件
3652,精聯,2023/02,155.26,-0.0048,0.0488,M2325 電腦及週邊
3653,健策,2023/02,911.93,-0.0086,0.3276,M2328 電子零組件
3661,世芯-KY,2023/02,1538.32,-0.0576,0.7348,M2324 半導體
3663,鑫科,2023/02,190.52,0.1937,-0.0478,M2331 其他電子業
3664,安瑞-KY,2023/02,21.85,-0.0525,0.1573,M2327 通信網路業
3665,貿聯-KY,2023/02,4008.44,-0.0167,-0.0147,M2331 其他電子業
3666,光耀,2023/02,52.7,0.0065,-0.5486,M2326 光電業
3669,圓展,2023/02,173.53,0.3258,-0.205,M2327 通信網路業
3672,康聯訊,2023/02,42.08,0.188,0.1291,M2327 通信網路業
3673,TPK-KY,2023/02,5365.46,-0.0226,-0.2129,M2326 光電業
3675,德微,2023/02,143.6,0.0195,-0.0839,M2324 半導體
3679,新至陞,2023/02,214.22,-0.2598,-0.0747,M2328 電子零組件
3680,家登,2023/02,426.53,0.3605,0.5393,M2324 半導體
3682,亞太電,2023/02,978.97,-0.0523,-0.0251,M2327 通信網路業
3684,榮昌,2023/02,81.0,-0.0353,-0.0114,M2327 通信網路業
3685,元創精密,2023/02,111.94,0.217,0.0685,M1500 電機機械
3686,達能,2023/02,2.91,-0.7404,-0.5359,M2324 半導體
3687,歐買尬,2023/02,116.17,-0.2067,0.0137,M3400 電子商務
3689,湧德,2023/02,465.5,0.2677,0.1831,M2328 電子零組件
3691,碩禾,2023/02,228.5,-0.2399,-0.5379,M2326 光電業
3693,營邦,2023/02,419.87,0.0814,0.976,M2325 電腦及週邊
3694,海華,2023/02,617.79,-0.0683,-0.0167,M2327 通信網路業
3701,大眾控,2023/02,903.79,0.2123,0.1033,M2325 電腦及週邊
3702,大聯大,2023/02,45293.69,0.0279,-0.259,M2329 電子通路業
3703,欣陸,2023/02,2136.27,0.0212,-0.3384,M2500 建材營造
3704,合勤控,2023/02,2920.63,-0.0182,0.4325,M2327 通信網路業
3705,永信,2023/02,473.12,-0.0147,0.0257,M1722 生技醫療
3706,神達,2023/02,2314.45,-0.1307,-0.2048,M2325 電腦及週邊
3707,漢磊,2023/02,560.26,-0.1742,-0.1755,M2324 半導體
3708,上緯投控,2023/02,528.2,-0.2575,-0.2138,M1721 化學工業
3709,鑫聯大投控,2023/02,1628.76,0.094,0.0849,M2325 電腦及週邊
3710,連展投控,2023/02,394.26,0.1427,-0.0498,M2328 電子零組件
3711,日月光投控,2023/02,39984.57,-0.2486,-0.0877,M2324 半導體
3712,永崴投控,2023/02,979.39,-0.0547,0.1939,M2325 電腦及週邊
3713,新晶投控,2023/02,51.53,1.2259,0.7961,M2326 光電業
3714,富采,2023/02,1464.44,0.1442,-0.4232,M2326 光電業
4102,永日,2023/02,35.75,0.0185,0.185,M1722 生技醫療
4104,佳醫,2023/02,604.74,-0.1047,0.2048,M1722 生技醫療
4105,東洋,2023/02,339.87,-0.1506,0.2955,M1722 生技醫療
4106,雃博,2023/02,191.69,-0.1831,-0.0063,M1722 生技醫療
4107,邦特,2023/02,153.55,0.0402,0.0514,M1722 生技醫療
4108,懷特,2023/02,8.71,-0.0034,-0.0918,M1722 生技醫療
4109,加捷生醫,2023/02,21.34,-0.1367,-0.0224,M1722 生技醫療
4111,濟生,2023/02,82.4,-0.1064,0.0627,M1722 生技醫療
4113,聯上,2023/02,0.06,-0.9959,-0.9971,M2500 建材營造
4114,健喬,2023/02,346.78,-0.179,0.3954,M1722 生技醫療
4116,明基醫,2023/02,224.01,0.0561,0.1627,M1722 生技醫療
4119,旭富,2023/02,107.64,0.2152,2.9926,M1722 生技醫療
4120,友華,2023/02,345.56,-0.2237,0.2129,M1722 生技醫療
4121,優盛,2023/02,274.68,-0.1616,-0.0021,M1722 生技醫療
4123,晟德,2023/02,122.6,0.7432,3.1757,M1722 生技醫療
4126,太醫,2023/02,225.41,0.1864,0.6136,M1722 生技醫療
4127,天良,2023/02,34.08,-0.1932,-0.2448,M1722 生技醫療
4128,中天,2023/02,105.52,-0.2429,-0.0379,M1722 生技醫療
4129,聯合,2023/02,288.29,0.0978,0.3065,M1722 生技醫療
4130,健亞,2023/02,35.85,0.2668,0.3483,M1722 生技醫療
4131,晶宇,2023/02,3.42,-0.587,-0.4052,M1722 生技醫療
4133,亞諾法,2023/02,32.34,0.2405,0.1747,M1722 生技醫療
4137,麗豐-KY,2023/02,360.11,1.1783,0.3521,M1722 生技醫療
4138,曜亞,2023/02,119.64,-0.142,0.1944,M1722 生技醫療
4139,馬光-KY,2023/02,89.53,-0.2597,0.6934,M1722 生技醫療
4142,國光生,2023/02,40.83,0.0413,0.3656,M1722 生技醫療
4147,中裕,2023/02,24.15,-0.0321,0.6818,M1722 生技醫療
4148,全宇生技-KY,2023/02,217.22,-0.2427,0.0163,M1722 生技醫療
4153,鈺緯,2023/02,92.88,0.2518,0.8226,M1722 生技醫療
4155,訊映,2023/02,54.76,-0.159,-0.4586,M1722 生技醫療
4157,太景*-KY,2023/02,1.17,-0.1397,-0.8352,M1722 生技醫療
4160,創源,2023/02,38.71,0.0412,0.0179,M1722 生技醫療
4161,聿新科,2023/02,52.8,0.5327,0.6799,M1722 生技醫療
4162,智擎,2023/02,20.14,-0.2127,0.2675,M1722 生技醫療
4163,鐿鈦,2023/02,191.69,-0.178,0.2381,M1722 生技醫療
4164,承業醫,2023/02,198.43,-0.0772,0.2329,M1722 生技醫療
4167,松瑞藥,2023/02,62.3,-0.1932,-0.1268,M1722 生技醫療
4168,醣聯,2023/02,0.0,-1.0,,M1722 生技醫療
4171,瑞基,2023/02,13.26,-0.427,-0.621,M3300 農業科技
4173,久裕,2023/02,90.37,-0.0742,0.2908,M1722 生技醫療
4174,浩鼎,2023/02,0.07,-0.8627,-0.9014,M1722 生技醫療
4175,杏一,2023/02,540.04,-0.0484,0.1688,M1722 生技醫療
4183,福永生技,2023/02,29.62,-0.211,0.0007,M1722 生技醫療
4188,安克,2023/02,3.09,0.0842,-0.4069,M1722 生技醫療
4190,佐登-KY,2023/02,251.84,0.0887,0.3836,M1722 生技醫療
4192,杏國,2023/02,1.02,-0.3964,0.3421,M1722 生技醫療
4198,欣大健康,2023/02,17.25,0.0721,0.1172,M1722 生技醫療
4205,中華食,2023/02,138.37,-0.197,0.1531,M1200 食品工業
4207,環泰,2023/02,388.26,-0.0443,0.1531,M1200 食品工業
4303,信立,2023/02,22.68,0.2128,-0.0769,M1300 塑膠工業
4304,勝昱,2023/02,51.85,0.521,1.9244,M1300 塑膠工業
4305,世坤,2023/02,76.68,0.5797,0.0481,M1300 塑膠工業
4306,炎洲,2023/02,1023.02,0.3732,0.035,M1300 塑膠工業
4401,東隆興,2023/02,196.3,0.3701,-0.4239,M1400 紡織纖維
4402,福大,2023/02,4.65,-0.6871,-0.6151,M1400 紡織纖維
4406,新昕纖,2023/02,38.53,0.8348,0.0055,M1400 紡織纖維
4413,飛寶企業,2023/02,7.33,-0.9075,-0.8945,M1400 紡織纖維
4414,如興,2023/02,1412.25,0.518,0.0444,M1400 紡織纖維
4416,三圓,2023/02,8.03,-0.0278,0.0216,M2500 建材營造
4417,金洲,2023/02,197.36,-0.0869,-0.0255,M1400 紡織纖維
4419,元勝,2023/02,26.93,-0.4861,0.2781,M1400 紡織纖維
4420,光明,2023/02,54.7,0.1521,-0.2085,M1400 紡織纖維
4426,利勤,2023/02,147.23,0.6436,1.3831,M1400 紡織纖維
4430,耀億,2023/02,158.21,0.0653,-0.0686,M9900 其他
4432,銘旺實,2023/02,72.1,-0.2758,-0.4759,M1400 紡織纖維
4433,興采,2023/02,221.04,0.0952,0.0655,M1400 紡織纖維
4438,廣越,2023/02,785.08,-0.1882,-0.1852,M1400 紡織纖維
4439,冠星-KY,2023/02,416.6,0.0621,-0.1624,M1400 紡織纖維
4502,健信,2023/02,119.42,0.8218,0.4461,M1500 電機機械
4503,金雨,2023/02,13.51,-0.134,0.7015,M1500 電機機械
4506,崇友,2023/02,356.53,-0.0551,0.2129,M1500 電機機械
4510,高鋒,2023/02,117.17,-0.2002,-0.2569,M1500 電機機械
4513,福裕,2023/02,77.76,-0.1256,-0.3074,M1500 電機機械
4523,永彰,2023/02,43.73,0.577,0.1358,M1500 電機機械
4526,東台,2023/02,682.43,0.5717,0.4912,M1500 電機機械
4528,江興鍛,2023/02,150.4,0.009,-0.3077,M1500 電機機械
4529,淳紳,2023/02,0.27,-0.5424,0.125,M9900 其他
4530,宏易,2023/02,13.64,0.042,0.0715,M1500 電機機械
4532,瑞智,2023/02,1316.56,0.1617,-0.1392,M1500 電機機械
4533,協易機,2023/02,258.9,-0.2177,0.3782,M1500 電機機械
4534,慶騰,2023/02,53.52,0.3179,-0.0273,M1500 電機機械
4535,至興,2023/02,235.58,0.1798,0.0491,M1500 電機機械
4536,拓凱,2023/02,810.2,-0.2221,0.3797,M9900 其他
4538,大詠城,2023/02,47.59,0.1237,0.4034,M1500 電機機械
4540,全球傳動,2023/02,243.25,0.1962,0.3785,M1500 電機機械
4541,晟田,2023/02,108.55,0.0864,0.5725,M9900 其他
4542,科嶠,2023/02,73.81,0.0977,1.5046,M2328 電子零組件
4543,萬在,2023/02,67.77,0.1842,0.1749,M1500 電機機械
4545,銘鈺,2023/02,212.03,0.181,0.0293,M2328 電子零組件
4549,桓達,2023/02,99.74,-0.0657,0.0651,M1500 電機機械
4550,長佳,2023/02,166.94,0.2778,1.6154,M1500 電機機械
4551,智伸科,2023/02,622.17,0.0716,-0.0071,M2200 汽車工業
4552,力達-KY,2023/02,312.09,1.829,0.0855,M1500 電機機械
4554,橙的,2023/02,24.38,0.4875,-0.2692,M2331 其他電子業
4555,氣立,2023/02,124.41,0.6659,-0.1097,M1500 電機機械
4556,旭然,2023/02,40.02,-0.2355,-0.0597,M9900 其他
4557,永新-KY,2023/02,217.48,0.0148,0.4199,M2200 汽車工業
4560,強信-KY,2023/02,90.7,-0.1912,-0.4013,M1500 電機機械
4561,健椿,2023/02,96.39,1.0246,-0.1118,M1500 電機機械
4562,穎漢,2023/02,71.39,-0.0883,0.5212,M1500 電機機械
4563,百德,2023/02,199.19,0.3707,0.0864,M1500 電機機械
4564,元翎,2023/02,85.68,-0.4489,-0.5421,M1500 電機機械
4566,時碩工業,2023/02,362.28,0.0685,-0.0647,M1500 電機機械
4568,科際精密,2023/02,55.31,-0.2697,-0.3728,M1500 電機機械
4571,鈞興-KY,2023/02,183.44,-0.0034,0.1424,M1500 電機機械
4572,駐龍,2023/02,58.57,-0.0521,0.7406,M1500 電機機械
4576,大銀微系統,2023/02,171.82,0.0853,-0.2328,M1500 電機機械
4580,捷流閥業,2023/02,226.98,0.1691,0.2597,M1500 電機機械
4581,光隆精密-KY,2023/02,98.88,0.1608,0.4322,M2200 汽車工業
4609,唐鋒,2023/02,2.81,-0.8339,0.102,M1600 電器電纜
4702,中美實,2023/02,48.1,-0.264,-0.7541,M1721 化學工業
4706,大恭,2023/02,81.87,0.3663,-0.0603,M1721 化學工業
4707,磐亞,2023/02,95.59,0.0228,-0.2556,M1721 化學工業
4711,永純,2023/02,85.19,0.5776,-0.0907,M1721 化學工業
4712,南璋,2023/02,0.0,,-1.0,M1200 食品工業
4714,永捷,2023/02,69.68,0.4927,-0.0446,M1721 化學工業
4716,大立,2023/02,49.12,1.0858,0.1151,M1721 化學工業
4720,德淵,2023/02,239.5,-0.1631,0.2014,M1721 化學工業
4721,美琪瑪,2023/02,201.31,-0.354,-0.4509,M1721 化學工業
4722,國精化,2023/02,251.11,0.5428,-0.2609,M1721 化學工業
4726,永昕,2023/02,73.18,-0.2837,0.3467,M1722 生技醫療
4728,雙美,2023/02,149.94,1.9493,0.3379,M1722 生技醫療
4729,熒茂,2023/02,95.27,-0.0624,-0.1956,M2326 光電業
4735,豪展,2023/02,60.03,-0.3498,-0.2797,M1722 生技醫療
4736,泰博,2023/02,439.98,-0.3564,-0.0869,M1722 生技醫療
4737,華廣,2023/02,150.25,0.2189,0.3032,M1722 生技醫療
4739,康普,2023/02,528.7,0.0948,-0.2637,M1721 化學工業
4741,泓瀚,2023/02,59.55,0.0532,0.0136,M1721 化學工業
4743,合一,2023/02,5.58,0.1388,0.0751,M1722 生技醫療
4744,皇將,2023/02,32.64,0.2564,-0.2352,M1722 生技醫療
4745,合富-KY,2023/02,283.5,-0.2398,0.0989,M1722 生技醫療
4746,台耀,2023/02,276.98,0.0284,0.3408,M1722 生技醫療
4747,強生,2023/02,38.01,-0.2763,0.0995,M1722 生技醫療
4754,國碳科,2023/02,57.42,0.1626,0.8229,M1721 化學工業
4755,三福化,2023/02,369.25,0.0321,-0.2519,M1721 化學工業
4760,勤凱,2023/02,70.77,0.2703,-0.1239,M2331 其他電子業
4763,材料-KY,2023/02,458.93,0.0629,1.3566,M1721 化學工業
4764,雙鍵,2023/02,162.19,0.0708,-0.119,M1721 化學工業
4766,南寶,2023/02,1532.2,0.2872,0.1455,M1721 化學工業
4767,誠泰科技,2023/02,76.99,-0.4257,-0.1728,M1721 化學工業
4804,大略-KY,2023/02,17.45,-0.0268,-0.1446,M2700 觀光事業
4806,昇華,2023/02,0.0,,,M3200 文化創意業
4807,日成-KY,2023/02,59.41,-0.244,-0.4314,M2900 貿易百貨
4903,聯光通,2023/02,40.31,-0.3457,0.12,M2327 通信網路業
4904,遠傳,2023/02,7161.96,-0.0829,0.0603,M2327 通信網路業
4905,台聯電,2023/02,3.02,-0.4055,-0.3377,M2327 通信網路業
4906,正文,2023/02,2333.66,-0.0859,0.4713,M2327 通信網路業
4907,富宇,2023/02,0.05,0.0,-0.7222,M2500 建材營造
4908,前鼎,2023/02,54.41,0.0675,-0.2656,M2327 通信網路業
4909,新復興,2023/02,43.64,-0.2459,0.4019,M2327 通信網路業
4911,德英,2023/02,13.44,0.0128,5.72,M1722 生技醫療
4912,聯德控股-KY,2023/02,254.86,-0.1671,-0.3791,M2328 電子零組件
4915,致伸,2023/02,4533.64,0.1212,-0.1057,M2328 電子零組件
4916,事欣科,2023/02,302.43,0.3375,0.9119,M2325 電腦及週邊
4919,新唐,2023/02,2975.67,-0.0084,-0.1489,M2324 半導體
4924,欣厚-KY,2023/02,39.9,0.0781,0.3322,M2325 電腦及週邊
4927,泰鼎-KY,2023/02,1072.84,-0.0583,-0.1639,M2328 電子零組件
4930,燦星網,2023/02,422.88,0.1206,-0.105,M1600 電器電纜
4931,新盛力,2023/02,197.34,-0.147,0.2597,M2325 電腦及週邊
4933,友輝,2023/02,145.96,-0.1581,-0.2587,M2326 光電業
4934,太極,2023/02,226.55,0.5283,1.3181,M2326 光電業
4935,茂林-KY,2023/02,294.49,-0.1406,-0.5483,M2326 光電業
4938,和碩,2023/02,92255.34,-0.2596,0.0838,M2325 電腦及週邊
4939,亞電,2023/02,110.24,0.4722,-0.0255,M2328 電子零組件
4942,嘉彰,2023/02,482.14,-0.0227,-0.3392,M2326 光電業
4943,康控-KY,2023/02,158.92,0.5369,0.6213,M2328 電子零組件
4944,兆遠,2023/02,9.04,0.0623,-0.7559,M2326 光電業
4945,陞達科技,2023/02,20.79,-0.001,-0.548,M2324 半導體
4946,辣椒,2023/02,3.0,-0.2021,-0.4801,M3200 文化創意業
4950,牧東,2023/02,1.53,-0.8073,-0.7353,M9900 其他
4952,凌通,2023/02,130.32,0.1307,-0.5891,M2324 半導體
4953,緯軟,2023/02,684.24,0.0435,0.1899,M2330 資訊服務業
4956,光鋐,2023/02,94.45,0.0354,-0.0004,M2326 光電業
4958,臻鼎-KY,2023/02,9943.89,-0.2035,0.0004,M2328 電子零組件
4960,誠美材,2023/02,581.43,0.013,-0.3077,M2326 光電業
4961,天鈺,2023/02,1309.54,0.1429,-0.2225,M2324 半導體
4966,譜瑞-KY,2023/02,841.53,-0.1068,-0.5645,M2324 半導體
4967,十銓,2023/02,557.53,0.2615,0.1995,M2324 半導體
4968,立積,2023/02,180.4,-0.1813,-0.2844,M2324 半導體
4971,IET-KY,2023/02,53.27,-0.2999,-0.2298,M2324 半導體
4972,湯石照明,2023/02,43.01,0.1011,-0.2866,M2326 光電業
4973,廣穎,2023/02,350.82,-0.1202,0.0749,M2324 半導體
4974,亞泰,2023/02,284.95,0.2554,0.0723,M2328 電子零組件
4976,佳凌,2023/02,80.91,0.0198,0.2383,M2326 光電業
4977,眾達-KY,2023/02,257.0,-0.1148,0.3967,M2327 通信網路業
4979,華星光,2023/02,160.8,-0.1964,1.572,M2327 通信網路業
4987,科誠,2023/02,97.5,-0.0846,-0.0876,M2325 電腦及週邊
4989,榮科,2023/02,389.92,0.3638,0.3888,M2328 電子零組件
4991,環宇-KY,2023/02,78.73,0.7558,-0.1197,M2324 半導體
4994,傳奇,2023/02,128.36,0.0079,-0.2639,M2330 資訊服務業
4995,晶達,2023/02,86.08,-0.2682,0.1123,M2326 光電業
4999,鑫禾,2023/02,135.89,-0.2752,-0.3385,M2328 電子零組件
5007,三星,2023/02,521.81,0.0819,0.023,M2000 鋼鐵工業
5009,榮剛,2023/02,1059.82,-0.0377,0.4329,M2000 鋼鐵工業
5011,久陽,2023/02,329.56,-0.2306,0.1492,M2000 鋼鐵工業
5013,強新,2023/02,569.16,0.4805,-0.1121,M2000 鋼鐵工業
5014,建錩,2023/02,1343.37,0.1635,0.1683,M2000 鋼鐵工業
5015,華祺,2023/02,141.07,0.4335,-0.3018,M2000 鋼鐵工業
5016,松和,2023/02,165.24,0.0988,-0.1246,M2000 鋼鐵工業
5201,凱衛,2023/02,16.14,0.2135,0.2492,M2330 資訊服務業
5202,力新,2023/02,5.87,-0.393,-0.4171,M2330 資訊服務業
5203,訊連,2023/02,144.29,-0.0136,0.1503,M2330 資訊服務業
5205,中茂,2023/02,0.92,1.4211,0.2267,M2331 其他電子業
5206,坤悅,2023/02,587.06,inf,20.2088,M2500 建材營造
5209,新鼎,2023/02,358.17,0.1942,0.611,M2330 資訊服務業
5210,寶碩,2023/02,16.96,-0.16,-0.3561,M2330 資訊服務業
5211,蒙恬,2023/02,11.87,0.1706,0.2902,M2330 資訊服務業
5212,凌網,2023/02,49.4,0.0857,0.0333,M2330 資訊服務業
5213,亞昕,2023/02,27.92,-0.1159,0.6037,M2500 建材營造
5215,科嘉-KY,2023/02,124.4,0.0782,-0.3049,M2325 電腦及週邊
5220,萬達光電,2023/02,72.46,0.0351,0.0033,M2326 光電業
5223,安力-KY,2023/02,99.13,-0.1899,-0.2254,M2325 電腦及週邊
5225,東科-KY,2023/02,605.95,0.1036,-0.2568,M2331 其他電子業
5227,立凱-KY,2023/02,45.96,0.2085,3.6755,M2328 電子零組件
5230,雷笛克光學,2023/02,88.33,0.0708,0.2183,M2326 光電業
5234,達興材料,2023/02,282.82,-0.0975,-0.2507,M2326 光電業
5236,凌陽創新,2023/02,113.51,0.124,-0.2741,M2324 半導體
5243,乙盛-KY,2023/02,1001.62,-0.1208,0.1268,M2326 光電業
5245,智晶,2023/02,91.12,0.178,-0.1571,M2326 光電業
5251,天鉞電,2023/02,11.28,-0.3438,1.1445,M2326 光電業
5258,虹堡,2023/02,551.25,-0.0022,0.3791,M2325 電腦及週邊
5263,智崴,2023/02,62.29,0.1145,0.3861,M3200 文化創意業
5269,祥碩,2023/02,385.52,0.1039,-0.0405,M2324 半導體
5272,笙科,2023/02,28.93,0.9815,-0.5079,M2324 半導體
5274,信驊,2023/02,223.11,0.0121,-0.332,M2324 半導體
5276,達輝-KY,2023/02,71.86,0.0561,0.7012,M9900 其他
5278,尚凡,2023/02,145.66,-0.046,0.0655,M3400 電子商務
5281,大峽谷-KY,2023/02,39.35,2.3067,0.6029,M2326 光電業
5283,禾聯碩,2023/02,307.5,0.0416,-0.1609,M1600 電器電纜
5284,jpp-KY,2023/02,185.1,0.0142,0.4606,M9900 其他
5285,界霖,2023/02,426.22,-0.0899,-0.157,M2324 半導體
5287,數字,2023/02,154.31,-0.0353,0.1419,M3400 電子商務
5288,豐祥-KY,2023/02,600.2,0.07,0.2295,M1500 電機機械
5289,宜鼎,2023/02,679.72,-0.0616,-0.107,M2325 電腦及週邊
5291,邑昇,2023/02,87.82,0.116,-0.2219,M2328 電子零組件
5299,杰力,2023/02,102.15,-0.1431,-0.5775,M2324 半導體
5301,寶得利,2023/02,8.5,-0.1474,0.6008,M2700 觀光事業
5302,太欣,2023/02,0.34,-0.4603,-0.5952,M2324 半導體
5306,桂盟,2023/02,425.0,0.0937,-0.1905,M9900 其他
5309,系統電,2023/02,294.15,-0.0025,0.2659,M2328 電子零組件
5310,天剛,2023/02,0.57,3.3846,2.3529,M2330 資訊服務業
5312,寶島科,2023/02,342.11,0.1215,0.3801,M1722 生技醫療
5314,世紀,2023/02,4.24,41.4,41.4,M2324 半導體
5315,光聯,2023/02,153.36,0.0636,0.0882,M2326 光電業
5324,士開,2023/02,40.8,-0.0775,0.3761,M2500 建材營造
5328,華容,2023/02,86.23,0.1935,0.1352,M2328 電子零組件
5340,建榮,2023/02,98.96,-0.2074,-0.1249,M2328 電子零組件
5344,立衛,2023/02,15.56,-0.0858,-0.2705,M2324 半導體
5345,天揚,2023/02,0.31,-0.4833,-0.3261,M9900 其他
5347,世界,2023/02,2484.15,-0.1181,-0.4148,M2324 半導體
5348,系通,2023/02,7.41,-0.3164,-0.1531,M2327 通信網路業
5351,鈺創,2023/02,188.32,-0.1322,-0.6403,M2324 半導體
5353,台林,2023/02,138.93,-0.0103,0.2333,M2327 通信網路業
5355,佳總,2023/02,39.96,-0.242,0.1705,M2328 電子零組件
5356,協益,2023/02,254.66,0.0525,0.1628,M2325 電腦及週邊
5364,力麗店,2023/02,35.04,-0.1645,-0.1262,M2700 觀光事業
5371,中光電,2023/02,3130.47,-0.0896,-0.2199,M2326 光電業
5381,合正,2023/02,19.9,-0.0842,-0.0363,M2328 電子零組件
5383,金利,2023/02,111.23,0.1418,0.2488,M2331 其他電子業
5386,青雲,2023/02,133.4,0.1892,-0.5227,M2325 電腦及週邊
5388,中磊,2023/02,5395.12,0.0948,0.4356,M2327 通信網路業
5398,慕康生醫,2023/02,13.7,-0.0768,0.1013,M9900 其他
5403,中菲,2023/02,426.29,0.7306,0.6687,M2330 資訊服務業
5410,國眾,2023/02,232.14,-0.249,-0.0818,M2330 資訊服務業
5425,台半,2023/02,1124.94,-0.1326,0.0434,M2324 半導體
5426,振發,2023/02,120.01,-0.2033,0.1402,M2325 電腦及週邊
5434,崇越,2023/02,3813.64,-0.1024,0.0624,M2329 電子通路業
5438,東友,2023/02,73.71,-0.0572,-0.2479,M2325 電腦及週邊
5439,高技,2023/02,353.08,0.1677,0.3353,M2328 電子零組件
5443,均豪,2023/02,175.27,-0.3147,-0.4097,M2326 光電業
5450,南良,2023/02,187.8,0.2086,-0.0725,M9900 其他
5452,佶優,2023/02,455.48,0.1407,-0.1319,M2331 其他電子業
5455,昇益,2023/02,0.18,-0.0526,-0.9996,M2500 建材營造
5457,宣德,2023/02,1073.98,0.0984,0.2287,M2328 電子零組件
5460,同協,2023/02,24.68,-0.0434,-0.1525,M2328 電子零組件
5464,霖宏,2023/02,89.03,0.1833,0.3418,M2328 電子零組件
