,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry,minor_industry,industry_title
650,3162,精確,M1500,M1500,15E,15E,自行車組件,,自行車組件類
651,3163,波若威,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
652,3164,景岳,M1700,M1722,17C,17C2,藥,機能性食品,藥:機能性食品類
653,3167,大量,M1500,M1500,23H,23H2,電子設備,電機設備,電子設備:電機設備類
654,3169,亞信,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
655,3171,新洲,M2900,M2900,13A,13A9,石化,膠帶,石化:膠帶類
656,3176,基亞,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
657,3178,公準,M1500,M1500,23H,23H2,電子設備,電機設備,電子設備:電機設備類
658,3188,鑫龍騰,M2500,M2500,25A,25A,建設,,建設類
659,3189,景碩,M2300,M2324,23B,23B2A,主機板,IC載板,主機板:IC載板類
660,3191,和進,M2300,M2328,23D,23D9D,電子零組件,其他零組件,電子零組件:其他零組件類
661,3202,樺晟,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
662,3205,佰研,M1700,M1722,17C,17C2,藥,機能性食品,藥:機能性食品類
663,3206,志豐,M2300,M2328,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
664,3207,耀勝,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
665,3209,全科,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
666,3211,順達,M2300,M2325,23D,23D7,電子零組件,3C二次電池,電子零組件:3C二次電池類
667,3213,茂訊,M2300,M2325,23A,23A2,PC系統,NB,PC系統:NB類
668,3217,優群,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
669,3218,大學光,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
670,3219,倚強科,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
671,3221,台嘉碩,M2300,M2327,23D,23D6,電子零組件,石英元件,電子零組件:石英元件類
672,3224,三顧,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
673,3226,至寶電,M1500,M1500,15D,15D,汽車組件,,汽車組件類
674,3227,原相,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
675,3228,金麗科,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
676,3229,晟鈦,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
677,3230,錦明,M2300,M2326,23D,23D4,電子零組件,機殼,電子零組件:機殼類
678,3231,緯創,M2300,M2325,23A,23A1,PC系統,PC,PC系統:PC類
679,3232,昱捷,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
680,3234,光環,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
681,3236,千如,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
682,3252,海灣,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
683,3257,虹冠電,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
684,3259,鑫創,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
685,3260,威剛,M2300,M2324,23G,23G3B,半導體,記憶體模組,半導體:記憶體模組類
686,3264,欣銓,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
687,3265,台星科,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
688,3266,昇陽,M2500,M2500,25A,25A,建設,,建設類
689,3268,海德威,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
690,3272,東碩,M2300,M2325,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
691,3276,宇環,M2300,M2328,23B,23B2C,主機板,軟板,主機板:軟板類
692,3284,太普高,M9900,M9900,99C,99C,印刷,,印刷類
693,3285,微端,M2300,M2331,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
694,3287,廣寰科,M2300,M2325,23B,23B4B,主機板,電視卡,主機板:電視卡類
695,3288,點晶,M2300,M2328,23G,23G5,半導體,IC設計,半導體:IC設計類
696,3289,宜特,M2300,M2331,23Z,23Z,其他電子,,其他電子類
697,3290,東浦,M2300,M2328,23D,23D9D,電子零組件,其他零組件,電子零組件:其他零組件類
698,3293,鈊象,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
699,3294,英濟,M2300,M2328,23D,23D4,電子零組件,機殼,電子零組件:機殼類
700,3296,勝德,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
701,3297,杭特,M2300,M2326,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
702,3303,岱稜,M2300,M2331,13A,13A8,石化,塑膠加工,石化:塑膠加工類
703,3305,昇貿,M2300,M2331,23B,23B3X,主機板,PCB上-其他,主機板:PCB上-其他類
704,3306,鼎天,M2300,M2327,23K,23K5,通訊設備,衛星通訊,通訊設備:衛星通訊類
705,3308,聯德,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
706,3310,佳穎,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
707,3311,閎暉,M2300,M2327,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
708,3312,弘憶股,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
709,3313,斐成,M9900,M9900,12B,12B,油脂飼料,,油脂飼料類
710,3317,尼克森,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
711,3321,同泰,M2300,M2328,23B,23B2C,主機板,軟板,主機板:軟板類
712,3322,建舜電,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
713,3323,加百裕,M2300,M2325,23D,23D7,電子零組件,3C二次電池,電子零組件:3C二次電池類
714,3324,雙鴻,M2300,M2331,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
715,3325,旭品,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
716,3332,幸康,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
717,3338,泰碩,M2300,M2328,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
718,3339,泰谷,M2300,M2326,23C,23C6B,光電/ IO,磊晶及晶粒,光電/ IO:磊晶及晶粒類
719,3346,麗清,M2200,M2200,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
720,3349,寶德,M2300,M2325,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
721,3354,律勝,M2300,M2328,23B,23B3C,主機板,FCCL,主機板:FCCL類
722,3356,奇偶,M2300,M2326,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
723,3357,臺慶科,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
724,3360,尚立,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
725,3362,先進光,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
726,3363,上詮,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
727,3372,典範,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
728,3373,熱映,M2300,M2331,17G,17G,醫療耗材,,醫療耗材類
729,3374,精材,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
730,3376,新日興,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
731,3379,彬台,M1500,M1500,15Z,15Z,其他電製品,,其他電製品類
732,3380,明泰,M2300,M2327,23E,2300,網路設備,,網路設備類
733,3388,崇越電,M2300,M2328,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
734,3390,旭軟,M2300,M2328,23B,23B2C,主機板,軟板,主機板:軟板類
735,3402,漢科,M2300,M2331,23H,23H1,電子設備,廠辦機電,電子設備:廠辦機電類
736,3406,玉晶光,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
737,3413,京鼎,M2300,M2324,23H,23H2,電子設備,電機設備,電子設備:電機設備類
738,3416,融程電,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
739,3419,譁裕,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
740,3426,台興,M1500,M1500,15Z,15Z,其他電製品,,其他電製品類
741,3430,奇鈦科,M1700,M1721,17Z,17Z,其他化學,,其他化學類
742,3432,台端,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
743,3434,哲固,M2300,M2326,23C,23C1,光電/ IO,監視器,光電/ IO:監視器類
744,3437,榮創,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
745,3438,類比科,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
746,3441,聯一光,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
747,3443,創意,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
748,3444,利機,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
749,3447,展達,M2300,M2327,23E,230,網路設備,,網路設備類
750,3450,聯鈞,M2300,M2324,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
751,3454,晶睿,M2300,M2326,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
752,3455,由田,M2300,M2326,23H,23H2,電子設備,電機設備,電子設備:電機設備類
753,3465,進泰電子,M2300,M2328,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
754,3466,致振,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
755,3479,安勤,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
756,3481,群創,M2300,M2326,23C,23C8A,光電/ IO,LCD 面板,光電/ IO:LCD 面板類
757,3483,力致,M2300,M2325,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
758,3484,崧騰,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
759,3489,森寶,M2500,M2500,25A,25A,建設,,建設類
760,3490,單井,M2300,M2326,23H,23H2,電子設備,電機設備,電子設備:電機設備類
761,3491,昇達科,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
762,3492,長盛,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
763,3494,誠研,M2300,M2325,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
764,3498,陽程,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
765,3499,環天科,M2300,M2327,23K,23K5,通訊設備,衛星通訊,通訊設備:衛星通訊類
766,3501,維熹,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
767,3504,揚明光,M2300,M2326,23C,23CZ1,光電/ IO,光學投影,光電/ IO:光學投影類
768,3508,位速,M2300,M2331,23D,23D4,電子零組件,機殼,電子零組件:機殼類
769,3511,矽瑪,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
770,3512,皇龍,M2500,M2500,25A,25A,建設,,建設類
771,3515,華擎,M2300,M2325,23B,23B1,主機板,主機板,主機板:主機板類
772,3516,亞帝歐,M2300,M2326,15C,15C4,家電製品,照明,家電製品:照明類
773,3518,柏騰,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
774,3520,華盈,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
775,3521,鴻翊,M2300,M2325,23B,23B5A,主機板,POS,主機板:POS類
776,3522,御頂,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
777,3523,迎輝,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
778,3526,凡甲,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
779,3527,聚積,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
780,3528,安馳,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
781,3529,力旺,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
782,3530,晶相光,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
783,3531,先益,M2300,M2326,23C,23C8B,光電/ IO,背光模組,光電/ IO:背光模組類
784,3532,台勝科,M2300,M2324,23G,23G3C,半導體,晶圓材料,半導體:晶圓材料類
785,3533,嘉澤,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
786,3535,晶彩科,M2300,M2326,23H,23H2,電子設備,電機設備,電子設備:電機設備類
787,3536,誠創,M2300,M2324,23D,23D1,電子零組件,二極體整流,電子零組件:二極體整流類
788,3537,堡達,M2300,M2328,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
789,3540,曜越,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
790,3541,西柏,M2300,M2331,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
791,3543,州巧,M2300,M2326,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
792,3545,敦泰,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
793,3546,宇峻,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
794,3548,兆利,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
795,3550,聯穎,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
796,3551,世禾,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
797,3552,同致,M2300,M2331,15D,15D,汽車組件,,汽車組件類
798,3555,重鵬,M2300,M2324,17C,17C2,藥,機能性食品,藥:機能性食品類
799,3556,禾瑞亞,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
800,3557,嘉威,M9900,M9900,99B,99B,家用五金及家具,,家用五金及家具類
801,3558,神準,M2300,M2327,23E,230,網路設備,,網路設備類
802,3563,牧德,M2300,M2326,23H,23H2,電子設備,電機設備,電子設備:電機設備類
803,3564,其陽,M2300,M2327,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
804,3567,逸昌,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
805,3570,大塚,M2300,M2330,23X,23X9,軟體服務,其他軟體,軟體服務:其他軟體類
806,3576,聯合再生,M2300,M2326,23C,23C7C,光電/ IO,太陽能電池,光電/ IO:太陽能電池類
807,3577,泓格,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
808,3580,友威科,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
809,3581,博磊,M2300,M2324,23H,23H2,電子設備,電機設備,電子設備:電機設備類
810,3583,辛耘,M2300,M2324,23H,23H2,電子設備,電機設備,電子設備:電機設備類
811,3587,閎康,M2300,M2331,23Z,23Z,其他電子,,其他電子類
812,3588,通嘉,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
813,3591,艾笛森,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
814,3592,瑞鼎,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
815,3593,力銘,M2300,M2328,23D,23D4,電子零組件,機殼,電子零組件:機殼類
816,3594,磐儀,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
817,3596,智易,M2300,M2327,23E,230,網路設備,,網路設備類
818,3597,映興,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
819,3605,宏致,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
820,3607,谷崧,M2300,M2328,23D,23D4,電子零組件,機殼,電子零組件:機殼類
821,3609,三一東林,M2300,M2328,15C,15C4,家電製品,照明,家電製品:照明類
822,3611,鼎翰,M2300,M2325,23B,23B5A,主機板,POS,主機板:POS類
823,3615,安可,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
824,3617,碩天,M2300,M2331,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
825,3622,洋華,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
826,3623,富晶通,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
827,3624,光頡,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
828,3625,西勝,M2300,M2325,23D,23D7,電子零組件,3C二次電池,電子零組件:3C二次電池類
829,3628,盈正,M2300,M2331,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
830,3629,地心引力,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
831,3630,新鉅科,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
832,3631,晟楠,M2300,M2328,23B,23B3X,主機板,PCB上-其他,主機板:PCB上-其他類
833,3632,研勤,M2300,M2327,23K,23K5,通訊設備,衛星通訊,通訊設備:衛星通訊類
834,3645,達邁,M2300,M2328,23B,23B2C,主機板,軟板,主機板:軟板類
835,3646,艾恩特,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
836,3652,精聯,M2300,M2325,23B,23B5A,主機板,POS,主機板:POS類
837,3653,健策,M2300,M2328,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
838,3661,世芯-KY,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
839,3663,鑫科,M2300,M2331,99L,99L1,,貴金屬回收,貴金屬回收類
840,3664,安瑞-KY,M2300,M2327,23E,230,網路設備,,網路設備類
841,3665,貿聯-KY,M2300,M2331,23D,23D2,電子零組件,連接器,電子零組件:連接器類
842,3666,光耀,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
843,3669,圓展,M2300,M2327,23C,23CZ2,光電/ IO,其他光學,光電/ IO:其他光學類
844,3672,康聯訊,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
845,3673,TPK-KY,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
846,3675,德微,M2300,M2324,23D,23D1,電子零組件,二極體整流,電子零組件:二極體整流類
847,3679,新至陞,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
848,3680,家登,M2300,M2324,23H,23H2,電子設備,電機設備,電子設備:電機設備類
849,3682,亞太電,M2300,M2327,23K,23K3,通訊設備,電信業,通訊設備:電信業類
850,3684,榮昌,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
851,3685,元創精密,M1500,M1500,15D,15D,汽車組件,,汽車組件類
852,3686,達能,M2300,M2324,23C,23C7B,光電/ IO,矽晶圓,光電/ IO:矽晶圓類
853,3687,歐買尬,M3400,M3400,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
854,3689,湧德,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
855,3691,碩禾,M2300,M2326,23C,23C7F,光電/ IO,其他太陽能,光電/ IO:其他太陽能類
856,3693,營邦,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
857,3694,海華,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
858,3701,大眾控,M2300,M2325,23A,23A1,PC系統,PC,PC系統:PC類
859,3702,大聯大,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
860,3703,欣陸,M2500,M2500,25B,25B,營造,,營造類
861,3704,合勤控,M2300,M2327,23E,230,網路設備,,網路設備類
862,3705,永信,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
863,3706,神達,M2300,M2325,23A,23A1,PC系統,PC,PC系統:PC類
864,3707,漢磊,M2300,M2324,23G,23G1A,半導體,晶圓代工,半導體:晶圓代工類
865,3708,上緯投控,M1700,M1721,17F,17F,樹脂,,樹脂類
866,3709,鑫聯大投控,M2300,M2325,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
867,3710,連展投控,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
868,3711,日月光投控,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
869,3712,永崴投控,M2300,M2325,23C,23C2,光電/ IO,掃瞄器,光電/ IO:掃瞄器類
870,3713,新晶投控,M2300,M2326,23C,23C7E,光電/ IO,太陽能系統,光電/ IO:太陽能系統類
871,3714,富采,M2300,M2326,23C,23C6B,光電/ IO,磊晶及晶粒,光電/ IO:磊晶及晶粒類
872,3715,定穎投控,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
873,4102,永日,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
874,4104,佳醫,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
875,4105,東洋,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
876,4106,雃博,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
877,4107,邦特,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
878,4108,懷特,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
879,4109,加捷生醫,M1700,M1722,17C,17C2,藥,機能性食品,藥:機能性食品類
880,4111,濟生,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
881,4113,聯上,M2500,M2500,25A,25A,建設,,建設類
882,4114,健喬,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
883,4116,明基醫,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
884,4119,旭富,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
885,4120,友華,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
886,4121,優盛,M1700,M1722,17X,17X,藥局,,藥局類
887,4123,晟德,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
888,4126,太醫,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
889,4127,天良,M1700,M1722,17C,17C2,藥,機能性食品,藥:機能性食品類
890,4128,中天,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
891,4129,聯合,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
892,4130,健亞,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
893,4131,晶宇,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
894,4133,亞諾法,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
895,4137,麗豐-KY,M1700,M1722,17Z,17Z,其他化學,,其他化學類
896,4138,曜亞,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
897,4139,馬光-KY,M1700,M1722,17H,17H,生物科技,,生物科技類
898,4142,國光生,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
899,4147,中裕,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
900,4148,全宇生技-KY,M1700,M1722,17C,17C3,藥,農藥肥料,藥:農藥肥料類
901,4153,鈺緯,M1700,M1722,23C,23C1,光電/ IO,監視器,光電/ IO:監視器類
902,4154,樂威科-KY,M1700,M1722,20B,20B,金屬製品,,金屬製品類
903,4155,訊映,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
904,4157,太景*-KY,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
905,4160,創源,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
906,4161,聿新科,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
907,4162,智擎,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
908,4163,鐿鈦,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
909,4164,承業醫,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
910,4167,松瑞藥,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
911,4168,醣聯,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
912,4171,瑞基,M3300,M3300,17G,17G,醫療耗材,,醫療耗材類
913,4173,久裕,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
914,4174,浩鼎,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
915,4175,杏一,M1700,M1722,17X,17X,藥局,,藥局類
916,4183,福永生技,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
917,4188,安克,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
918,4190,佐登-KY,M1700,M1722,17Z,17Z,其他化學,,其他化學類
919,4192,杏國,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
920,4198,欣大健康,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
921,4205,中華食,M1200,M1200,12Z,12Z,其他食品,,其他食品類
922,4207,環泰,M1200,M1200,12Z,12Z,其他食品,,其他食品類
923,4303,信立,M1300,M1300,13A,13A6,石化,合成皮,石化:合成皮類
924,4304,勝昱,M1300,M1300,13A,13A8,石化,塑膠加工,石化:塑膠加工類
925,4305,世坤,M1300,M1300,13A,13A8,石化,塑膠加工,石化:塑膠加工類
926,4306,炎洲,M1300,M1300,13A,13A9,石化,膠帶,石化:膠帶類
927,4401,東隆興,M1400,M1400,14A,14A7,人纖,尼龍絲,人纖:尼龍絲類
928,4402,福大,M1400,M1400,14A,14A7,人纖,尼龍絲,人纖:尼龍絲類
929,4406,新昕纖,M1400,M1400,14A,14A2,人纖,加工絲,人纖:加工絲類
930,4413,飛寶企業,M1400,M1400,14C,14C2,成衣,織布,成衣:織布類
931,4416,三圓,M2500,M2500,25A,25A,建設,,建設類
932,4417,金洲,M1400,M1400,14Z,14Z,其他紡織,,其他紡織類
933,4419,元勝,M1400,M1400,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
934,4420,光明,M1400,M1400,14C,14C2,成衣,織布,成衣:織布類
935,4426,利勤,M1400,M1400,14C,14C2,成衣,織布,成衣:織布類
936,4430,耀億,M9900,M9900,14Z,14Z,其他紡織,,其他紡織類
937,4432,銘旺實,M1400,M1400,14C,14C1,成衣,成衣製造,成衣:成衣製造類
938,4433,興采,M1400,M1400,14C,14C2,成衣,織布,成衣:織布類
939,4438,廣越,M1400,M1400,14C,14C1,成衣,成衣製造,成衣:成衣製造類
940,4439,冠星-KY,M1400,M1400,14C,14C2,成衣,織布,成衣:織布類
941,4440,宜新實業,M1400,M1400,14A,14A2,人纖,加工絲,人纖:加工絲類
942,4502,健信,M1500,M1500,15D,15D,汽車組件,,汽車組件類
943,4503,金雨,M1500,M1500,15Z,15Z,其他電製品,,其他電製品類
944,4506,崇友,M1500,M1500,15B,15B1,電機製品,電機,電機製品:電機類
945,4510,高鋒,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
946,4513,福裕,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
947,4523,永彰,M1500,M1500,15D,15D,汽車組件,,汽車組件類
948,4526,東台,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
949,4527,方土霖,M1500,M1500,15C,15C2,家電製品,空調冷凍,家電製品:空調冷凍類
950,4528,江興鍛,M1500,M1500,15D,15D,汽車組件,,汽車組件類
951,4529,淳紳,M9900,M9900,22A,22A,汽車製造,,汽車製造類
952,4530,宏易,M1500,M1500,23K,23KX,通訊設備,網路服務,通訊設備:網路服務類
953,4532,瑞智,M1500,M1500,15C,15C1,家電製品,家電,家電製品:家電類
954,4533,協易機,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
955,4534,慶騰,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
956,4535,至興,M1500,M1500,15D,15D,汽車組件,,汽車組件類
957,4536,拓凱,M9900,M9900,99Z,99ZC,其他,其他製造業,其他:其他製造業類
958,4538,大詠城,M1500,M1500,15A,15A2,機械業,模具零件,機械業:模具零件類
959,4540,全球傳動,M1500,M1500,15A,15A2,機械業,模具零件,機械業:模具零件類
960,4541,晟田,M9900,M9900,22B,22B3,機車船製造,航空器製造,機車船製造:航空器製造類
961,4542,科嶠,M2300,M2328,23H,23H2,電子設備,電機設備,電子設備:電機設備類
