st_code,st_name,rev_period,rev,new_industry_name,minor_industry_name,mom,yoy
3036,文曄,* 2023/02,30622.0,M2329 電子通路業,M23T2 零組件代理,-0.046610301415856294,-0.0466
3037,欣興,* 2023/02,9061.0,M2328 電子零組件,M23B2D 硬板及其他,0.12254315925097711,0.1225
3041,揚智,* 2023/03,191.0,M2324 半導體,M23G5 IC設計,0.15379968587652537,-0.2817
3042,晶技,* 2023/03,943.0,M2328 電子零組件,M23D6 石英元件,0.16114415179835742,-0.1721
3044,健鼎,* 2023/03,4924.0,M2328 電子零組件,M23B2D 硬板及其他,0.060322532715170775,-0.1158
3045,台灣大,* 2023/03,13402.0,M2327 通信網路業,M23K3 電信及IDC,-0.024278729247175897,0.002
3060,銘異,* 2023/03,267.0,M2325 電腦及週邊,M23C4B 硬碟磁碟,0.483250930503861,-0.2912
3062,建漢,* 2023/03,456.0,M2327 通信網路業,M23E2 網路卡,0.38610249863213564,0.8705
3078,僑威,* 2023/03,562.0,M2328 電子零組件,M23D3 電源供應器,-0.23030568642489313,0.0451
3081,聯亞,* 2023/03,207.0,M2327 通信網路業,M23G3A 化合物SEMI,1.1805540924892024,0.2154
3105,穩懋,* 2023/03,1293.0,M2324 半導體,M23G3A 化合物SEMI,0.5076079986008278,-0.3004
3149,正達,* 2023/03,174.0,M2326 光電業,M23C8E 觸控面板,0.5671440151310456,0.0943
3152,璟德,* 2023/03,122.0,M2327 通信網路業,M23D5 被動元件,0.16124119550732913,-0.1291
3189,景碩,* 2023/03,3038.0,M2324 半導體,M23B2A IC載板,0.43994691439946904,-0.1888
3211,順達,* 2023/03,1603.0,M2325 電腦及週邊,M23D7 二次電池,0.4677605435200614,-0.0559
3227,原相,* 2023/03,412.0,M2324 半導體,M23G5 IC設計,0.15289903738526972,-0.1697
3231,緯創,* 2023/03,75280.0,M2325 電腦及週邊,M23A1 EMS,0.21288636988329676,-0.2064
3260,威剛,* 2023/03,2999.0,M2324 半導體,M23G3B 記憶體模組,0.2029490100439624,-0.0785
3264,欣銓,* 2023/03,1079.0,M2324 半導體,M23G2 IC封測,0.022332130032309043,-0.0253
3293,鈊象,* 2023/03,1015.0,M3200 文化創意業,M23X2 遊戲軟體,-0.04137663981261978,0.0023
3324,雙鴻,* 2023/03,1113.0,M2331 其他電子業,M23D9B 散熱零組件,0.12511751564348025,-0.1651
3374,精材,* 2023/03,514.0,M2324 半導體,M23G2 IC封測,0.24784540312204115,-0.227
3376,新日興,* 2023/02,649.0,M2328 電子零組件,M23D9A 沖壓零組件,0.24174878025447247,0.2417
3380,明泰,* 2023/03,2815.0,M2327 通信網路業,M23E2 網路卡,0.1782038564725874,-0.0215
3406,玉晶光,* 2023/03,1020.0,M2326 光電業,M23U1 光學鏡頭,0.09988461994673108,-0.1746
3443,創意,* 2023/03,2064.0,M2324 半導體,M23G5 IC設計,-0.08218532385873487,0.3695
