,st_code,st_name,rev_period,rev,Year,month,mom,yoy,yoy年成長大於10,yoy成長,yoy衰退,yoy近五月大於10,yoy連續大於10,yoy近五月成長,yoy連續成長,yoy近五月衰退,yoy連續衰退
85,1101,台泥,* 2023/02,4947557.0,2023,02,-0.390820612743061,-0.0932,0,0,1,0.0,0,2.0,0,3.0,2
182,1102,亞泥,* 2023/02,3488744.0,2023,02,-0.5251533394963126,-0.1492,0,1,0,0.0,0,2.0,1,3.0,0
279,1103,嘉泥,* 2023/02,152973.0,2023,02,-0.14393880040740037,0.1411,0,0,1,0.0,0,3.0,0,2.0,2
376,1104,環泥,* 2023/02,448348.0,2023,02,-0.24822640332535753,0.2871,0,1,0,0.0,0,3.0,1,2.0,0
473,1108,幸福,* 2023/02,301904.0,2023,02,-0.18202261803482114,0.4333,0,1,0,0.0,0,2.0,1,3.0,0
570,1109,信大,* 2023/02,166206.0,2023,02,-0.7020543525025097,-0.085,0,1,0,0.0,0,2.0,1,3.0,0
667,1110,東泥,* 2023/02,110034.0,2023,02,-0.30933490672625474,0.1298,0,1,0,0.0,0,2.0,1,3.0,0
764,1201,味全,* 2023/02,1316444.0,2023,02,-0.15836514505313107,0.019,0,1,0,0.0,0,2.0,2,3.0,0
861,1203,味王,* 2023/02,492835.0,2023,02,-0.12852156260830816,0.0863,0,1,0,0.0,0,3.0,1,2.0,0
958,1210,大成,* 2023/02,7360186.0,2023,02,-0.24652774258762247,-0.0208,0,1,0,0.0,0,2.0,1,3.0,0
1055,1213,大飲,* 2023/02,31056.0,2023,02,-0.12871731567725284,0.2666,0,1,0,0.0,0,3.0,1,2.0,0
1151,1215,卜蜂,* 2023/02,2010830.0,2023,02,-0.20022988871477096,-0.0186,0,1,0,0.0,0,2.0,1,3.0,0
1248,1216,統一,* 2023/02,35772269.0,2023,02,-0.2627027060227226,0.0486,0,1,0,0.0,0,2.0,1,3.0,0
1345,1217,愛之味,* 2023/02,319267.0,2023,02,-0.2553191985631983,0.0204,0,1,0,0.0,0,3.0,1,2.0,0
1442,1218,泰山,* 2023/02,693460.0,2023,02,-0.2814303004177996,-0.0685,0,0,1,0.0,0,2.0,0,3.0,2
1539,1219,福壽,* 2023/02,1258196.0,2023,02,-0.14959750731651267,0.1128,0,1,0,0.0,0,2.0,1,3.0,0
1636,1220,台榮,* 2023/02,197486.0,2023,02,-0.2983763811418624,-0.0495,0,1,0,0.0,0,2.0,1,3.0,0
1732,1225,福懋油,* 2023/02,1061964.0,2023,02,-0.16409089835724913,0.1362,0,1,0,0.0,0,2.0,1,3.0,0
1828,1227,佳格,* 2023/02,1455001.0,2023,02,-0.5796496851997212,0.1095,0,1,0,0.0,0,2.0,1,3.0,0
1925,1229,聯華,* 2023/02,720882.0,2023,02,-0.15948203492276697,0.1201,0,1,0,0.0,0,2.0,1,3.0,0
2022,1231,聯華食,* 2023/02,740861.0,2023,02,-0.30738516423006235,0.0739,0,1,0,0.0,0,3.0,1,2.0,0
2118,1232,大統益,* 2023/02,1678106.0,2023,02,-0.18750030261038986,0.1439,0,1,0,0.0,0,2.0,1,3.0,0
2214,1233,天仁,* 2023/02,153237.0,2023,02,-0.18847510406405898,0.1627,0,1,0,0.0,0,4.0,2,1.0,0
2310,1234,黑松,* 2023/02,645354.0,2023,02,-0.27978706783027923,0.3859,0,1,0,0.0,0,2.0,1,3.0,0
2406,1235,興泰,* 2023/02,1259.0,2023,02,-0.358634742740703,0.838,0,1,0,0.0,0,3.0,1,2.0,0
2502,1236,宏亞,* 2023/02,115304.0,2023,02,-0.6522274166792339,0.1888,0,1,0,0.0,0,3.0,1,2.0,0
2584,1240,茂生農經,* 2023/02,221653.0,2023,02,-0.19263859546878415,0.0471,0,1,0,0.0,0,2.0,1,3.0,0
2681,1256,鮮活果汁-KY,* 2023/02,128676.0,2023,02,-0.6511635472467414,-0.2604,0,1,0,0.0,0,3.0,1,2.0,0
2778,1258,其祥-KY,* 2023/02,208541.0,2023,02,-0.1117183273771239,0.2272,0,1,0,0.0,0,4.0,1,1.0,0
2875,1259,安心,* 2023/02,449887.0,2023,02,-0.07017402447089947,0.0857,0,1,0,0.0,0,3.0,2,2.0,0
2971,1260,富味鄉,* 2023/02,259314.0,2023,02,-0.3922261649736794,-0.5141,0,0,1,0.0,0,2.0,0,3.0,1
3068,1264,德麥,* 2023/02,278349.0,2023,02,-0.46975890945388876,0.036,0,1,0,0.0,0,3.0,1,2.0,0
3165,1268,漢來美食,* 2023/02,400714.0,2023,02,-0.03887998771958438,0.2835,0,0,1,0.0,0,2.0,0,3.0,1
3262,1269,乾杯,* 2023/02,299304.0,2023,02,-0.0911177917463788,-0.0566,0,0,1,0.0,0,1.0,0,4.0,1
3359,1271,晨暉生技,* 2023/02,16944.0,2023,02,-0.3813800657174151,-0.2992,0,1,0,0.0,0,3.0,3,2.0,0
3425,1293,利統,* 2023/02,24145.0,2023,02,-0.34676153887776634,-0.1014,0,0,1,0.0,0,1.0,0,4.0,4
3471,1294,漢田生技,* 2023/02,14339.0,2023,02,-0.30497794580970383,0.2929,0,1,0,0.0,0,2.0,1,3.0,0
3568,1301,台塑,* 2023/02,16212273.0,2023,02,-0.24178403920544683,-0.2127,0,1,0,0.0,0,2.0,1,3.0,0
3665,1303,南亞,* 2023/02,24320860.0,2023,02,-0.21843005310406463,-0.1845,0,1,0,0.0,0,1.0,1,4.0,0
3762,1304,台聚,* 2023/02,4526449.0,2023,02,-0.19457543602670058,-0.1412,0,1,0,0.0,0,2.0,1,3.0,0
3859,1305,華夏,* 2023/02,1409228.0,2023,02,-0.14514372789274108,-0.1034,0,1,0,0.0,0,3.0,1,2.0,0
3956,1307,三芳,* 2023/02,916739.0,2023,02,-0.05228003432198571,0.2075,0,1,0,0.0,0,2.0,1,3.0,0
4053,1308,亞聚,* 2023/02,636463.0,2023,02,-0.12634487567707062,-0.048,0,1,0,0.0,0,3.0,1,2.0,0
4150,1309,台達化,* 2023/02,1091808.0,2023,02,-0.23899325916627226,-0.2286,0,1,0,0.0,0,2.0,1,3.0,0
4247,1310,台苯,* 2023/02,852622.0,2023,02,-0.1446863278738189,-0.2396,0,0,1,0.0,0,2.0,0,3.0,2
4343,1312,國喬,* 2023/02,1296259.0,2023,02,-0.16864586900835934,0.0909,0,1,0,0.0,0,3.0,3,2.0,0
4439,1313,聯成,* 2023/02,3250159.0,2023,02,-0.43445703832505855,-0.3361,0,1,0,0.0,0,3.0,1,2.0,0
4536,1314,中石化,* 2023/02,1854306.0,2023,02,-0.19305866461497756,-0.1695,0,1,0,0.0,0,3.0,3,2.0,0
4633,1315,達新,* 2023/02,182665.0,2023,02,-0.15763187869788375,0.359,0,1,0,0.0,0,2.0,2,3.0,0
4730,1316,上曜,* 2023/02,104949.0,2023,02,-0.3121300902530625,0.1583,0,1,0,0.0,0,3.0,1,2.0,0
4827,1319,東陽,* 2023/02,1673296.0,2023,02,-0.06753569820472469,0.2038,0,1,0,0.0,0,1.0,1,4.0,0
4924,1321,大洋,* 2023/02,431309.0,2023,02,-0.12992195080621247,-0.1384,0,1,0,0.0,0,2.0,1,3.0,0
5020,1323,永裕,* 2023/02,241572.0,2023,02,-0.24295832027577563,-0.0569,0,1,0,0.0,0,1.0,1,4.0,0
5117,1324,地球,* 2023/02,68035.0,2023,02,-0.0936642421335891,-0.0062,0,1,0,0.0,0,4.0,2,1.0,0
5213,1325,恒大,* 2023/02,37617.0,2023,02,-0.4535192852473306,-0.0624,0,1,0,0.0,0,2.0,1,3.0,0
5310,1326,台化,* 2023/02,28802855.0,2023,02,-0.060643568877092435,0.0029,0,1,0,0.0,0,2.0,1,3.0,0
5407,1336,台翰,* 2023/02,148111.0,2023,02,-0.28387212192126565,0.0123,0,1,0,0.0,0,1.0,1,4.0,0
5504,1337,再生-KY,* 2023/02,25620.0,2023,02,-0.5991488562756203,-0.4619,0,0,1,0.0,0,1.0,0,4.0,2
5600,1338,廣華-KY,* 2023/02,379836.0,2023,02,-0.38287719640289525,-0.3365,0,0,1,0.0,0,1.0,0,4.0,1
5696,1339,昭輝,* 2023/02,144421.0,2023,02,-0.22294141701101927,0.1847,0,1,0,0.0,0,3.0,1,2.0,0
5791,1340,勝悅-KY,* 2023/02,13793.0,2023,02,-0.681983768329798,-0.6993,0,0,1,0.0,0,4.0,0,1.0,1
5853,1341,富林-KY,* 2023/02,203919.0,2023,02,-0.11764629523858976,0.1155,0,1,0,0.0,0,3.0,2,2.0,0
5907,1342,八貫,* 2023/02,183419.0,2023,02,-0.16331464595088974,-0.0212,0,0,1,0.0,0,2.0,0,3.0,1
5973,1343,旭東環保,* 2023/02,23518.0,2023,02,0.4611083499005964,0.4528,0,1,0,0.0,0,2.0,1,3.0,0
6070,1402,遠東新,* 2023/02,19470871.0,2023,02,-0.078651662531116,0.0016,0,1,0,0.0,0,2.0,2,3.0,0
6167,1409,新纖,* 2023/02,3088792.0,2023,02,-0.10252999564745678,-0.1591,0,1,0,0.0,0,3.0,3,2.0,0
6263,1410,南染,* 2023/02,27304.0,2023,02,0.031390473312431534,0.0657,0,1,0,0.0,0,3.0,1,2.0,0
6360,1413,宏洲,* 2023/02,231212.0,2023,02,-0.1235163668757937,-0.1207,0,0,1,0.0,0,2.0,0,3.0,1
6456,1414,東和,* 2023/02,65423.0,2023,02,0.14562137741432749,-0.0132,0,1,0,0.0,0,3.0,1,2.0,0
6553,1416,廣豐,* 2023/02,16203.0,2023,02,-0.1436046511627907,-0.1123,0,0,1,0.0,0,3.0,0,2.0,1
6650,1417,嘉裕,* 2023/02,128306.0,2023,02,-0.12999315147446722,0.0484,0,1,0,0.0,0,2.0,1,3.0,0
6747,1418,東華,* 2023/02,1846.0,2023,02,-0.13657623947614594,6.5347,0,1,0,0.0,0,3.0,1,2.0,0
6844,1419,新紡,* 2023/02,213712.0,2023,02,-0.1260259519320817,0.0978,0,1,0,0.0,0,3.0,2,2.0,0
6941,1423,利華,* 2023/02,15630.0,2023,02,0.10101437024513947,0.2624,0,1,0,0.0,0,3.0,2,2.0,0
7037,1432,大魯閣,* 2023/02,97642.0,2023,02,0.005561162488929168,0.0274,0,0,1,0.0,0,2.0,0,3.0,1
7133,1434,福懋,* 2023/02,2731805.0,2023,02,-0.05060246909632937,0.0233,0,1,0,0.0,0,1.0,1,4.0,0
7230,1435,中福,* 2023/02,1080.0,2023,02,-0.05013192612137203,-0.1052,0,0,1,0.0,0,3.0,0,2.0,1
7326,1436,華友聯,* 2023/02,102534.0,2023,02,-0.34464641816229485,23.326,1,1,0,1.0,1,1.0,1,4.0,0
7423,1437,勤益控,* 2023/02,52365.0,2023,02,-0.45363201936520525,-0.1223,0,1,0,0.0,0,2.0,1,3.0,0
7591,1440,南紡,* 2023/02,1796724.0,2023,02,0.013547062715877226,-0.0765,0,0,1,0.0,0,1.0,0,4.0,1
7687,1441,大東,* 2023/02,110623.0,2023,02,-0.2558657338894121,0.1498,0,1,0,0.0,0,4.0,4,1.0,0
7783,1442,名軒,* 2023/02,83838.0,2023,02,-0.3562115092224287,1.4433,0,0,1,1.0,0,2.0,0,3.0,2
7879,1444,力麗,* 2023/02,868175.0,2023,02,-0.13503574730600013,0.0681,0,1,0,0.0,0,2.0,2,3.0,0
7976,1445,大宇,* 2023/02,129494.0,2023,02,-0.008088854844887016,0.4411,0,1,0,0.0,0,2.0,1,3.0,0
8073,1446,宏和,* 2023/02,14740.0,2023,02,-0.04428451014718278,1.3308,0,1,0,0.0,0,2.0,1,3.0,0
8170,1447,力鵬,* 2023/02,2244780.0,2023,02,0.18072303098426198,0.2379,0,0,1,0.0,0,3.0,0,2.0,1
8267,1449,佳和,* 2023/02,180983.0,2023,02,0.036931997226949016,0.2419,0,1,0,0.0,0,3.0,1,2.0,0
8364,1451,年興,* 2023/02,600598.0,2023,02,-0.12578619098564078,-0.0644,0,0,1,0.0,0,2.0,0,3.0,1
8460,1452,宏益,* 2023/02,148275.0,2023,02,-0.1117161805143689,0.0087,0,1,0,0.0,0,2.0,1,3.0,0
8552,1453,大將,* 2023/02,507.0,2023,02,-0.9740664961636829,-0.9931,0,0,1,0.0,0,1.0,0,4.0,1
8649,1454,台富,* 2023/02,151063.0,2023,02,-0.005896327298810863,0.2539,0,1,0,0.0,0,1.0,1,4.0,0
8746,1455,集盛,* 2023/02,716954.0,2023,02,-0.15409846123351448,-0.0674,0,1,0,0.0,0,2.0,1,3.0,0
8843,1456,怡華,* 2023/02,70491.0,2023,02,0.7794915810466261,1.2362,0,1,0,0.0,0,3.0,1,2.0,0
8940,1457,宜進,* 2023/02,330580.0,2023,02,-0.1321172788944196,-0.1067,0,0,1,0.0,0,2.0,0,3.0,1
9036,1459,聯發,* 2023/02,171589.0,2023,02,-0.028281318133682176,-0.0325,0,0,1,0.0,0,3.0,0,2.0,1
9132,1460,宏遠,* 2023/02,670965.0,2023,02,-0.2096773053655227,-0.1699,0,1,0,0.0,0,3.0,2,2.0,0
9229,1463,強盛,* 2023/02,60019.0,2023,02,0.30868693035628625,0.6262,0,1,0,0.0,0,2.0,1,3.0,0
9326,1464,得力,* 2023/02,825967.0,2023,02,-0.17364543971122456,-0.0389,0,1,0,0.0,0,1.0,1,4.0,0
9423,1465,偉全,* 2023/02,34596.0,2023,02,-0.22933327393018646,0.1309,0,1,0,0.0,0,2.0,1,3.0,0
9519,1466,聚隆,* 2023/02,211850.0,2023,02,-0.14349708704107253,0.0024,0,1,0,0.0,0,3.0,1,2.0,0
9616,1467,南緯,* 2023/02,453290.0,2023,02,-0.038910868836956845,-0.0803,0,1,0,0.0,0,3.0,2,2.0,0
9713,1468,昶和,* 2023/02,65535.0,2023,02,-0.5000038147263697,-0.2142,0,0,1,0.0,0,2.0,0,3.0,3
9809,1470,大統新創,* 2023/02,65870.0,2023,02,-0.13591583476538416,-0.1503,0,1,0,0.0,0,2.0,2,3.0,0
9906,1471,首利,* 2023/02,8024.0,2023,02,-0.7245451424648129,-0.3472,0,1,0,0.0,0,3.0,1,2.0,0
10003,1473,台南,* 2023/02,662842.0,2023,02,-0.19334515411023503,-0.125,0,0,1,0.0,0,2.0,0,3.0,1
10099,1474,弘裕,* 2023/02,192241.0,2023,02,-0.30219279618719896,-0.1848,0,1,0,0.0,0,2.0,1,3.0,0
10196,1475,業旺,* 2023/02,49685.0,2023,02,-0.3207885059671091,-0.3451,0,0,1,0.0,0,0.0,0,5.0,8
10293,1476,儒鴻,* 2023/02,2503833.0,2023,02,-0.26851839679154976,-0.0968,0,1,0,0.0,0,1.0,1,4.0,0
10390,1477,聚陽,* 2023/02,2143786.0,2023,02,-0.20167084925154757,-0.1618,0,1,0,0.0,0,4.0,2,1.0,0
10487,1503,士電,* 2023/02,1980971.0,2023,02,-0.3388090712317657,-0.0179,0,0,1,0.0,0,2.0,0,3.0,1
10584,1504,東元,* 2023/02,3917385.0,2023,02,-0.15980009625852878,-0.0278,0,1,0,0.0,0,2.0,1,3.0,0
10681,1506,正道,* 2023/02,83173.0,2023,02,-0.16780397022332505,-0.0185,0,1,0,0.0,0,4.0,2,1.0,0
10778,1512,瑞利,* 2023/02,45844.0,2023,02,-0.3408103988726886,0.1976,0,0,1,0.0,0,3.0,0,2.0,1
10875,1513,中興電,* 2023/02,1042766.0,2023,02,-0.24495242784527826,-0.2734,0,0,1,0.0,0,2.0,0,3.0,1
10972,1514,亞力,* 2023/02,544347.0,2023,02,0.08589023142246718,0.1463,0,0,1,0.0,0,2.0,0,3.0,2
11069,1515,力山,* 2023/02,289047.0,2023,02,-0.3021660719545347,-0.269,0,1,0,0.0,0,4.0,4,1.0,0
11163,1516,川飛,* 2023/02,135156.0,2023,02,0.13940313606474455,-0.0973,0,1,0,0.0,0,3.0,1,2.0,0
11257,1517,利奇,* 2023/02,252281.0,2023,02,-0.37437289984996713,-0.159,0,1,0,0.0,0,2.0,1,3.0,0
11354,1519,華城,* 2023/02,379398.0,2023,02,0.0,-0.2775,0,1,0,0.0,0,1.0,1,4.0,0
11451,1521,大億,* 2023/02,369457.0,2023,02,-0.0888875736434682,0.0542,0,1,0,0.0,0,3.0,2,2.0,0
11548,1522,堤維西,* 2023/02,1450364.0,2023,02,-0.10117654349678519,0.0585,0,0,1,0.0,0,2.0,0,3.0,2
11644,1524,耿鼎,* 2023/02,184844.0,2023,02,-0.10177900665244498,0.5954,0,1,0,0.0,0,2.0,1,3.0,0
11741,1525,江申,* 2023/02,92537.0,2023,02,-0.1789450334945211,-0.0424,0,0,1,0.0,0,2.0,0,3.0,1
11837,1526,日馳,* 2023/02,113595.0,2023,02,-0.26420960585549114,-0.1618,0,1,0,0.0,0,3.0,2,2.0,0
11934,1527,鑽全,* 2023/02,287904.0,2023,02,-0.24098967876303337,0.0931,0,1,0,0.0,0,2.0,1,3.0,0
12031,1528,恩德,* 2023/02,253594.0,2023,02,0.02469260514863647,0.2724,0,1,0,0.0,0,4.0,2,1.0,0
12128,1530,亞崴,* 2023/02,153759.0,2023,02,-0.2896622455060774,-0.1767,0,1,0,0.0,0,3.0,3,2.0,0
12224,1531,高林股,* 2023/02,113614.0,2023,02,-0.44074112359771794,-0.3689,0,0,1,0.0,0,2.0,0,3.0,1
12320,1532,勤美,* 2023/02,711442.0,2023,02,-0.430733913021213,-0.4133,0,1,0,0.0,0,3.0,2,2.0,0
12417,1533,車王電,* 2023/02,198069.0,2023,02,-0.30249043899621786,-0.0603,0,1,0,0.0,0,4.0,2,1.0,0
12514,1535,中宇,* 2023/02,716346.0,2023,02,-0.04923789956519662,0.1775,0,1,0,0.0,0,1.0,1,4.0,0
12611,1536,和大,* 2023/02,528477.0,2023,02,-0.21451683623040851,0.2149,0,0,1,0.0,0,2.0,0,3.0,1
12707,1537,廣隆,* 2023/02,526454.0,2023,02,-0.2238957791867958,0.3285,0,1,0,0.0,0,2.0,1,3.0,0
12804,1538,正峰,* 2023/02,16398.0,2023,02,-0.3553738501454517,0.234,0,1,0,0.0,0,2.0,1,3.0,0
12901,1539,巨庭,* 2023/02,151273.0,2023,02,-0.281213175200517,-0.3114,0,1,0,0.0,0,2.0,2,3.0,0
12997,1540,喬福,* 2023/02,41751.0,2023,02,-0.13399431664972725,1.5876,0,1,0,0.0,0,3.0,1,2.0,0
13094,1541,錩泰,* 2023/02,231850.0,2023,02,-0.30943381614885374,-0.3942,0,1,0,0.0,0,4.0,4,1.0,0
13190,1558,伸興,* 2023/02,459548.0,2023,02,-0.26758839420188224,0.0621,0,1,0,0.0,0,2.0,1,3.0,0
13286,1560,中砂,* 2023/02,541291.0,2023,02,-0.007595786107943399,0.02,0,1,0,0.0,0,1.0,1,4.0,0
13383,1563,巧新,* 2023/02,529660.0,2023,02,-0.05694878437447142,-0.0393,0,1,0,0.0,0,2.0,1,3.0,0
13480,1565,精華,* 2023/02,387486.0,2023,02,-0.11617223745375418,0.0524,0,1,0,0.0,0,3.0,1,2.0,0
13577,1568,倉佑,* 2023/02,131813.0,2023,02,-0.13120880569470075,-0.0579,0,1,0,0.0,0,3.0,2,2.0,0
13673,1569,濱川,* 2023/02,232843.0,2023,02,-0.4466829684444159,-0.4339,0,0,1,0.0,0,2.0,0,3.0,1
13769,1570,力肯,* 2023/02,36630.0,2023,02,-0.28104575163398693,0.169,0,1,0,0.0,0,3.0,1,2.0,0
13866,1580,新麥,* 2023/02,131675.0,2023,02,-0.5455769025030801,-0.3909,0,0,1,0.0,0,3.0,0,2.0,1
13962,1582,信錦,* 2023/02,453650.0,2023,02,-0.40207484575732133,-0.3839,0,0,1,0.0,0,1.0,0,4.0,1
14058,1583,程泰,* 2023/02,335154.0,2023,02,-0.2678822247027548,-0.1093,0,1,0,0.0,0,1.0,1,4.0,0
14154,1584,精剛,* 2023/02,121832.0,2023,02,-0.061473515545558195,0.5222,0,1,0,0.0,0,3.0,1,2.0,0
14251,1585,鎧鉅,* 2023/02,11382.0,2023,02,-0.0403035413153457,0.0328,0,1,0,0.0,0,3.0,1,2.0,0
14348,1586,和勤,* 2023/02,140344.0,2023,02,-0.3759909651544861,-0.2601,0,0,1,0.0,0,1.0,0,4.0,4
14444,1587,吉茂,* 2023/02,156855.0,2023,02,-0.1805030197906,-0.0763,0,0,1,0.0,0,2.0,0,3.0,2
14540,1589,永冠-KY,* 2023/02,388951.0,2023,02,-0.49453141447667665,-0.1559,0,0,1,0.0,0,1.0,0,4.0,4
14636,1590,亞德客-KY,* 2023/02,1200119.0,2023,02,-0.39262189755458393,-0.3016,0,0,1,0.0,0,1.0,0,4.0,4
14732,1591,駿吉-KY,* 2023/02,60654.0,2023,02,0.09669836907387987,-0.0669,0,1,0,0.0,0,3.0,2,2.0,0
14829,1593,祺驊,* 2023/02,50934.0,2023,02,-0.26329948798056063,-0.0851,0,0,1,0.0,0,3.0,0,2.0,2
14925,1594,日高,* 2023/02,32576.0,2023,02,-0.22880613621836604,-0.2192,0,1,0,0.0,0,3.0,1,2.0,0
15022,1595,川寶,* 2023/02,94725.0,2023,02,-0.3694878024428396,-0.404,0,0,1,0.0,0,2.0,0,3.0,1
15119,1597,直得,* 2023/02,109444.0,2023,02,-0.13099680805450128,-0.0718,0,1,0,0.0,0,3.0,2,2.0,0
15216,1598,岱宇,* 2023/02,558357.0,2023,02,-0.1978493696799914,-0.2157,0,0,1,0.0,0,3.0,0,2.0,1
15312,1599,宏佳騰,* 2023/02,173224.0,2023,02,-0.32503380208150684,-0.1122,0,1,0,0.0,0,2.0,1,3.0,0
15409,1603,華電,* 2023/02,243039.0,2023,02,-0.1503024158305073,0.6627,0,1,0,0.0,0,3.0,1,2.0,0
15506,1604,聲寶,* 2023/02,589541.0,2023,02,-0.3103444645393141,-0.0686,0,1,0,0.0,0,3.0,2,2.0,0
15602,1605,華新,* 2023/02,10066735.0,2023,02,-0.2938209424536254,-0.2273,0,0,1,0.0,0,2.0,0,3.0,1
15699,1608,華榮,* 2023/02,694307.0,2023,02,-0.1466309901463483,-0.2265,0,0,1,0.0,0,2.0,0,3.0,1
15796,1609,大亞,* 2023/02,1535252.0,2023,02,-0.3040293936983066,-0.1471,0,1,0,0.0,0,2.0,1,3.0,0
15893,1611,中電,* 2023/02,123068.0,2023,02,-0.18314626877559553,0.2124,0,1,0,0.0,0,2.0,1,3.0,0
15990,1612,宏泰,* 2023/02,484963.0,2023,02,-0.0753345256390212,0.0227,0,1,0,0.0,0,3.0,1,2.0,0
16087,1614,三洋電,* 2023/02,442303.0,2023,02,-0.19978036173373112,-0.0404,0,1,0,0.0,0,2.0,1,3.0,0
16184,1615,大山,* 2023/02,217193.0,2023,02,-0.27151400502443457,-0.0043,0,1,0,0.0,0,4.0,1,1.0,0
16281,1616,億泰,* 2023/02,239212.0,2023,02,-0.004651936920068239,-0.0481,0,0,1,0.0,0,1.0,0,4.0,1
16378,1617,榮星,* 2023/02,191013.0,2023,02,-0.34113227852685823,-0.2479,0,1,0,0.0,0,2.0,1,3.0,0
16475,1618,合機,* 2023/02,247540.0,2023,02,0.12030847630987025,0.7798,0,1,0,0.0,0,2.0,1,3.0,0
16572,1626,艾美特-KY,* 2023/02,372016.0,2023,02,-0.42285698328529187,0.1788,0,1,0,0.0,0,3.0,1,2.0,0
16669,1701,中化,* 2023/02,565161.0,2023,02,-0.3274510993934504,0.0644,0,0,1,0.0,0,1.0,0,4.0,1
16765,1702,南僑,* 2023/02,1163341.0,2023,02,-0.35891643999276995,-0.081,0,1,0,0.0,0,3.0,1,2.0,0
16862,1707,葡萄王,* 2023/02,625024.0,2023,02,-0.0764520571425194,0.2922,0,1,0,0.0,0,2.0,1,3.0,0
16958,1708,東鹼,* 2023/02,533662.0,2023,02,-0.06460586025755406,-0.2166,0,1,0,0.0,0,1.0,1,4.0,0
17055,1709,和益,* 2023/02,848621.0,2023,02,-0.13811633414989863,0.0921,0,1,0,0.0,0,2.0,1,3.0,0
17152,1710,東聯,* 2023/02,1648884.0,2023,02,-0.11269272308415053,-0.2942,0,0,1,0.0,0,1.0,0,4.0,3
17249,1711,永光,* 2023/02,657099.0,2023,02,-0.1954395519628562,0.021,0,1,0,0.0,0,1.0,1,4.0,0
17346,1712,興農,* 2023/02,1748874.0,2023,02,-0.17570487259975678,0.128,0,1,0,0.0,0,2.0,1,3.0,0
17443,1713,國化,* 2023/02,37573.0,2023,02,-0.2918504278336914,-0.2586,0,1,0,0.0,0,2.0,1,3.0,0
17540,1714,和桐,* 2023/02,1291050.0,2023,02,-0.2568093430011536,-0.1342,0,0,1,0.0,0,2.0,0,3.0,1
17637,1717,長興,* 2023/02,2619007.0,2023,02,-0.2977603468126878,-0.2003,0,0,1,0.0,0,2.0,0,3.0,1
17733,1718,中纖,* 2023/02,2667717.0,2023,02,-0.023839075900538118,0.1621,0,1,0,0.0,0,4.0,2,1.0,0
17829,1720,生達,* 2023/02,393672.0,2023,02,-0.16279010418549655,0.2198,0,1,0,0.0,0,1.0,1,4.0,0
17925,1721,三晃,* 2023/02,226197.0,2023,02,-0.2012704981708781,0.2853,0,1,0,0.0,0,3.0,1,2.0,0
18022,1722,台肥,* 2023/02,1161641.0,2023,02,-0.16069494548972546,0.0492,0,1,0,0.0,0,2.0,2,3.0,0
18119,1723,中碳,* 2023/02,775290.0,2023,02,-0.03821629185605685,0.1809,0,1,0,0.0,0,3.0,1,2.0,0
18215,1725,元禎,* 2023/02,577837.0,2023,02,-0.27450977930338316,-0.1512,0,1,0,0.0,0,4.0,1,1.0,0
18312,1726,永記,* 2023/02,625912.0,2023,02,-0.2597251609377975,0.0291,0,1,0,0.0,0,2.0,1,3.0,0
18408,1727,中華化,* 2023/02,158664.0,2023,02,-0.1514749609600616,-0.1665,0,1,0,0.0,0,2.0,1,3.0,0
18505,1730,花仙子,* 2023/02,174736.0,2023,02,-0.5572728355304664,0.0828,0,1,0,0.0,0,3.0,1,2.0,0
18602,1731,美吾華,* 2023/02,85356.0,2023,02,-0.397896489210866,-0.0119,0,1,0,0.0,0,3.0,1,2.0,0
18699,1732,毛寶,* 2023/02,40117.0,2023,02,-0.32180954473991175,-0.0061,0,1,0,0.0,0,2.0,1,3.0,0
18796,1733,五鼎,* 2023/02,199652.0,2023,02,0.061831874315254276,0.0754,0,0,1,0.0,0,1.0,0,4.0,1
18892,1734,杏輝,* 2023/02,217299.0,2023,02,-0.10470434094729555,0.3032,0,1,0,0.0,0,1.0,1,4.0,0
18989,1735,日勝化,* 2023/02,163383.0,2023,02,-0.2681645322977277,-0.2819,0,1,0,0.0,0,1.0,1,4.0,0
19086,1736,喬山,* 2023/02,2173305.0,2023,02,-0.10373446550191869,-0.0852,0,0,1,0.0,0,2.0,0,3.0,3
19182,1737,臺鹽,* 2023/02,220969.0,2023,02,-0.27055844768906245,0.0399,0,1,0,0.0,0,4.0,2,1.0,0
19279,1742,台蠟,* 2023/02,45553.0,2023,02,0.38551615061743416,0.6907,0,1,0,0.0,0,2.0,1,3.0,0
19376,1752,南光,* 2023/02,142971.0,2023,02,-0.03284920887253343,0.5473,0,1,0,0.0,0,2.0,1,3.0,0
19473,1760,寶齡富錦,* 2023/02,219221.0,2023,02,0.8251382043426135,0.126,0,1,0,0.0,0,3.0,2,2.0,0
19569,1762,中化生,* 2023/02,120504.0,2023,02,-0.3689436309935273,0.0299,0,0,1,0.0,0,2.0,0,3.0,1
19665,1773,勝一,* 2023/02,801504.0,2023,02,-0.1438935292986691,-0.1,0,1,0,0.0,0,1.0,1,4.0,0
19762,1776,展宇,* 2023/02,89167.0,2023,02,-0.2773212085845815,-0.2614,0,0,1,0.0,0,2.0,0,3.0,1
19858,1777,生泰,* 2023/02,78106.0,2023,02,0.008938951610819748,0.2261,0,0,1,0.0,0,2.0,0,3.0,1
19955,1780,立弘,* 2023/02,68518.0,2023,02,0.08760456515182781,0.9497,0,1,0,0.0,0,3.0,2,2.0,0
