,st_code,st_name,rev_period,rev,Year,month,mom,yoy,yoy年成長大於10,yoy成長,yoy衰退,yoy近五月大於10,yoy連續大於10,yoy近五月成長,yoy連續成長,yoy近五月衰退,yoy連續衰退
46190,2612,中航,* 2023/02,312631.0,2023,02,-0.1346166089524806,0.0374,0,0,1,0.0,0,3.0,0,2.0,1
46286,2613,中櫃,* 2023/02,211502.0,2023,02,-0.1764710463196586,-0.0679,0,0,1,0.0,0,2.0,0,3.0,1
46382,2614,東森,* 2023/02,391287.0,2023,02,-0.2240556683694514,0.0231,0,1,0,0.0,0,2.0,1,3.0,0
46479,2615,萬海,* 2023/02,15347082.0,2023,02,-0.3742138162184221,-0.3519,0,1,0,0.0,0,1.0,1,4.0,0
46576,2616,山隆,* 2023/02,1355678.0,2023,02,-0.1357732077059401,0.0187,0,1,0,0.0,0,3.0,3,2.0,0
46672,2617,台航,* 2023/02,269015.0,2023,02,-0.04407662595631425,0.1036,0,0,1,0.0,0,2.0,0,3.0,3
46769,2618,長榮航,* 2023/02,9982194.0,2023,02,-0.1313252792919438,0.1488,0,0,1,0.0,0,2.0,0,3.0,1
46866,2630,亞航,* 2023/02,226359.0,2023,02,-0.2394004153142074,0.078,0,1,0,0.0,0,3.0,2,2.0,0
46963,2633,台灣高鐵,* 2023/02,3362386.0,2023,02,0.01233174776985916,0.1935,0,0,1,0.0,0,1.0,0,4.0,1
47060,2634,漢翔,* 2023/02,1985835.0,2023,02,0.010802641946603197,0.2132,0,0,1,0.0,0,2.0,0,3.0,1
47157,2636,台驊投控,* 2023/02,1335614.0,2023,02,-0.5364429554193714,-0.5298,0,1,0,0.0,0,2.0,1,3.0,0
47254,2637,慧洋-KY,* 2023/02,1586441.0,2023,02,-0.13396501012094916,-0.023,0,1,0,0.0,0,1.0,1,4.0,0
47351,2640,大車隊,* 2023/02,192681.0,2023,02,-0.17865135491131373,0.1235,0,1,0,0.0,0,1.0,1,4.0,0
47448,2641,正德,* 2023/02,93669.0,2023,02,-0.1666607355741001,-0.1565,0,1,0,0.0,0,3.0,1,2.0,0
47545,2642,宅配通,* 2023/02,343595.0,2023,02,-0.19936852652305112,0.1193,0,1,0,0.0,0,3.0,1,2.0,0
47642,2643,捷迅,* 2023/02,310635.0,2023,02,-0.35764667930825556,-0.1156,0,1,0,0.0,0,2.0,1,3.0,0
47682,2644,中信造船,* 2023/02,344752.0,2023,02,0.17241449670637607,-0.1238,0,1,0,0.0,0,3.0,1,2.0,0
47721,2645,長榮航太,* 2023/02,834593.0,2023,02,-0.1599043736473904,0.0328,0,0,1,0.0,0,2.0,0,3.0,2
47845,2701,萬企,* 2023/02,21949.0,2023,02,-0.012285122851228512,0.1241,0,0,1,0.0,0,2.0,0,3.0,1
47941,2702,華園,* 2023/02,118815.0,2023,02,0.026373075793438262,0.5972,0,0,1,0.0,0,1.0,0,4.0,1
48037,2704,國賓,* 2023/02,151251.0,2023,02,-0.16359202362387604,0.1757,0,1,0,0.0,0,3.0,2,2.0,0
48134,2705,六福,* 2023/02,140868.0,2023,02,-0.03479369081715155,0.4185,0,1,0,0.0,0,2.0,2,3.0,0
48230,2706,第一店,* 2023/02,25696.0,2023,02,0.01842970948436447,0.1069,0,0,1,0.0,0,3.0,0,2.0,1
48327,2707,晶華,* 2023/02,514432.0,2023,02,-0.15187485986362256,0.1734,0,1,0,0.0,0,3.0,1,2.0,0
48423,2712,遠雄來,* 2023/02,57053.0,2023,02,0.2412540248890436,0.3533,0,0,1,0.0,0,2.0,0,3.0,1
48520,2718,晶悅,* 2023/02,11637.0,2023,02,-0.1174061433447099,2.1232,0,1,0,0.0,0,2.0,1,3.0,0
48617,2719,燦星旅,* 2023/02,9834.0,2023,02,0.38741534988713316,2.2956,0,0,1,1.0,0,2.0,0,3.0,1
48714,2722,夏都,* 2023/02,76533.0,2023,02,0.25435146032058215,0.3002,0,1,0,0.0,0,2.0,2,3.0,0
48810,2723,美食-KY,* 2023/02,1470716.0,2023,02,-0.11709592735135863,-0.057,0,0,1,0.0,0,2.0,0,3.0,1
48907,2724,富驛-KY,* 2023/02,4138.0,2023,02,-0.11315902271753107,-0.0058,0,1,0,0.0,0,3.0,2,2.0,0
49004,2726,雅茗-KY,* 2023/02,44469.0,2023,02,-0.5429936796670264,-0.3715,0,1,0,0.0,0,4.0,4,1.0,0
49101,2727,王品,* 2023/02,1531138.0,2023,02,-0.05711078226887594,-0.0613,0,0,1,0.0,0,1.0,0,4.0,1
49197,2729,瓦城,* 2023/02,453259.0,2023,02,0.062432024452445244,-0.0015,0,0,1,0.0,0,3.0,0,2.0,1
49293,2730,美麗信,* 2023/02,12908.0,2023,02,-0.4627263267429761,-0.4004,0,1,0,0.0,0,2.0,2,3.0,0
49390,2731,雄獅,* 2023/02,461151.0,2023,02,0.485872720769952,1.2056,0,0,1,0.0,0,3.0,0,2.0,1
49487,2732,六角,* 2023/02,273824.0,2023,02,-0.2585423972055618,-0.1069,0,0,1,0.0,0,3.0,0,2.0,1
49583,2733,維格,* 2023/02,13199.0,2023,02,-0.2772423611871646,0.3821,0,1,0,0.0,0,4.0,1,1.0,0
49680,2734,易飛網,* 2023/02,31944.0,2023,02,0.08930946291560102,2.0368,0,0,1,0.0,0,3.0,0,2.0,1
49777,2739,寒舍,* 2023/02,317621.0,2023,02,-0.1223902784071442,0.4295,0,0,1,0.0,0,1.0,0,4.0,1
49874,2740,天蔥,* 2023/02,10526.0,2023,02,0.15088563306363437,0.2057,0,0,1,0.0,0,3.0,0,2.0,1
49971,2741,老四川,* 2023/02,91599.0,2023,02,0.023395341042399865,-0.0105,0,0,1,0.0,0,2.0,0,3.0,1
50068,2743,山富,* 2023/02,81404.0,2023,02,-0.09934390316763109,1.788,0,0,1,1.0,0,2.0,0,3.0,2
50164,2745,五福,* 2023/02,50357.0,2023,02,0.6741023936170213,6.0686,0,0,1,1.0,0,3.0,0,2.0,1
50261,2748,雲品,* 2023/02,194647.0,2023,02,-0.17460203034492117,0.1897,0,0,1,0.0,0,1.0,0,4.0,1
50347,2750,桃禧,* 2023/02,30946.0,2023,02,-0.4680807177971054,-0.3334,0,1,0,0.0,0,3.0,3,2.0,0
50415,2752,豆府,* 2023/02,205870.0,2023,02,-0.11377910555701438,0.0224,0,0,1,0.0,0,2.0,0,3.0,1
50474,2754,亞洲藏壽司,* 2023/02,333994.0,2023,02,-0.10176584174658584,0.0433,0,0,1,0.0,0,1.0,0,4.0,1
50533,2755,揚秦,* 2023/02,124576.0,2023,02,-0.18193339943919465,0.0314,0,1,0,0.0,0,2.0,1,3.0,0
50582,2758,路易莎咖啡,* 2023/02,153855.0,2023,02,-0.17844537119606135,0.0395,0,1,0,0.0,0,2.0,1,3.0,0
50624,2760,巨宇翔,* 2023/02,13309.0,2023,02,-0.03410987734958996,-0.2518,0,1,0,0.0,0,3.0,1,2.0,0
50661,2761,橘焱胡同,* 2023/02,63065.0,2023,02,-0.1095029652640497,0.0295,0,0,1,0.0,0,3.0,0,2.0,1
50758,2801,彰銀,* 2023/02,2571186.0,2023,02,-0.07616704968287982,0.1882,0,0,1,0.0,0,3.0,0,2.0,1
50855,2809,京城銀,* 2023/02,424466.0,2023,02,-0.06078709911536538,-0.2406,0,0,1,0.0,0,3.0,0,2.0,1
50952,2812,台中銀,* 2023/02,1166319.0,2023,02,0.027704299492985147,0.0717,0,0,1,0.0,0,3.0,0,2.0,1
51049,2816,旺旺保,* 2023/02,615605.0,2023,02,-0.11397096393016029,-0.0696,0,0,1,0.0,0,2.0,0,3.0,1
51146,2820,華票,* 2023/02,128348.0,2023,02,-0.2944888468684381,-0.4839,0,0,1,0.0,0,1.0,0,4.0,2
51243,2832,台產,* 2023/02,490115.0,2023,02,0.002485170791572919,0.0079,0,1,0,0.0,0,3.0,3,2.0,0
51340,2834,臺企銀,* 2023/02,2233593.0,2023,02,-0.016435218211505842,0.078,0,0,1,0.0,0,3.0,0,2.0,1
51437,2836,高雄銀,* 2023/02,323829.0,2023,02,-0.14403188843277762,0.1391,0,1,0,0.0,0,2.0,1,3.0,0
51534,2838,聯邦銀,* 2023/02,1199051.0,2023,02,-0.021683595416876422,-0.0777,0,0,1,0.0,0,3.0,0,2.0,1
51630,2845,遠東銀,* 2023/02,940230.0,2023,02,-0.09029338601890759,0.3412,0,1,0,0.0,0,4.0,1,1.0,0
51726,2849,安泰銀,* 2023/02,442361.0,2023,02,-0.06892146173695975,-0.0081,0,1,0,0.0,0,3.0,2,2.0,0
51822,2850,新產,* 2023/02,1421865.0,2023,02,-0.13379454116907413,-0.0689,0,0,1,0.0,0,3.0,0,2.0,1
51919,2851,中再保,* 2023/02,1717002.0,2023,02,-0.18932516710410952,-0.0781,0,0,1,0.0,0,2.0,0,3.0,2
52016,2852,第一保,* 2023/02,547200.0,2023,02,-0.02351626937531452,-0.0013,0,0,1,0.0,0,3.0,0,2.0,1
52113,2855,統一證,* 2023/02,366026.0,2023,02,-0.3444975733806121,-0.166,0,1,0,0.0,0,3.0,1,2.0,0
52209,2867,三商壽,* 2023/02,7583480.0,2023,02,-0.4075342374784978,-0.0644,0,0,1,0.0,0,1.0,0,4.0,1
52306,2880,華南金,* 2023/02,3942270.0,2023,02,-0.1783724593971434,0.1728,0,1,0,0.0,0,3.0,3,2.0,0
52402,2881,富邦金,* 2023/02,19461956.0,2023,02,-0.5643961077667933,-0.5371,0,1,0,0.0,0,3.0,3,2.0,0
52499,2882,國泰金,* 2023/02,24228589.0,2023,02,-0.37079646199255567,-0.3195,0,1,0,0.0,0,4.0,3,1.0,0
52596,2883,開發金,* 2023/02,7249799.0,2023,02,-0.11406838530759604,-0.4062,0,0,1,0.0,0,2.0,0,3.0,1
52692,2884,玉山金,* 2023/02,4062052.0,2023,02,-0.16478557346955391,0.059,0,0,1,0.0,0,3.0,0,2.0,1
52789,2885,元大金,* 2023/02,6704509.0,2023,02,-0.24552163761590334,-0.1255,0,0,1,0.0,0,2.0,0,3.0,1
52885,2886,兆豐金,* 2023/02,4368964.0,2023,02,0.04588377068982935,-0.0797,0,0,1,0.0,0,3.0,0,2.0,1
52981,2887,台新金,* 2023/02,4494364.0,2023,02,-0.14501901674497017,-0.1253,0,0,1,0.0,0,1.0,0,4.0,4
53077,2888,新光金,* 2023/02,8133052.0,2023,02,-0.3618134457584916,-0.239,0,1,0,0.0,0,3.0,3,2.0,0
53173,2889,國票金,* 2023/02,489215.0,2023,02,-0.1306167420452627,-0.0806,0,1,0,0.0,0,3.0,2,2.0,0
53270,2890,永豐金,* 2023/02,3307927.0,2023,02,-0.29900003581366635,-0.0452,0,1,0,0.0,0,2.0,1,3.0,0
53367,2891,中信金,* 2023/02,12104192.0,2023,02,-0.30630630011060866,-0.2929,0,0,1,0.0,0,2.0,0,3.0,1
53463,2892,第一金,* 2023/02,5070618.0,2023,02,-0.1264501399921304,0.1103,0,0,1,0.0,0,2.0,0,3.0,1
53559,2897,王道銀行,* 2023/02,857990.0,2023,02,-0.12282889954638071,0.124,0,1,0,0.0,0,2.0,1,3.0,0
53656,2901,欣欣,* 2023/02,9609.0,2023,02,-0.08118187033849684,-0.0402,0,0,1,0.0,0,2.0,0,3.0,1
53752,2903,遠百,* 2023/02,2675662.0,2023,02,-0.1675977931710753,0.0338,0,0,1,0.0,0,3.0,0,2.0,1
53849,2904,匯僑,* 2023/02,41450.0,2023,02,0.19507553915350018,0.2042,0,0,1,0.0,0,3.0,0,2.0,1
53946,2905,三商,* 2023/02,15068900.0,2023,02,-0.35982144044403,-0.0144,0,0,1,0.0,0,2.0,0,3.0,1
54043,2906,高林,* 2023/02,598220.0,2023,02,-0.23050504296910676,0.1186,0,1,0,0.0,0,2.0,1,3.0,0
54140,2908,特力,* 2023/02,2834972.0,2023,02,-0.1633109249947319,-0.001,0,1,0,0.0,0,4.0,4,1.0,0
54236,2910,統領,* 2023/02,47944.0,2023,02,-0.3799676689298416,-0.6051,0,0,1,0.0,0,2.0,0,3.0,2
54332,2911,麗嬰房,* 2023/02,249984.0,2023,02,-0.2848814257516377,0.0258,0,1,0,0.0,0,2.0,1,3.0,0
54428,2912,統一超,* 2023/02,22479730.0,2023,02,-0.06521742023189872,0.079,0,0,1,0.0,0,3.0,0,2.0,1
54525,2913,農林,* 2023/02,27096.0,2023,02,-0.200212521030727,-0.1117,0,0,1,0.0,0,2.0,0,3.0,2
54622,2915,潤泰全,* 2023/02,183732.0,2023,02,-0.5677667052480027,0.1096,0,1,0,0.0,0,3.0,1,2.0,0
54719,2916,滿心,* 2023/02,125455.0,2023,02,-0.24976528067647005,0.1001,0,0,1,0.0,0,2.0,0,3.0,1
54816,2923,鼎固-KY,* 2023/02,441857.0,2023,02,-0.3026698082983898,-0.8485,0,0,1,0.0,0,3.0,0,2.0,1
54913,2926,誠品生活,* 2023/02,446728.0,2023,02,-0.04311393663142382,0.1238,0,0,1,0.0,0,1.0,0,4.0,1
55010,2929,淘帝-KY,* 2023/02,104223.0,2023,02,-0.613398964345594,-0.1236,0,0,1,0.0,0,1.0,0,4.0,1
55106,2937,集雅社,* 2023/02,250753.0,2023,02,-0.3326600133067199,0.1226,0,1,0,0.0,0,1.0,1,4.0,0
55203,2938,床的世界,* 2023/02,55969.0,2023,02,-0.38872445691943075,0.0961,0,1,0,0.0,0,2.0,1,3.0,0
55282,2939,凱羿-KY,* 2023/02,38860.0,2023,02,-0.6706360978090435,0.9162,0,1,0,0.0,0,3.0,1,2.0,0
55371,2941,米斯特,* 2023/02,47245.0,2023,02,-0.0032279843031351534,-0.0011,0,0,1,0.0,0,2.0,0,3.0,1
55455,2942,京站,* 2023/02,114162.0,2023,02,0.12514783568556334,-0.114,0,0,1,0.0,0,1.0,0,4.0,1
55508,2948,寶陞,* 2023/02,145764.0,2023,02,-0.06956971333371632,-0.0355,0,1,0,0.0,0,2.0,2,3.0,0
55628,3002,歐格,* 2023/02,34721.0,2023,02,-0.4299809561334384,-0.3117,0,0,1,0.0,0,1.0,0,4.0,2
55725,3003,健和興,* 2023/02,284483.0,2023,02,-0.28985416801881186,-0.1939,0,1,0,0.0,0,3.0,2,2.0,0
55822,3004,豐達科,* 2023/02,187260.0,2023,02,0.14979369289714117,0.3867,0,0,1,0.0,0,3.0,0,2.0,1
55919,3005,神基,* 2023/02,1964364.0,2023,02,-0.25492619105326103,-0.1406,0,0,1,0.0,0,0.0,0,5.0,5
56016,3006,晶豪科,* 2023/02,1118364.0,2023,02,-0.19418561419385705,-0.285,0,1,0,0.0,0,3.0,2,2.0,0
56113,3008,大立光,* 2023/02,2985745.0,2023,02,-0.22014929174052938,0.1446,0,1,0,0.0,0,2.0,1,3.0,0
56210,3010,華立,* 2023/02,4431253.0,2023,02,-0.3221100068045194,-0.1484,0,1,0,0.0,0,2.0,1,3.0,0
56307,3011,今皓,* 2023/02,85836.0,2023,02,-0.20362209253778424,-0.3748,0,1,0,0.0,0,2.0,2,3.0,0
56403,3013,晟銘電,* 2023/02,282078.0,2023,02,-0.4393358165346224,-0.0362,0,0,1,0.0,0,2.0,0,3.0,3
56499,3014,聯陽,* 2023/02,297037.0,2023,02,-0.38668128537241564,-0.3833,0,0,1,0.0,0,4.0,0,1.0,1
56596,3015,全漢,* 2023/02,754516.0,2023,02,-0.44880134184257897,-0.2297,0,1,0,0.0,0,2.0,1,3.0,0
56693,3016,嘉晶,* 2023/02,455022.0,2023,02,0.016947561567051597,-0.0634,0,1,0,0.0,0,3.0,1,2.0,0
56789,3017,奇鋐,* 2023/02,3270021.0,2023,02,-0.23026326475030912,-0.1922,0,1,0,0.0,0,2.0,1,3.0,0
56886,3019,亞光,* 2023/02,1128771.0,2023,02,-0.247461918781401,0.0163,0,1,0,0.0,0,1.0,1,4.0,0
56983,3021,鴻名,* 2023/02,231546.0,2023,02,-0.32155048390357677,-0.1921,0,1,0,0.0,0,2.0,1,3.0,0
57080,3022,威強電,* 2023/02,473089.0,2023,02,-0.25595985140869215,0.0035,0,0,1,0.0,0,3.0,0,2.0,1
57177,3023,信邦,* 2023/02,2062394.0,2023,02,-0.13376636740694073,-0.0341,0,0,1,0.0,0,1.0,0,4.0,4
57274,3024,憶聲,* 2023/02,101068.0,2023,02,-0.2477876764835034,0.1022,0,1,0,0.0,0,4.0,2,1.0,0
57371,3025,星通,* 2023/02,26125.0,2023,02,-0.481492507690781,0.5649,0,1,0,0.0,0,3.0,2,2.0,0
57468,3026,禾伸堂,* 2023/02,907398.0,2023,02,-0.3777085579320731,-0.2583,0,1,0,0.0,0,3.0,1,2.0,0
57565,3027,盛達,* 2023/02,76190.0,2023,02,-0.19821943468103467,0.2211,0,1,0,0.0,0,3.0,1,2.0,0
57662,3028,增你強,* 2023/02,2401509.0,2023,02,-0.3619047821490244,-0.2878,0,1,0,0.0,0,2.0,1,3.0,0
57759,3029,零壹,* 2023/02,869019.0,2023,02,-0.11443420308463643,-0.1802,0,0,1,0.0,0,3.0,0,2.0,1
57856,3030,德律,* 2023/02,398423.0,2023,02,-0.37747670750437884,-0.2078,0,1,0,0.0,0,2.0,1,3.0,0
57953,3031,佰鴻,* 2023/02,75499.0,2023,02,-0.3794823746003567,0.0033,0,1,0,0.0,0,1.0,1,4.0,0
58050,3032,偉訓,* 2023/02,370430.0,2023,02,-0.46458975922944173,-0.1307,0,0,1,0.0,0,3.0,0,2.0,1
58146,3033,威健,* 2023/02,3705491.0,2023,02,-0.29490614836481766,-0.2226,0,0,1,0.0,0,2.0,0,3.0,1
58242,3034,聯詠,* 2023/02,7220778.0,2023,02,-0.2425287498602186,-0.3841,0,1,0,0.0,0,4.0,1,1.0,0
58339,3035,智原,* 2023/02,853374.0,2023,02,-0.10055176411688757,-0.1878,0,0,1,0.0,0,1.0,0,4.0,4
58436,3036,文曄,* 2023/02,30446065.0,2023,02,-0.3033418992548868,-0.0633,0,1,0,0.0,0,3.0,1,2.0,0
58532,3037,欣興,* 2023/02,9132191.0,2023,02,-0.11244974103939953,-0.0441,0,0,1,0.0,0,0.0,0,5.0,5
58628,3038,全台,* 2023/02,309559.0,2023,02,-0.198056532067739,0.0773,0,1,0,0.0,0,1.0,1,4.0,0
58725,3040,遠見,* 2023/02,10411.0,2023,02,-0.21355189605680616,-0.1315,0,0,1,0.0,0,1.0,0,4.0,2
58821,3041,揚智,* 2023/02,192886.0,2023,02,-0.06410088453495198,-0.2413,0,1,0,0.0,0,2.0,1,3.0,0
58918,3042,晶技,* 2023/02,826363.0,2023,02,-0.21668783650564952,-0.1238,0,1,0,0.0,0,3.0,1,2.0,0
59015,3043,科風,* 2023/02,66477.0,2023,02,-0.31592541521743606,0.3005,0,1,0,0.0,0,2.0,1,3.0,0
59111,3044,健鼎,* 2023/02,4364856.0,2023,02,-0.2795233109546276,-0.1736,0,1,0,0.0,0,2.0,1,3.0,0
59208,3045,台灣大,* 2023/02,13038760.0,2023,02,-0.0790753941706144,0.0618,0,1,0,0.0,0,4.0,1,1.0,0
59305,3046,建碁,* 2023/02,151750.0,2023,02,-0.1712179137083561,-0.3473,0,0,1,0.0,0,2.0,0,3.0,1
59402,3047,訊舟,* 2023/02,373388.0,2023,02,-0.23450771359745784,0.0061,0,1,0,0.0,0,2.0,1,3.0,0
59499,3048,益登,* 2023/02,6611782.0,2023,02,-0.36518765170542317,-0.0991,0,1,0,0.0,0,2.0,1,3.0,0
59596,3049,和鑫,* 2023/02,188851.0,2023,02,-0.1738223147726875,0.028,0,1,0,0.0,0,3.0,1,2.0,0
59693,3050,鈺德,* 2023/02,90791.0,2023,02,0.039488447711295824,0.1445,0,1,0,0.0,0,3.0,1,2.0,0
59790,3051,力特,* 2023/02,204986.0,2023,02,-0.20861548439900857,-0.0958,0,1,0,0.0,0,2.0,1,3.0,0
59887,3052,夆典,* 2023/02,202670.0,2023,02,0.4091920456125713,0.244,0,1,0,0.0,0,2.0,1,3.0,0
59983,3054,立萬利,* 2023/02,3597.0,2023,02,0.1314878892733564,1.9008,0,1,0,0.0,0,2.0,1,3.0,0
60079,3055,蔚華科,* 2023/02,111689.0,2023,02,-0.2445431978517752,0.0806,0,0,1,0.0,0,1.0,0,4.0,1
60174,3056,總太,* 2023/02,720983.0,2023,02,-0.695604612733231,167.3753,1,1,0,4.0,1,1.0,1,4.0,0
60271,3057,喬鼎,* 2023/02,70550.0,2023,02,-0.11062086353608572,-0.0212,0,1,0,0.0,0,3.0,1,2.0,0
60368,3058,立德,* 2023/02,241022.0,2023,02,-0.3811189170312853,-0.0844,0,1,0,0.0,0,3.0,1,2.0,0
60465,3059,華晶科,* 2023/02,823102.0,2023,02,-0.27675308528071774,-0.2186,0,1,0,0.0,0,2.0,1,3.0,0
60562,3060,銘異,* 2023/02,225550.0,2023,02,-0.22772189085729547,-0.1994,0,1,0,0.0,0,4.0,3,1.0,0
60659,3062,建漢,* 2023/02,346100.0,2023,02,-0.2567905635378573,0.5713,0,1,0,0.0,0,2.0,1,3.0,0
60756,3064,泰偉,* 2023/02,6293.0,2023,02,-0.3147119677665251,-0.195,0,1,0,0.0,0,3.0,3,2.0,0
60853,3066,李洲,* 2023/02,13664.0,2023,02,-0.4836173991912626,-0.0576,0,1,0,0.0,0,4.0,4,1.0,0
60949,3067,全域,* 2023/02,3616.0,2023,02,-0.46643057400029514,0.7089,0,1,0,0.0,0,3.0,2,2.0,0
61046,3071,協禧,* 2023/02,164421.0,2023,02,-0.25316478694749656,-0.1593,0,0,1,0.0,0,1.0,0,4.0,4
61143,3073,天方能源,* 2023/02,4783.0,2023,02,-0.3619263607257204,0.5554,0,1,0,0.0,0,2.0,1,3.0,0
61240,3078,僑威,* 2023/02,321474.0,2023,02,-0.48920815299254483,-0.163,0,1,0,0.0,0,3.0,1,2.0,0
61337,3081,聯亞,* 2023/02,207201.0,2023,02,0.1898939896861038,0.3801,0,1,0,0.0,0,2.0,1,3.0,0
61434,3083,網龍,* 2023/02,31451.0,2023,02,0.03128176541954946,0.1783,0,0,1,0.0,0,3.0,0,2.0,1
61531,3085,新零售,* 2023/02,12314.0,2023,02,-0.24919212243155905,0.0385,0,1,0,0.0,0,3.0,1,2.0,0
61628,3086,華義,* 2023/02,11956.0,2023,02,-0.21538259614122587,-0.2049,0,1,0,0.0,0,4.0,2,1.0,0
61725,3088,艾訊,* 2023/02,430253.0,2023,02,-0.11186775849576941,0.2273,0,1,0,0.0,0,3.0,1,2.0,0
61822,3089,億杰,* 2023/02,7002.0,2023,02,-0.5654170804369414,-0.4301,0,1,0,0.0,0,2.0,2,3.0,0
61919,3090,日電貿,* 2023/02,716748.0,2023,02,-0.325534257403382,-0.1528,0,1,0,0.0,0,2.0,1,3.0,0
62016,3092,鴻碩,* 2023/02,171407.0,2023,02,-0.3844311248217832,-0.3566,0,0,1,0.0,0,1.0,0,4.0,1
62112,3094,聯傑,* 2023/02,19898.0,2023,02,-0.22276473575250966,-0.0645,0,1,0,0.0,0,2.0,1,3.0,0
62209,3095,及成,* 2023/02,35349.0,2023,02,-0.1334755111045742,0.2079,0,1,0,0.0,0,3.0,2,2.0,0
62306,3097,拍檔,* 2023/02,211033.0,2023,02,-0.15703466402498942,0.0151,0,1,0,0.0,0,3.0,1,2.0,0
62403,3105,穩懋,* 2023/02,1303629.0,2023,02,-0.2127192889749937,-0.2716,0,1,0,0.0,0,1.0,1,4.0,0
62500,3114,好德,* 2023/02,203404.0,2023,02,-0.2499990781880865,-0.0671,0,0,1,0.0,0,2.0,0,3.0,1
62596,3117,年程,* 2023/02,36876.0,2023,02,-0.41078533194855,-0.098,0,1,0,0.0,0,3.0,1,2.0,0
62693,3118,進階,* 2023/02,32257.0,2023,02,-0.26801760914949624,0.2892,0,1,0,0.0,0,2.0,1,3.0,0
62789,3122,笙泉,* 2023/02,22187.0,2023,02,-0.3921203320638922,-0.4496,0,1,0,0.0,0,4.0,3,1.0,0
62885,3128,昇銳,* 2023/02,79716.0,2023,02,-0.05356888445647528,0.1487,0,0,1,0.0,0,2.0,0,3.0,1
62982,3130,一零四,* 2023/02,156418.0,2023,02,-0.013733007137632727,0.007,0,1,0,0.0,0,2.0,1,3.0,0
63079,3131,弘塑,* 2023/02,259942.0,2023,02,0.00431177702394659,-0.1318,0,1,0,0.0,0,4.0,2,1.0,0
63121,3135,凌航,* 2023/02,305641.0,2023,02,-0.19888603480813588,-0.0577,0,1,0,0.0,0,3.0,1,2.0,0
63218,3138,耀登,* 2023/02,85254.0,2023,02,-0.36198109606879053,-0.2011,0,0,1,0.0,0,3.0,0,2.0,1
63315,3141,晶宏,* 2023/02,150387.0,2023,02,-0.3026791675940352,-0.3259,0,0,1,0.0,0,2.0,0,3.0,2
63412,3147,大綜,* 2023/02,245181.0,2023,02,0.005841883515140078,0.046,0,1,0,0.0,0,4.0,4,1.0,0
63508,3149,正達,* 2023/02,129130.0,2023,02,-0.3838159225821229,0.0711,0,1,0,0.0,0,2.0,1,3.0,0
63605,3150,鈺寶,* 2023/02,22857.0,2023,02,-0.25938046788931374,-0.1602,0,1,0,0.0,0,2.0,1,3.0,0
63702,3152,璟德,* 2023/02,111092.0,2023,02,-0.16483483438331653,-0.059,0,1,0,0.0,0,4.0,1,1.0,0
63799,3158,嘉實,* 2023/02,56764.0,2023,02,-0.08037262049412718,-0.0974,0,0,1,0.0,0,2.0,0,3.0,2
63896,3162,精確,* 2023/02,121092.0,2023,02,-0.2990129960346175,0.5889,0,1,0,0.0,0,3.0,1,2.0,0
63993,3163,波若威,* 2023/02,166855.0,2023,02,-0.2953936977948194,-0.1385,0,0,1,0.0,0,1.0,0,4.0,4
64090,3164,景岳,* 2023/02,22401.0,2023,02,-0.354939960261468,0.3,0,1,0,0.0,0,3.0,1,2.0,0
64187,3167,大量,* 2023/02,123134.0,2023,02,-0.43506407109528766,-0.4213,0,1,0,0.0,0,4.0,3,1.0,0
64284,3168,眾福科,* 2023/02,282551.0,2023,02,-0.3329469452123679,-0.2347,0,0,1,0.0,0,1.0,0,4.0,4
64381,3169,亞信,* 2023/02,74266.0,2023,02,-0.2799984488157678,-0.2834,0,1,0,0.0,0,2.0,1,3.0,0
64478,3171,新洲,* 2023/02,114691.0,2023,02,-0.24945356979255284,-0.0377,0,1,0,0.0,0,2.0,1,3.0,0
64575,3176,基亞,* 2023/02,42303.0,2023,02,-0.7165723091353724,-0.0962,0,1,0,0.0,0,3.0,3,2.0,0
64672,3178,公準,* 2023/02,105456.0,2023,02,-0.12483921028390277,0.3064,0,1,0,0.0,0,4.0,1,1.0,0
64768,3184,微邦,* 2023/02,13189.0,2023,02,0.14398473414866858,0.4319,0,1,0,0.0,0,3.0,1,2.0,0
64864,3188,鑫龍騰,* 2023/02,131411.0,2023,02,0.2820085069850933,6.8623,0,1,0,0.0,0,2.0,1,3.0,0
64956,3189,景碩,* 2023/02,2557732.0,2023,02,-0.2266325115669559,-0.1211,0,1,0,0.0,0,2.0,1,3.0,0
65053,3191,和進,* 2023/02,8189.0,2023,02,-0.6170322218584857,-0.2662,0,0,1,0.0,0,3.0,0,2.0,1
65149,3202,樺晟,* 2023/02,234017.0,2023,02,-0.380794377809706,-0.0711,0,1,0,0.0,0,3.0,1,2.0,0
65246,3205,佰研,* 2023/02,43658.0,2023,02,-0.07494437970123954,0.0445,0,1,0,0.0,0,3.0,1,2.0,0
65343,3206,志豐,* 2023/02,161682.0,2023,02,-0.5330146580980576,-0.1948,0,1,0,0.0,0,2.0,2,3.0,0
65439,3207,耀勝,* 2023/02,56588.0,2023,02,-0.3994757563859027,-0.1993,0,0,1,0.0,0,2.0,0,3.0,2
65536,3209,全科,* 2023/02,3920347.0,2023,02,-0.26174507639791356,0.0134,0,1,0,0.0,0,3.0,1,2.0,0
65632,3211,順達,* 2023/02,1134549.0,2023,02,-0.1376815008938235,-0.1877,0,0,1,0.0,0,2.0,0,3.0,2
