,,,,,,,,,,,,,
,代號,名稱,年月,營業收入淨額q,累計每股盈餘est,"eps
成長","eps
衰退","eps
近五月
成長","eps
連續
成長","eps
近五月
衰退","eps
連續
衰退",TEJ  產業別,TEJ 子產業別
743,4906,正文,2024/12,8529.6,1.4,0,1,2,0,3,1,M2327 通信網路業,M23E2 網路卡
744,3652,精聯,2024/12,587.1,1.39,0,1,2,0,3,1,M2325 電腦及週邊,M23B5A POS
745,1109,信大,2024/12,1712.9,1.39,0,1,2,0,3,2,M1100 水泥工業,M11A 水泥製造
746,3581,博磊,2024/12,426,1.39,1,0,1,1,4,0,M2324 半導體,M23H2 電機設備
747,6167,久正,2024/12,490.7,1.39,0,1,3,0,2,1,M2326 光電業,M23C8D LCD-其他
748,4532,瑞智,2024/12,3508,1.38,1,0,2,1,3,0,M1500 電機機械,M15C1 家電
749,2038,海光,2024/12,2580.2,1.36,0,1,1,0,4,4,M2000 鋼鐵工業,M20A2 鋼筋
750,4401,東隆興,2024/12,688.2,1.36,0,1,1,0,4,2,M1400 紡織纖維,M14A7 尼龍絲
751,2017,官田鋼,2024/12,649.8,1.35,1,0,3,1,2,0,M2000 鋼鐵工業,M20A1 線材
752,6552,易華電,2024/12,420.3,1.34,1,0,3,1,2,0,M2324 半導體,M23B2C 軟板
753,3356,奇偶,2024/12,356.4,1.32,0,1,1,0,4,2,M2326 光電業,M23C9 安全監控
754,6654,天正國際,2024/12,113.4,1.3,0,1,1,0,4,4,M2331 其他電子業,M23H2 電機設備
755,3290,東浦,2024/12,563.7,1.29,1,0,3,3,2,0,M2328 電子零組件,M23D9D 其他零組件
756,4924,欣厚-KY,2024/12,240.6,1.29,1,0,3,2,2,0,M2325 電腦及週邊,M23C3 PC週邊
757,2236,百達-KY,2024/12,405.4,1.28,1,0,2,1,3,0,M2200 汽車工業,M15D 汽車組件
758,3540,曜越,2024/12,1010.3,1.27,1,0,2,2,3,0,M2325 電腦及週邊,M23D4 機殼
759,2702,華園,2024/12,350.9,1.27,0,1,2,0,3,1,M2700 觀光事業,M27A1 飯店業
760,2427,三商電,2024/12,1126.9,1.26,0,1,3,0,2,1,M2330 資訊服務業,M23X1 系統整合
761,1307,三芳,2024/12,2380.6,1.26,0,1,3,0,2,1,M1300 塑膠工業,M13A6 合成皮
762,2109,華豐,2024/12,1277,1.25,0,1,2,0,3,2,M2100 橡膠工業,M21A 輪胎
763,8072,陞泰,2025/01,265.6,1.25,0,1,2,0,3,1,M2329 電子通路業,M23C9 安全監控
764,2020,美亞,2025/01,1684.8,1.24,0,1,1,0,4,2,M2000 鋼鐵工業,M20A7 鋼管
765,5386,青雲,2025/01,511.4,1.23,0,1,2,0,3,2,M2325 電腦及週邊,M23B4A 繪圖卡
766,6603,富強鑫,2025/01,1181.6,1.23,1,0,3,1,2,0,M1500 電機機械,M15A1 工具機
767,1465,偉全,2025/01,199.4,1.23,1,0,3,3,2,0,M1400 紡織纖維,M14C2 織布
768,3605,宏致,2025/01,2234.6,1.22,0,1,1,0,4,2,M2328 電子零組件,M23D2 連接器
769,2002,中鋼,2025/01,95377.2,1.22,0,1,2,0,3,2,M2000 鋼鐵工業,M20A3 鋼板
770,4554,橙的,2025/01,60.8,1.22,0,1,0,0,5,5,M2331 其他電子業,M15D 汽車組件
771,3360,尚立,2025/01,2286.8,1.21,1,0,4,2,1,0,M2329 電子通路業,M23T2 零組件代理
772,8076,伍豐,2025/01,760.2,1.21,1,0,4,3,1,0,M2325 電腦及週邊,M23B5A POS
773,2106,建大,2025/01,8305.6,1.21,0,1,1,0,4,4,M2100 橡膠工業,M21A 輪胎
774,6136,富爾特,2025/01,137.3,1.21,1,0,3,1,2,0,M2327 通信網路業,M23T2 零組件代理
775,6109,亞元,2025/01,334.8,1.19,1,0,4,3,1,0,M2327 通信網路業,M23D3 電源供應器
776,4707,磐亞,2025/01,480.5,1.19,1,0,2,1,3,0,M1721 化學工業,M17E1 清潔劑原料
777,8066,來思達,2025/01,1158.5,1.18,0,1,2,0,3,2,M2900 貿易百貨,M99B 五金及家具
778,2908,特力,2025/01,8303.4,1.18,0,1,1,0,4,1,M2900 貿易百貨,M29B 貿易業
779,1440,南紡,2025/01,5475.4,1.18,0,1,2,0,3,3,M1400 紡織纖維,M14A1 聚酯絲棉
780,1468,昶和,2025/01,363.7,1.18,1,0,3,1,2,0,M1400 紡織纖維,M14C2 織布
781,1528,恩德,2025/01,1097.3,1.17,1,0,2,1,3,0,M1500 電機機械,M15A1 工具機
782,1614,三洋電,2025/01,1176.8,1.17,0,1,2,0,3,1,M1600 電器電纜,M15C1 家電
783,2031,新光鋼,2025/01,4152.5,1.17,0,1,1,0,4,3,M2000 鋼鐵工業,M20A3 鋼板
784,1108,幸福,2025/01,1203.3,1.16,1,0,3,2,2,0,M1100 水泥工業,M11A 水泥製造
785,5438,東友,2025/01,360.5,1.16,0,1,3,0,2,1,M2325 電腦及週邊,M23C2 影像掃描
786,6512,啟發電,2025/01,86.5,1.16,1,0,3,1,2,0,M2331 其他電子業,M23D9D 其他零組件
787,5205,中茂,2025/01,5.6,1.15,0,1,1,0,4,4,M2331 其他電子業,M15B2 機電工程
788,1531,高林股,2025/01,439.8,1.15,0,1,2,0,3,1,M1500 電機機械,M15A3 紡織工具機
789,1618,合機,2025/01,818.9,1.14,0,1,2,0,3,1,M1600 電器電纜,M16 電線
790,1464,得力,2025/01,3036.9,1.14,1,0,3,2,2,0,M1400 紡織纖維,M14C2 織布
791,8034,榮群,2025/01,221,1.14,1,0,4,3,1,0,M2327 通信網路業,M23K1 網通工程
792,6743,安普新,2025/01,927,1.12,1,0,3,1,2,0,M2331 其他電子業,M23U2 聲學產品
793,5230,雷笛克光學,2025/01,322.3,1.12,0,1,2,0,3,2,M2326 光電業,M23C6C 封裝及應用
794,2302,麗正,2025/02,223.8,1.12,0,1,3,0,2,1,M2324 半導體,M23D1 整流二極體
795,3645,達邁,2025/02,318.6,1.11,1,0,4,1,1,0,M2328 電子零組件,M23B2C 軟板
796,1612,宏泰,2025/02,1808.5,1.11,1,0,2,2,3,0,M1600 電器電纜,M16 電線
797,2239,英利-KY,2025/02,6981.8,1.1,0,1,2,0,3,1,M2200 汽車工業,M15D 汽車組件
798,2402,毅嘉,2025/02,2135.9,1.08,1,0,4,2,1,0,M2328 電子零組件,M23B2C 軟板
799,4972,湯石照明,2025/02,208.4,1.07,1,0,1,1,4,0,M2326 光電業,M23C6C 封裝及應用
800,6163,華電網,2025/02,2379.7,1.06,1,0,2,2,3,0,M2327 通信網路業,M23K1 網通工程
801,8054,安國,2025/02,389.2,1.06,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
802,3031,佰鴻,2025/02,334.6,1.06,0,1,2,0,3,1,M2326 光電業,M23C6C 封裝及應用
803,1444,力麗,2025/02,2325.7,1.05,0,1,2,0,3,1,M1400 紡織纖維,M14A2 加工絲
804,1452,宏益,2025/02,389.6,1.05,0,1,1,0,4,4,M1400 紡織纖維,M14A2 加工絲
805,6287,元隆,2025/02,372.2,1.05,0,1,2,0,3,1,M2324 半導體,M23G1A 晶圓代工
806,2355,敬鵬,2025/02,4611.7,1.05,0,1,2,0,3,1,M2328 電子零組件,M23B2D 硬板及其他
807,2444,兆勁,2025/02,619.9,1.05,1,0,4,1,1,0,M2327 通信網路業,M23E1 數據機
808,5351,鈺創,2025/02,685.5,1.03,0,1,1,0,4,4,M2324 半導體,M23G5 IC設計
809,2104,國際中橡,2025/02,5600.7,1.02,0,1,3,0,2,1,M2100 橡膠工業,M21C 橡膠原料
810,6153,嘉聯益,2025/02,3679.9,1.02,0,1,2,0,3,1,M2328 電子零組件,M23B2C 軟板
811,3663,鑫科,2025/02,505,1,0,1,1,0,4,3,M2331 其他電子業,M99L1 貴金屬回收
812,8455,大拓-KY,2025/02,365.1,1,0,1,2,0,3,1,M2331 其他電子業,M15A1 工具機
813,2436,偉詮電,2025/02,670.8,1,0,1,2,0,3,1,M2324 半導體,M23G5 IC設計
814,2312,金寶,2025/02,49197.4,1,0,1,3,0,2,1,M2331 其他電子業,M23A1 EMS
815,2363,矽統,2025/02,44.4,0.97,0,1,3,0,2,1,M2324 半導體,M23G5 IC設計
816,2495,普安,2025/02,466.6,0.97,1,0,4,3,1,0,M2331 其他電子業,M23C4B 硬碟磁碟
817,6154,順發,2025/02,882.8,0.97,0,1,1,0,4,2,M2329 電子通路業,M23T1 3C通路
818,8085,福華,2025/02,227.3,0.96,1,0,3,2,2,0,M2331 其他電子業,M23C8B 背光模組
819,8374,羅昇,2025/02,857.3,0.96,0,1,1,0,4,3,M1500 電機機械,M15A2 模具零件
820,6158,禾昌,2025/02,382.4,0.95,0,1,1,0,4,3,M2328 電子零組件,M23D2 連接器
821,2610,華航,2025/02,38941.2,0.95,0,1,1,0,4,4,M2600 航運業,M26D 空運業
822,4807,日成-KY,2025/03,370.7,0.94,0,1,1,0,4,1,M2900 貿易百貨,M99ZC 其他製造業
823,2939,凱羿-KY,2025/03,282.3,0.93,1,0,2,1,3,0,M2900 貿易百貨,M29B 貿易業
824,1903,士紙,2025/03,39.7,0.93,1,0,2,1,3,0,M1900 造紙工業,M19A 造紙
825,2462,良得電,2025/03,1149.3,0.93,1,0,3,1,2,0,M2328 電子零組件,M23D2 連接器
826,8926,台汽電,2025/03,2064.3,0.92,1,0,1,1,4,0,M9700 油電燃氣業,M99D3 汽電共生
827,2613,中櫃,2025/03,746.6,0.92,0,1,1,0,4,2,M2600 航運業,M26C 貨運倉儲業
828,6152,百一,2025/03,1110.2,0.92,1,0,4,3,1,0,M2327 通信網路業,M23K2 衛星微波
829,6204,艾華,2025/03,86.1,0.91,1,0,2,1,3,0,M2328 電子零組件,M23D5 被動元件
830,1533,車王電,2025/03,937.5,0.91,0,1,2,0,3,1,M2200 汽車工業,M15D 汽車組件
831,3094,聯傑,2025/03,69.4,0.91,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
832,2633,台灣高鐵,2025/03,11697.1,0.9,1,0,3,2,2,0,M2600 航運業,M26B2 鐵路運輸
833,9918,欣天然,2025/03,469.1,0.89,1,0,2,1,3,0,M9700 油電燃氣業,M99D2 天然氣
834,2030,彰源,2025/03,3250.2,0.87,0,1,1,0,4,4,M2000 鋼鐵工業,M20A7 鋼管
835,3516,亞帝歐,2025/03,292.4,0.86,1,0,4,3,1,0,M2326 光電業,M15C4 照明
836,4528,江興鍛,2025/03,620.5,0.86,0,1,1,0,4,1,M1500 電機機械,M15D 汽車組件
837,8074,鉅橡,2025/03,313.3,0.86,1,0,1,1,4,0,M2328 電子零組件,M23B3X PCB材-其他
838,4960,誠美材,2025/03,1874,0.85,1,0,3,1,2,0,M2326 光電業,M23C8C LCD 原料
839,1742,台蠟,2025/03,62.2,0.85,1,0,3,2,2,0,M1721 化學工業,M17Z 其他化學
840,3713,新晶投控,2025/03,523.2,0.85,1,0,3,2,2,0,M2326 光電業,M23C7E 太陽能系統
841,3025,星通,2025/03,92,0.84,0,1,1,0,4,4,M2327 通信網路業,M23E2 網路卡
842,6148,驊宏資,2025/03,199.9,0.83,1,0,4,3,1,0,M2330 資訊服務業,M23X1 系統整合
843,1474,弘裕,2025/03,688.4,0.82,0,1,2,0,3,1,M1400 紡織纖維,M14C2 織布
844,1410,南染,2025/03,103.5,0.81,1,0,2,1,3,0,M1400 紡織纖維,M14E 染整
845,1609,大亞,2025/03,6551.6,0.8,0,1,0,0,5,6,M1600 電器電纜,M16 電線
846,2367,燿華,2025/03,3927,0.8,0,1,3,0,2,1,M2328 電子零組件,M23B2D 硬板及其他
847,8940,新天地,2025/03,383.3,0.78,1,0,4,2,1,0,M2700 觀光事業,M27A2 餐飲業
848,6244,茂迪,2025/03,1710,0.78,1,0,4,3,1,0,M2326 光電業,M23C7C 太陽能電池
849,5272,笙科,2025/03,62.2,0.77,0,1,2,0,3,3,M2324 半導體,M23G5 IC設計
850,3060,銘異,2025/03,612,0.77,1,0,3,1,2,0,M2325 電腦及週邊,M23C4B 硬碟磁碟
851,8110,華東,2025/03,2173.7,0.76,0,1,2,0,3,1,M2324 半導體,M23G2 IC封測
852,1101,台泥,2025/03,33626.8,0.76,0,1,2,0,3,1,M1100 水泥工業,M11A 水泥製造
853,2468,華經,2025/04,651.4,0.75,0,1,2,0,3,1,M2330 資訊服務業,M23X1 系統整合
854,6129,普誠,2025/04,541.9,0.75,1,0,3,1,2,0,M2324 半導體,M23G5 IC設計
855,3346,麗清,2025/04,2090.3,0.75,1,0,3,2,2,0,M2200 汽車工業,M23C6C 封裝及應用
856,3714,富采,2025/04,5867.1,0.74,0,1,0,0,2,2,M2326 光電業,M23C6B 磊晶及晶粒
857,4706,大恭,2025/04,237.8,0.74,0,1,0,0,5,7,M1721 化學工業,M17B 染料及顏料
858,3576,聯合再生,2025/04,5600.8,0.73,0,1,2,0,3,1,M2326 光電業,M23C7C 太陽能電池
859,8071,能率網通,2025/04,566.8,0.73,0,1,2,0,3,2,M2328 電子零組件,M23D9A 沖壓零組件
860,2374,佳能,2025/04,1290.3,0.73,0,1,2,0,3,2,M2326 光電業,M23UZ 消費性電子
861,3419,譁裕,2025/04,561.9,0.73,1,0,3,3,2,0,M2327 通信網路業,M23K2 衛星微波
862,5452,佶優,2025/04,1344.6,0.73,0,1,1,0,4,2,M2331 其他電子業,M23T2 零組件代理
863,2029,盛餘,2025/04,2361.7,0.71,0,1,2,0,3,1,M2000 鋼鐵工業,M20A3 鋼板
864,2906,高林,2025/04,1958.9,0.71,0,1,3,0,2,2,M2900 貿易百貨,M29B 貿易業
865,4526,東台,2025/04,2132.3,0.71,1,0,4,3,1,0,M1500 電機機械,M15A1 工具機
866,2706,第一店,2025/04,77.5,0.7,1,0,3,2,2,0,M2700 觀光事業,M27A1 飯店業
867,4510,高鋒,2025/04,468.2,0.7,1,0,3,2,2,0,M1500 電機機械,M15A1 工具機
868,6133,金橋,2025/04,313.4,0.7,0,1,2,0,3,1,M2328 電子零組件,M23D2 連接器
869,8096,擎亞,2025/04,4300,0.69,0,1,2,0,3,3,M2329 電子通路業,M23T2 零組件代理
870,3228,金麗科,2025/04,67.4,0.69,1,0,3,1,2,0,M2324 半導體,M23G5 IC設計
871,1711,永光,2025/04,1925.6,0.69,0,1,2,0,3,2,M1721 化學工業,M17B 染料及顏料
872,3373,熱映,2025/04,129,0.69,0,1,3,0,2,1,M2331 其他電子業,M17G 醫療耗材
873,6246,臺龍,2025/04,441,0.69,1,0,3,2,2,0,M2326 光電業,M23C8B 背光模組
874,1809,中釉,2025/04,604.1,0.67,0,1,2,0,3,1,M1800 玻璃陶瓷,M18 玻璃陶瓷
875,2010,春源,2025/04,5474.8,0.67,0,1,0,0,5,6,M2000 鋼鐵工業,M20A3 鋼板
876,8107,大億金茂,2025/04,223.9,0.67,1,0,3,3,2,0,M1500 電機機械,M15D 汽車組件
877,8927,北基,2025/04,1755.1,0.67,1,0,2,1,3,0,M9700 油電燃氣業,M99D1 加油站
878,4406,新昕纖,2025/04,132.9,0.67,0,1,1,0,4,1,M1400 紡織纖維,M14A2 加工絲
879,3276,宇環,2025/04,206.6,0.66,1,0,3,1,2,0,M2328 電子零組件,M23B2C 軟板
880,4533,協易機,2025/04,898.2,0.66,0,1,1,0,4,1,M1500 電機機械,M15A1 工具機
881,1727,中華化,2025/04,566.3,0.66,0,1,1,0,4,3,M1721 化學工業,M17Z 其他化學
882,1414,東和,2025/04,141,0.65,1,0,3,1,2,0,M1400 紡織纖維,M14B1 聚酯紗棉紗
883,8087,華鎂鑫,2025/05,171.1,0.64,1,0,3,3,2,0,M2326 光電業,M23C4A 光碟
884,1449,佳和,2025/05,513,0.64,0,1,2,0,3,1,M1400 紡織纖維,M14C2 織布
885,2243,宏旭-KY,2025/05,386.1,0.63,1,0,4,3,1,0,M2200 汽車工業,M15D 汽車組件
886,3043,科風,2025/05,383.1,0.63,0,1,2,0,3,1,M2331 其他電子業,M23D3 電源供應器
887,4764,雙鍵,2025/05,667,0.62,1,0,2,1,3,0,M1721 化學工業,M17Z 其他化學
888,6233,旺玖,2025/05,108.9,0.62,0,1,1,0,4,2,M2324 半導體,M23G5 IC設計
889,6224,聚鼎,2025/05,685.4,0.62,0,1,0,0,5,6,M2328 電子零組件,M23D5 被動元件
890,5383,金利,2025/05,433.2,0.62,1,0,3,1,2,0,M2331 其他電子業,M23D9B 散熱零組件
891,2024,志聯,2025/05,244.2,0.61,1,0,2,1,3,0,M2000 鋼鐵工業,M20A1 線材
892,3050,鈺德,2025/05,290.1,0.61,1,0,2,1,3,0,M2326 光電業,M23C4A 光碟
893,1413,宏洲,2025/05,644.9,0.59,0,1,2,0,3,3,M1400 紡織纖維,M14A2 加工絲
894,6405,悅城,2025/05,71.4,0.59,1,0,1,1,4,0,M2326 光電業,M23C8C LCD 原料
895,1309,台達化,2025/05,3845.2,0.59,0,1,1,0,4,3,M1300 塑膠工業,M13A1 泛用塑膠
896,2477,美隆電,2025/05,676.9,0.58,0,1,2,0,3,2,M2331 其他電子業,M23U2 聲學產品
897,3027,盛達,2025/05,380.9,0.57,1,0,2,1,3,0,M2327 通信網路業,M23KX 其他網通
898,1586,和勤,2025/05,589.3,0.57,0,1,1,0,4,2,M1500 電機機械,M23D9A 沖壓零組件
899,1810,和成,2025/05,1239,0.56,1,0,3,1,2,0,M1800 玻璃陶瓷,M18 玻璃陶瓷
900,2008,高興昌,2025/05,543.3,0.56,1,0,2,1,3,0,M2000 鋼鐵工業,M20A7 鋼管
901,3122,笙泉,2025/05,103.1,0.56,0,1,1,0,4,4,M2324 半導體,M23G5 IC設計
902,6210,慶生,2025/05,121.3,0.55,0,1,0,0,5,5,M2328 電子零組件,M23B2D 硬板及其他
903,3066,李洲,2025/05,53.7,0.55,0,1,1,0,4,1,M2326 光電業,M23C6C 封裝及應用
904,5468,凱鈺,2025/05,29.3,0.55,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
905,3372,典範,2025/05,229.1,0.54,1,0,1,1,4,0,M2324 半導體,M23G2 IC封測
906,2701,萬企,2025/05,56.9,0.54,1,0,3,2,2,0,M2700 觀光事業,M27A1 飯店業
907,2466,冠西電,2025/05,206,0.53,0,1,1,0,4,2,M2326 光電業,M23C6C 封裝及應用
908,5340,建榮,2025/05,341,0.53,1,0,2,1,3,0,M2328 電子零組件,M23B3B 玻纖紗布
909,4729,熒茂,2025/05,293.9,0.52,0,1,3,0,2,1,M2326 光電業,M23C8E 觸控面板
910,3252,海灣,2025/05,118.9,0.51,0,1,2,0,3,1,M2700 觀光事業,M27A1 飯店業
911,1714,和桐,2025/05,5455.1,0.49,1,0,3,2,2,0,M1721 化學工業,M17E1 清潔劑原料
912,2910,統領,2025/05,193.8,0.48,1,0,2,1,3,0,M2900 貿易百貨,M29A1 百貨購物中
913,1721,三晃,2025/05,704.8,0.48,1,0,4,1,1,0,M1721 化學工業,M17F 樹脂
914,1905,華紙,2025/06,5981.5,0.48,0,1,2,0,3,1,M1900 造紙工業,M19B 紙漿
915,3073,天方能源,2025/06,29.2,0.47,1,0,3,1,2,0,M2324 半導體,M23C7E 太陽能系統
916,5601,台聯櫃,2025/06,22,0.47,0,1,3,0,2,1,M2600 航運業,M26C 貨運倉儲業
917,6265,方土昶,2025/06,202.2,0.45,0,1,1,0,4,1,M2329 電子通路業,M23T2 零組件代理
918,4939,亞電,2025/06,374.4,0.45,0,1,1,0,4,1,M2328 電子零組件,M23B3C FCCL
919,1423,利華,2025/06,39.7,0.44,0,1,3,0,2,1,M1400 紡織纖維,M14D2 毛紡
920,1417,嘉裕,2025/06,407.3,0.44,1,0,2,1,3,0,M1400 紡織纖維,M14C1 成衣製造
921,2704,國賓,2025/06,407.1,0.44,1,0,3,2,2,0,M2700 觀光事業,M27A1 飯店業
922,6443,元晶,2025/06,2835.4,0.42,0,1,2,0,3,1,M2326 光電業,M23C7C 太陽能電池
923,8093,保銳,2025/06,94.1,0.42,1,0,3,2,2,0,M2328 電子零組件,M23D3 電源供應器
924,6160,欣技,2025/06,380.3,0.41,1,0,4,4,1,0,M2325 電腦及週邊,M23B5B 工業電腦
925,2305,全友,2025/06,148.9,0.4,0,1,1,0,4,1,M2325 電腦及週邊,M23C2 影像掃描
926,3591,艾笛森,2025/06,443,0.4,0,1,1,0,4,4,M2326 光電業,M23C6C 封裝及應用
927,3024,憶聲,2025/06,277,0.4,0,1,3,0,2,1,M2326 光電業,M15C1 家電
928,3232,昱捷,2025/06,342.3,0.39,0,1,2,0,3,1,M2329 電子通路業,M23T2 零組件代理
929,1506,正道,2025/06,283.1,0.39,1,0,3,3,2,0,M1500 電機機械,M15D 汽車組件
930,2365,昆盈,2025/06,167.6,0.39,1,0,4,3,1,0,M2325 電腦及週邊,M23C3 PC週邊
931,6222,上揚,2025/06,1.1,0.39,0,1,2,0,3,1,M2326 光電業,M23C6C 封裝及應用
932,6118,建達,2025/06,2401,0.38,1,0,1,1,4,0,M2329 電子通路業,M23T1 3C通路
933,3306,鼎天,2025/06,291.1,0.38,0,1,2,0,3,1,M2327 通信網路業,M23K5 導航定位
934,2401,凌陽,2025/06,1169.3,0.37,0,1,1,0,4,3,M2324 半導體,M23G5 IC設計
935,5201,凱衛,2025/06,47.3,0.37,0,1,3,0,2,1,M2330 資訊服務業,M23X1 系統整合
936,8084,巨虹,2025/06,443.6,0.37,1,0,3,3,2,0,M2329 電子通路業,M23G5 IC設計
937,1617,榮星,2025/06,836.1,0.37,1,0,1,1,4,0,M1600 電器電纜,M16 電線
938,5328,華容,2025/06,280.4,0.36,0,1,3,0,2,1,M2328 電子零組件,M23D5 被動元件
939,6594,展匯科,2025/06,50.7,0.35,0,1,1,0,4,4,M2324 半導體,M23G5 IC設計
940,6164,華興,2025/06,195.1,0.35,1,0,2,1,3,0,M2326 光電業,M23C6C 封裝及應用
941,1454,台富,2025/06,390.6,0.35,0,1,2,0,3,2,M1400 紡織纖維,M14C2 織布
942,8222,寶一,2025/06,106.2,0.34,0,1,3,0,2,2,M1500 電機機械,M22B3 航空器製造
943,3041,揚智,2025/06,646.5,0.34,0,1,3,0,2,1,M2324 半導體,M23G5 IC設計
944,4994,傳奇,2025/07,337.3,0.34,0,1,1,0,4,2,M2330 資訊服務業,M23X2 遊戲軟體
945,6124,業強,2025/07,415.4,0.34,0,1,1,0,4,4,M2328 電子零組件,M23D9B 散熱零組件
946,2321,東訊,2025/07,229.2,0.33,1,0,3,1,2,0,M2327 通信網路業,M23KX 其他網通
947,1325,恒大,2025/07,116.4,0.32,1,0,4,1,1,0,M1300 塑膠工業,M14F 不織布
948,1467,南緯,2025/07,1291,0.31,1,0,4,3,1,0,M1400 紡織纖維,M14C1 成衣製造
949,2399,映泰,2025/07,507.4,0.31,0,1,1,0,4,4,M2325 電腦及週邊,M23B1 主機板
950,2712,遠雄來,2025/07,156.5,0.31,0,1,3,0,2,1,M2700 觀光事業,M27A1 飯店業
951,4720,德淵,2025/07,910.5,0.31,1,0,3,1,2,0,M1721 化學工業,M17F 樹脂
952,4513,福裕,2025/07,381.2,0.31,1,0,2,1,3,0,M1500 電機機械,M15A1 工具機
953,1470,大統新創,2025/07,109.6,0.31,0,1,2,0,3,1,M1400 紡織纖維,M14E 染整
954,6142,友勁,2025/07,1078,0.3,0,1,3,0,2,1,M2327 通信網路業,M23E2 網路卡
955,1240,茂生農經,2025/07,908.7,0.3,0,1,2,0,3,2,M3300 農業科技,M12B 油脂飼料
956,1802,台玻,2025/07,11390.1,0.3,0,1,2,0,3,3,M1800 玻璃陶瓷,M18 玻璃陶瓷
957,6441,廣錠,2025/07,188.4,0.29,1,0,3,2,2,0,M2325 電腦及週邊,M23D7 二次電池
958,1776,展宇,2025/07,325.3,0.29,0,1,2,0,3,3,M1721 化學工業,M17F 樹脂
959,4916,事欣科,2025/07,953.7,0.28,0,1,2,0,3,2,M2325 電腦及週邊,M23B5B 工業電腦
960,1732,毛寶,2025/07,137.8,0.28,0,1,1,0,4,2,M1721 化學工業,M17E2 清潔用品
961,2486,一詮,2025/07,1154.1,0.28,0,1,1,0,4,2,M2326 光電業,M23D9C 光電導線架
962,1447,力鵬,2025/07,7117.7,0.27,0,1,2,0,3,1,M1400 紡織纖維,M14A7 尼龍絲
963,4909,新復興,2025/07,141.7,0.27,1,0,4,4,1,0,M2327 通信網路業,M23B2D 硬板及其他
964,2369,菱生,2025/07,1237,0.26,0,1,0,0,5,5,M2324 半導體,M23G2 IC封測
965,8121,越峰,2025/07,745.4,0.26,1,0,3,1,2,0,M2328 電子零組件,M23D5 被動元件
966,5488,松普,2025/07,350.4,0.26,0,1,3,0,2,1,M2328 電子零組件,M23D2 連接器
967,2901,欣欣,2025/07,28.6,0.26,1,0,2,1,3,0,M2900 貿易百貨,M29A1 百貨購物中
968,1611,中電,2025/07,392.1,0.25,0,1,2,0,3,3,M1600 電器電纜,M15C4 照明
969,2023,燁輝,2025/07,17166.6,0.25,0,1,1,0,4,4,M2000 鋼鐵工業,M20A3 鋼板
970,5263,智崴,2025/07,228.1,0.25,1,0,2,1,3,0,M3200 文化創意業,M23Z 其他電子
971,2605,新興,2025/07,1290,0.23,1,0,2,1,3,0,M2600 航運業,M26A1 散裝輪
972,6226,光鼎,2025/07,179.8,0.22,0,1,1,0,4,2,M2326 光電業,M23C6C 封裝及應用
973,3499,環天科,2025/07,83.4,0.2,1,0,4,2,1,0,M2327 通信網路業,M23K5 導航定位
974,3297,杭特,2025/07,36.2,0.2,0,1,1,0,4,2,M2326 光電業,M23C9 安全監控
975,4609,唐鋒,2025/08,45.1,0.19,1,0,4,3,1,0,M1600 電器電纜,M15C1 家電
976,2457,飛宏,2025/08,3852.8,0.18,1,0,4,3,1,0,M2328 電子零組件,M23D3 電源供應器
977,1321,大洋,2025/08,1321.7,0.18,1,0,2,1,3,0,M1300 塑膠工業,M13A8 塑膠加工
978,6596,寬宏藝術,2025/08,294.1,0.18,1,0,4,2,1,0,M3200 文化創意業,M99E 廣告業
979,9105,泰金寶-DR,2025/08,39363.6,0.18,1,0,3,2,2,0,W91   存託憑證,M23C3 PC週邊
980,1110,東泥,2025/08,563.6,0.17,1,0,3,2,2,0,M1100 水泥工業,M11A 水泥製造
981,3057,喬鼎,2025/08,149.1,0.17,0,1,1,0,4,4,M2325 電腦及週邊,M23C4B 硬碟磁碟
982,1463,強盛,2025/08,116.2,0.16,1,0,2,1,3,0,M1400 紡織纖維,M14E 染整
983,5210,寶碩,2025/08,72.6,0.16,0,1,3,0,2,1,M2330 資訊服務業,M23X1 系統整合
984,2601,益航,2025/08,1510.6,0.15,0,1,1,0,4,3,M2900 貿易百貨,M26A1 散裝輪
985,8092,建暐,2025/08,113.2,0.15,1,0,4,2,1,0,M2331 其他電子業,M23H2 電機設備
986,1815,富喬,2025/08,1012.9,0.15,0,1,1,0,4,2,M2328 電子零組件,M23B3B 玻纖紗布
987,6209,今國光,2025/08,859.3,0.14,1,0,3,1,2,0,M2326 光電業,M23U1 光學鏡頭
988,6218,豪勉,2025/08,369.6,0.14,1,0,3,1,2,0,M2327 通信網路業,M23X1 系統整合
989,5348,系通,2025/08,32.8,0.13,1,0,4,1,1,0,M2327 通信網路業,M23K5 導航定位
990,8086,宏捷科,2025/08,374.1,0.13,0,1,2,0,3,2,M2324 半導體,M23G3A 化合物SEMI
991,2032,新鋼,2025/08,756.5,0.13,0,1,1,0,4,2,M2000 鋼鐵工業,M20A6 不鏽鋼
992,3615,安可,2025/08,261.5,0.12,0,1,1,0,4,2,M2326 光電業,M23C8E 觸控面板
993,3287,廣寰科,2025/08,111.6,0.12,0,1,2,0,3,1,M2325 電腦及週邊,M23B4B 電視卡
994,4716,大立,2025/08,159,0.11,1,0,2,1,3,0,M1721 化學工業,M17F 樹脂
