,歆凱分組,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry_name,minor_industry_name
1795,,8440.0,綠電,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1796,,8442.0,威宏-KY,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1797,,8443.0,阿瘦,M2900,,99K,,M2900 貿易百貨,M99K 鞋及旅行箱
1798,,8444.0,綠河-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1799,,8446.0,華研,M3200,,99Z,,M3200 文化創意業,M99ZX 其他服務業
1800,,8450.0,霹靂,M3200,,99H,,M3200 文化創意業,M99H 電視廣播
1801,,8454.0,富邦媒,M2900,,23K,,M2900 貿易百貨,M23K4 電商及XaaS
1802,,8455.0,大拓-KY,M2331,,15A,,M2331 其他電子業,M15A1 工具機
1803,,8462.0,柏文,M2700,,99Z,,M2700 觀光事業,M99ZX 其他服務業
1804,,8463.0,潤泰材,M9900,,11A,,M9900 其他,M11A 水泥製造
1805,,8464.0,億豐,M9900,,99B,,M9900 其他,M99B 五金及家具
1806,,8466.0,美吉吉-KY,M9900,,13B,,M9900 其他,M13B 塑膠製品
1807,,8467.0,波力-KY,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1808,,8472.0,夠麻吉,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1809,,8473.0,山林水,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1810,,8476.0,台境,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1811,,8477.0,創業家,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1812,,8478.0,東哥遊艇,M9900,,22B,,M9900 其他,M22B1 船舶製造
1813,,8480.0,泰昇-KY,M9900,,14F,,M9900 其他,M14F 不織布
1814,,8481.0,政伸,M9900,,99C,,M9900 其他,M99C 印刷
1815,,8482.0,商億-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1816,,8488.0,吉源-KY,M9900,,20B,,M9900 其他,M20B 金屬製品
1817,,8489.0,三貝德,M9900,,99Z,,M9900 其他,M99ZX 其他服務業
1818,,8499.0,鼎炫-KY,M2331,,23Z,,M2331 其他電子業,M23Z 其他電子
1819,,8905.0,裕國,M9900,,12A,,M9900 其他,M12A 罐頭加工
1820,,8906.0,花王,M9900,,99C,,M9900 其他,M99C 印刷
1821,,8908.0,欣雄,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1822,,8916.0,光隆,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1823,,8917.0,欣泰,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1824,,8921.0,沈氏,M9900,,99C,,M9900 其他,M99C 印刷
1825,,8923.0,時報,M3200,,99F,,M3200 文化創意業,M99F 平媒電子報
1826,,8926.0,台汽電,M9700,,99D,,M9700 油電燃氣業,M99D3 汽電共生
1827,,8927.0,北基,M9700,,99D,,M9700 油電燃氣業,M99D1 加油站
1828,,8928.0,鉅明,M9900,,99Z,,M9900 其他,M99Z2 高爾夫用品
1829,,8929.0,富堡,M9900,,14F,,M9900 其他,M14F 不織布
1830,,8930.0,青鋼,M2000,,20B,,M2000 鋼鐵工業,M20B 金屬製品
1831,,8931.0,大汽電,M9700,,99D,,M9700 油電燃氣業,M99D3 汽電共生
1832,,8932.0,宏大,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1833,,8933.0,愛地雅,M9900,,99Z,,M9900 其他,M99Z1 自行健行車
1834,,8935.0,邦泰,M9900,,13B,,M9900 其他,M13B 塑膠製品
1835,,8936.0,國統,M9900,,20B,,M9900 其他,M20B 金屬製品
1836,,8937.0,合騏,M9900,,22A,,M9900 其他,M22A 汽車製造
1837,,8940.0,新天地,M2700,,27A,,M2700 觀光事業,M27A2 餐飲業
1838,,8941.0,關中,M2900,,99B,,M2900 貿易百貨,M99B 五金及家具
1839,,8942.0,森鉅,M9900,,13A,,M9900 其他,M13A8 塑膠加工
1840,,8996.0,高力,M1500,,20A,,M1500 電機機械,M20A9 金屬加工
1841,,9103.0,美德醫療-DR,W91  ,,17G,,W91   存託憑證,M17G 醫療耗材
1842,,9103.0,2 康師傅-DR,W91  ,,12Z,,W91   存託憑證,M12Z 其他食品
1843,,9105.0,泰金寶-DR,W91  ,,23C,,W91   存託憑證,M23C3 PC週邊
1844,,9108.0,1 神州-DR,W91  ,,23X,,W91   存託憑證,M23X1 系統整合
1845,,9110.0,越南控-DR,W91  ,,22B,,W91   存託憑證,M22B2 機車製造
1846,,9116.0,8 明輝-DR,W91  ,,29B,,W91   存託憑證,M29B 貿易業
1847,,9116.0,2 泰聚亨-DR,W91  ,,20A,,W91   存託憑證,M20A1 線材
1848,,9118.0,8 同方友友-DR,W91  ,,23C,,W91   存託憑證,M23C6C 封裝及應用
1849,,9120.0,0 晨訊科-DR,W91  ,,23E,,W91   存託憑證,M23E1 數據機
1850,,9123.0,8 友佳-DR,W91  ,,15A,,W91   存託憑證,M15A1 工具機
1851,,9136.0,巨騰-DR,W91  ,,23D,,W91   存託憑證,M23D4 機殼
1852,,9188.0,精熙-DR,W91  ,,23U,,W91   存託憑證,M23U1 光學鏡頭
1853,,9802.0,鈺齊-KY,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1854,,9902.0,台火,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1855,,9904.0,寶成,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1856,,9905.0,大華,M9900,,20B,,M9900 其他,M20B 金屬製品
1857,,9906.0,欣巴巴,M2500,,25A,,M2500 建材營造,M25A 建設
1858,,9907.0,統一實,M9900,,20B,,M9900 其他,M20B 金屬製品
1859,,9908.0,大台北,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1860,,9911.0,櫻花,M9900,,99B,,M9900 其他,M99B 五金及家具
1861,,9912.0,偉聯,M2325,,23C,,M2325 電腦及週邊,M23C1 顯示器
1862,,9917.0,中保科,M9900,,99I,,M9900 其他,M99I 保全業
1863,,9918.0,欣天然,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1864,,9919.0,康那香,M9900,,14F,,M9900 其他,M14F 不織布
1865,,9924.0,福興,M9900,,99B,,M9900 其他,M99B 五金及家具
1866,,9925.0,新保,M9900,,99I,,M9900 其他,M99I 保全業
1867,,9926.0,新海,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1868,,9927.0,泰銘,M9900,,20A,,M9900 其他,M20A5 鋁鋅
1869,,9928.0,中視,M9900,,99H,,M9900 其他,M99H 電視廣播
1870,,9929.0,秋雨,M9900,,99C,,M9900 其他,M99C 印刷
1871,,9930.0,中聯資源,M9900,,11C,,M9900 其他,M11C 其他水泥
1872,,9931.0,欣高,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1873,,9933.0,中鼎,M9900,,25C,,M9900 其他,M25C 工程承攬
1874,,9934.0,成霖,M9900,,99B,,M9900 其他,M99B 五金及家具
1875,,9935.0,慶豐富,M9900,,99B,,M9900 其他,M99B 五金及家具
1876,,9937.0,全國,M9700,,99D,,M9700 油電燃氣業,M99D1 加油站
1877,,9938.0,百和,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1878,,9939.0,宏全,M9900,,13B,,M9900 其他,M13B 塑膠製品
1879,,9940.0,信義,M9900,,25D,,M9900 其他,M25D 仲介建經
1880,,9942.0,茂順,M9900,,15D,,M9900 其他,M15D 汽車組件
1881,,9943.0,好樂迪,M2700,,27B,,M2700 觀光事業,M27B 觀光遊樂區
1882,,9944.0,新麗,M9900,,14F,,M9900 其他,M14F 不織布
1883,,9946.0,三發地產,M2500,,25A,,M2500 建材營造,M25A 建設
1884,,9949.0,琉園,M3200,,18 ,,M3200 文化創意業,M18 玻璃陶瓷
1885,,9950.0,萬國通,M1300,,99K,,M1300 塑膠工業,M99K 鞋及旅行箱
1886,,9951.0,皇田,M1500,,15D,,M1500 電機機械,M15D 汽車組件
1887,,9955.0,佳龍,M9900,,99L,,M9900 其他,M99L1 貴金屬回收
1888,,9960.0,邁達康,M2900,,29A,,M2900 貿易百貨,M29A9 其他零售
1889,,9962.0,有益,M2000,,20A,,M2000 鋼鐵工業,M20A6 不鏽鋼
